time,tday,FMISID,tmin,tmax,rrday,snow,TG_PT12H_min,area
2019-11-28,-1.7,101743,-10.4,0.1,NA,NA,NA,TII
2019-11-29,-0.7,101743,-3.9,1.1,NA,NA,NA,TII
2019-11-30,-6.5,101743,-9,-3.9,NA,NA,NA,TII
2019-12-01,-6.1,101743,-10.7,-3.6,NA,NA,NA,TII
2019-12-02,-3.5,101743,-5.1,-3,NA,NA,NA,TII
2019-12-03,-6.2,101743,-10,-2.8,NA,NA,NA,TII
2019-12-04,0.1,101743,-7.1,2.4,NA,NA,NA,TII
2019-12-05,2.2,101743,1.3,2.9,NA,NA,NA,TII
2019-12-06,1,101743,-0.3,2.5,NA,NA,NA,TII
2019-12-07,0.3,101743,-0.1,1.1,NA,NA,NA,TII
2019-12-08,-1.2,101743,-2.1,0.3,NA,NA,NA,TII
2019-12-09,-0.8,101743,-2.6,1.1,NA,NA,NA,TII
2019-12-10,-9.4,101743,-16.9,-2.6,NA,NA,NA,TII
2019-12-11,-4.8,101743,-18.1,-1.2,NA,NA,NA,TII
2019-12-12,-0.6,101743,-2.3,0.8,NA,NA,NA,TII
2019-12-13,-0.4,101743,-2.6,0.4,NA,NA,NA,TII
2019-12-14,0.2,101743,-0.2,0.7,NA,NA,NA,TII
2019-12-15,-0.1,101743,-0.3,0.4,NA,NA,NA,TII
2019-12-16,-1.2,101743,-2.2,-0.3,NA,NA,NA,TII
2019-12-17,-0.4,101743,-1.7,0.5,NA,NA,NA,TII
2019-12-18,-2.1,101743,-2.7,-0.2,NA,NA,NA,TII
2019-12-19,-3,101743,-4.8,-2.1,NA,NA,NA,TII
2019-12-20,-2,101743,-2.8,-1.2,NA,NA,NA,TII
2019-12-21,0.2,101743,-1.2,0.4,NA,NA,NA,TII
2019-12-22,0.2,101743,-0.1,0.3,NA,NA,NA,TII
2019-12-23,0.4,101743,0.1,0.7,NA,NA,NA,TII
2019-12-24,-0.5,101743,-1.4,0.3,NA,NA,NA,TII
2019-12-25,-2.2,101743,-2.7,-1.2,NA,NA,NA,TII
2019-12-26,-3.1,101743,-4.5,-1.6,NA,NA,NA,TII
2019-12-27,-6.8,101743,-9.3,-4.3,NA,NA,NA,TII
2019-12-28,-15.8,101743,-20.5,-5.5,NA,NA,NA,TII
2019-12-29,-4.4,101743,-16.6,-0.4,NA,NA,NA,TII
2019-12-30,2.1,101743,-0.6,3.6,NA,NA,NA,TII
2019-12-31,-3.7,101743,-11.1,2,NA,NA,NA,TII
2020-01-01,-2.7,101743,-9,-0.8,NA,NA,NA,TII
2020-01-02,2.7,101743,-0.8,3.5,NA,NA,NA,TII
2020-01-03,2.4,101743,1.1,4.3,NA,NA,NA,TII
2020-01-04,-1.5,101743,-2.2,1.4,NA,NA,NA,TII
2020-01-05,-9.3,101743,-13.4,-1.9,NA,NA,NA,TII
2020-01-06,-2.5,101743,-12.2,0.5,NA,NA,NA,TII
2020-01-07,1.1,101743,0,2.5,NA,NA,NA,TII
2020-01-08,2.9,101743,2,3.7,NA,NA,NA,TII
2020-01-09,0.1,101743,-0.6,3.6,NA,NA,NA,TII
2020-01-10,-3.1,101743,-6,-0.5,NA,NA,NA,TII
2020-01-11,-3.4,101743,-6.2,-1.2,NA,NA,NA,TII
2020-01-12,0.9,101743,-2.3,2.5,NA,NA,NA,TII
2020-01-13,-1.8,101743,-3.5,0,NA,NA,NA,TII
2020-01-14,0.2,101743,-2.2,1.7,NA,NA,NA,TII
2020-01-15,1.8,101743,0.2,3.9,NA,NA,NA,TII
2020-01-16,0.5,101743,-1.8,3.3,NA,NA,NA,TII
2020-01-17,1.2,101743,-0.6,1.8,NA,NA,NA,TII
2020-01-18,1.1,101743,0.2,2.6,NA,NA,NA,TII
2020-01-19,0.4,101743,-1.4,2.9,NA,NA,NA,TII
2020-01-20,-0.6,101743,-3.5,2.5,NA,NA,NA,TII
2020-01-21,2.5,101743,-0.2,5.9,NA,NA,NA,TII
2020-01-22,-3.3,101743,-5.6,0.4,NA,NA,NA,TII
2020-01-23,-5.8,101743,-9,-4.4,NA,NA,NA,TII
2020-01-24,-1.2,101743,-4.8,1.4,NA,NA,NA,TII
2020-01-25,-4.9,101743,-9.5,-1.3,NA,NA,NA,TII
2020-01-26,-9.2,101743,-14.9,-4.7,NA,NA,NA,TII
2020-01-27,-18.4,101743,-24.7,-13.3,NA,NA,NA,TII
2020-01-28,-9.2,101743,-13.3,-7.8,NA,NA,NA,TII
2020-01-29,-6.3,101743,-7.8,-5,NA,NA,NA,TII
2020-01-30,-5.4,101743,-5.9,-4.7,NA,NA,NA,TII
2020-01-31,-8.3,101743,-9.4,-5.9,NA,NA,NA,TII
2020-02-01,-8.5,101743,-10.3,-6.8,NA,NA,NA,TII
2020-02-02,-3,101743,-6.8,-0.7,NA,NA,NA,TII
2020-02-03,-6.6,101743,-9.8,-1.5,NA,NA,NA,TII
2020-02-04,-11.9,101743,-17.2,-4.2,NA,NA,NA,TII
2020-02-05,-9.9,101743,-22.8,-5.8,TRUE,NA,NA,TII
2020-02-06,-9.2,101743,-14.5,-5.3,NA,NA,NA,TII
2020-02-07,-10.3,101743,-13.6,-5.8,NA,NA,NA,TII
2020-02-08,-4.1,101743,-7.7,-2.6,NA,NA,NA,TII
2020-02-09,0.3,101743,-2.6,1.3,NA,NA,NA,TII
2020-02-10,1.8,101743,0.8,2.6,NA,NA,NA,TII
2020-02-11,1.7,101743,1,2.5,NA,NA,NA,TII
2020-02-12,0.8,101743,0.3,1.6,NA,NA,NA,TII
2020-02-13,0.8,101743,0.2,2.1,NA,NA,NA,TII
2020-02-14,-2.3,101743,-4.1,0.3,NA,NA,NA,TII
2020-02-15,-3.7,101743,-8.9,0,NA,NA,NA,TII
2020-02-16,0.9,101743,-0.3,1.3,NA,NA,NA,TII
2020-02-17,3.3,101743,1.2,4.3,NA,NA,NA,TII
2020-02-18,2.6,101743,1.6,3.6,NA,NA,NA,TII
2020-02-19,0.2,101743,-1.6,2.6,NA,NA,NA,TII
2020-02-20,-7.6,101743,-10.7,-1.6,NA,NA,NA,TII
2020-02-21,-0.7,101743,-9.1,1.1,NA,NA,NA,TII
2020-02-22,1.8,101743,0.7,3.1,NA,NA,NA,TII
2020-02-23,0.5,101743,0,1.5,NA,NA,NA,TII
2020-02-24,-1.6,101743,-3.5,0.4,NA,NA,NA,TII
2020-02-25,-4.9,101743,-7.5,-0.7,NA,NA,NA,TII
2020-02-26,-10.2,101743,-15.2,-4.2,NA,NA,NA,TII
2020-02-27,-14.2,101743,-19.8,-3.9,NA,NA,NA,TII
2020-02-28,-12.9,101743,-21.2,-3.9,NA,NA,NA,TII
2020-02-29,-10.1,101743,-14.2,-2.6,NA,NA,NA,TII
2020-03-01,-7.8,101743,-17.9,-4,NA,NA,NA,TII
2020-03-02,-6.8,101743,-12.7,-3,NA,NA,NA,TII
2020-03-03,-6.8,101743,-13.4,-1.9,NA,NA,NA,TII
2020-03-04,-8.3,101743,-18.5,-2.4,NA,NA,NA,TII
2020-03-05,-0.9,101743,-5.1,0.9,NA,NA,NA,TII
2020-03-06,-2,101743,-5.6,0.9,NA,NA,NA,TII
2020-03-07,-4.4,101743,-9.2,2.1,NA,NA,NA,TII
2020-03-08,-4.9,101743,-15.7,3.6,NA,NA,NA,TII
2020-03-09,2.9,101743,1.7,3.8,NA,NA,NA,TII
2020-03-10,2,101743,0.2,3.6,NA,NA,NA,TII
2020-03-11,1.2,101743,0.1,2.4,NA,NA,NA,TII
2020-03-12,1,101743,0.5,2,NA,NA,NA,TII
2020-03-13,-2.4,101743,-6,0.9,NA,NA,NA,TII
2020-03-14,-8.1,101743,-10.2,-5.1,NA,NA,NA,TII
2020-03-15,-4.7,101743,-16.7,3,NA,NA,NA,TII
2020-03-16,0.1,101743,-2.6,3.1,NA,NA,NA,TII
2020-03-17,-1.9,101743,-6.6,1.2,NA,NA,NA,TII
2020-03-18,2.3,101743,-0.2,6.3,NA,NA,NA,TII
2020-03-19,0,101743,-5.7,5.1,NA,NA,NA,TII
2020-03-20,-5.6,101743,-7.9,1.6,NA,NA,NA,TII
2020-03-21,-6.5,101743,-13.2,-1.1,NA,NA,NA,TII
2020-03-22,-5.8,101743,-15.6,0.5,NA,NA,NA,TII
2020-03-23,0,101743,-4.3,3.8,NA,NA,NA,TII
2020-03-24,2.5,101743,-1.3,6.2,NA,NA,NA,TII
2020-03-25,4.9,101743,0.8,8.1,NA,NA,NA,TII
2020-03-26,3.8,101743,1.4,6.6,NA,NA,NA,TII
2020-03-27,3.6,101743,-0.5,9.1,NA,NA,NA,TII
2020-03-28,1.6,101743,-1.2,5.1,NA,NA,NA,TII
2020-03-29,-3.8,101743,-6.4,-0.4,NA,NA,NA,TII
2020-03-30,-5.5,101743,-12.1,-0.4,NA,NA,NA,TII
2020-03-31,-5.4,101743,-11.6,-2.6,NA,NA,NA,TII
2020-04-01,-2,101743,-4.2,1.7,NA,NA,NA,TII
2020-04-02,-4.7,101743,-13.9,0.7,NA,NA,NA,TII
2020-04-03,0,101743,-2.4,3.3,NA,NA,NA,TII
2020-04-04,-1.8,101743,-5,1.4,NA,NA,NA,TII
2020-04-05,-3.3,101743,-7.7,1.1,NA,NA,NA,TII
2020-04-06,-3.2,101743,-11.9,2.4,NA,NA,NA,TII
2020-04-07,4.7,101743,-0.4,11.9,NA,NA,NA,TII
2020-04-08,5.3,101743,-2,9.4,NA,NA,NA,TII
2020-04-09,2.7,101743,1.3,7.6,NA,NA,NA,TII
2020-04-10,-1.5,101743,-4.9,3.3,NA,NA,NA,TII
2020-04-11,-1.8,101743,-7.3,3.5,NA,NA,NA,TII
2020-04-12,-1.7,101743,-8.8,2.9,NA,NA,NA,TII
2020-04-13,0.8,101743,-0.4,3,TRUE,NA,NA,TII
2020-04-14,-0.2,101743,-5.2,4.4,NA,NA,NA,TII
2020-04-15,0.5,101743,-1.9,5.4,NA,NA,NA,TII
2020-04-16,0.8,101743,-6.6,6,NA,NA,NA,TII
2020-04-17,1.3,101743,-0.4,3.1,NA,NA,NA,TII
2020-04-18,1.6,101743,0.2,3.5,NA,NA,NA,TII
2020-04-19,2.9,101743,-2.3,6.6,NA,NA,NA,TII
2020-04-20,4.1,101743,0.5,8.4,NA,NA,NA,TII
2020-04-21,4.5,101743,-2,9.2,NA,NA,NA,TII
2020-04-22,3,101743,-2.5,7.8,NA,NA,NA,TII
2020-04-23,2,101743,-2.6,6.2,NA,NA,NA,TII
2020-04-24,0.4,101743,-1.2,3.4,NA,NA,NA,TII
2020-04-25,0.4,101743,-3.9,3.3,NA,NA,NA,TII
2020-04-26,1.1,101743,-0.5,4.4,NA,NA,NA,TII
2020-04-27,1.1,101743,-3.5,6.3,NA,NA,NA,TII
2020-04-28,0.9,101743,-3.1,5.6,NA,NA,NA,TII
2020-04-29,-0.3,101743,-3.5,4.1,NA,NA,NA,TII
2020-04-30,-0.5,101743,-5.6,3.8,NA,NA,NA,TII
2020-05-01,1.3,101743,-6.5,7,NA,NA,NA,TII
2020-05-02,6.2,101743,-1.7,11.8,NA,NA,NA,TII
2020-05-03,5.3,101743,3.5,9.2,NA,NA,NA,TII
2020-05-04,6.6,101743,4.1,11.9,NA,NA,NA,TII
2020-05-05,6.6,101743,-3.3,13.7,NA,NA,NA,TII
2020-05-06,5.7,101743,-2.5,12,NA,NA,NA,TII
2020-05-07,4.4,101743,-2.7,11,NA,NA,NA,TII
2020-05-08,4.8,101743,-3.2,9.7,NA,NA,NA,TII
2020-05-09,3.7,101743,2.4,7.3,TRUE,NA,NA,TII
2020-05-10,6.8,101743,-3.6,13,NA,NA,NA,TII
2020-05-11,2.6,101743,-0.2,10.8,NA,NA,NA,TII
2020-05-12,2.1,101743,-2.1,7.3,NA,NA,NA,TII
2020-05-13,4.1,101743,-3.8,10,NA,NA,NA,TII
2020-05-14,4,101743,-3.7,9.4,NA,NA,NA,TII
2020-05-15,2.8,101743,-3.2,7.8,NA,NA,NA,TII
2020-05-16,4,101743,-3.2,8.8,NA,NA,NA,TII
2020-05-17,5.3,101743,2.6,7.3,NA,NA,NA,TII
2020-05-18,6,101743,-0.2,12,NA,NA,NA,TII
2020-05-19,4.8,101743,1.6,9.3,NA,NA,TRUE,TII
2020-05-20,6.2,101743,2.2,10,NA,NA,NA,TII
2020-05-21,8.6,101743,4.1,13,NA,NA,NA,TII
2020-05-22,8.1,101743,-0.3,14.8,NA,NA,NA,TII
2020-05-23,10.8,101743,-1,17.6,NA,NA,NA,TII
2020-05-24,11.6,101743,2,17,NA,NA,NA,TII
2020-05-25,12.5,101743,2.4,19.6,NA,NA,NA,TII
2020-05-26,13.7,101743,3.2,21.4,NA,NA,NA,TII
2020-05-27,14,101743,5.8,21.7,NA,NA,NA,TII
2020-05-28,11.3,101743,8.3,16.2,NA,NA,NA,TII
2020-05-29,11,101743,1.4,16.5,NA,NA,NA,TII
2020-05-30,12.9,101743,6.9,17.4,NA,NA,NA,TII
2020-05-31,12.1,101743,4.4,17.4,NA,NA,NA,TII
2020-06-01,11.8,101743,9.1,15.2,NA,NA,NA,TII
2020-06-02,13.5,101743,3.5,19.7,NA,NA,NA,TII
2020-06-03,15.4,101743,8.5,21.2,NA,NA,NA,TII
2020-06-04,15,101743,5.1,22,NA,NA,NA,TII
2020-06-05,13.4,101743,11.4,16.2,NA,NA,NA,TII
2020-06-06,15.3,101743,11.6,21,NA,NA,NA,TII
2020-06-07,14.3,101743,9.4,18.9,NA,NA,NA,TII
2020-06-08,15.6,101743,9.7,20.9,NA,NA,NA,TII
2020-06-09,16.5,101743,11.3,20,NA,NA,NA,TII
2020-06-10,16.7,101743,11.7,23.3,NA,NA,NA,TII
2020-06-11,15.6,101743,11.8,20.3,NA,NA,NA,TII
2020-06-12,15.2,101743,9.3,21.9,NA,NA,NA,TII
2020-06-13,18.4,101743,9,24.9,NA,NA,NA,TII
2020-06-14,20.2,101743,9.9,25.9,NA,NA,NA,TII
2020-06-15,21.8,101743,13.5,26.8,NA,NA,NA,TII
2020-06-16,19,101743,15,24.4,NA,NA,NA,TII
2020-06-17,17.6,101743,9.8,24.6,NA,NA,NA,TII
2020-06-18,17.5,101743,13.7,22,NA,NA,NA,TII
2020-06-19,18.1,101743,14,22.8,NA,NA,NA,TII
2020-06-20,15.7,101743,11.6,20.5,NA,NA,NA,TII
2020-06-21,16,101743,7.4,22.5,NA,NA,NA,TII
2020-06-22,18.6,101743,7.9,24.7,NA,NA,NA,TII
2020-06-23,20.8,101743,11.1,28,NA,NA,NA,TII
2020-06-24,21.7,101743,12.4,28.2,NA,NA,NA,TII
2020-06-25,22.1,101743,14.1,28.9,NA,NA,NA,TII
2020-06-26,21.6,101743,15.3,27.1,NA,NA,NA,TII
2020-06-27,17.5,101743,14,24.7,NA,NA,NA,TII
2020-06-28,14.1,101743,8.5,18.7,NA,NA,NA,TII
2020-06-29,16.1,101743,7.2,21.4,NA,NA,NA,TII
2020-06-30,14.2,101743,13.2,18.7,NA,NA,NA,TII
2020-07-01,14.6,101743,11.5,18.3,NA,NA,NA,TII
2020-07-02,14.1,101743,11.1,18,NA,NA,NA,TII
2020-07-03,14.1,101743,8.6,18.9,NA,NA,NA,TII
2020-07-04,14.5,101743,10,19.5,NA,NA,NA,TII
2020-07-05,14,101743,10.2,18,NA,NA,NA,TII
2020-07-06,14.2,101743,9.6,18.4,NA,NA,NA,TII
2020-07-07,15.1,101743,10.4,18.8,NA,NA,NA,TII
2020-07-08,15.1,101743,12.2,18.5,NA,NA,NA,TII
2020-07-09,13.3,101743,8.1,18.1,NA,NA,NA,TII
2020-07-10,12.3,101743,7,16.4,NA,NA,NA,TII
2020-07-11,14,101743,8.2,18.6,NA,NA,NA,TII
2020-07-12,15.1,101743,10.2,20.2,NA,NA,NA,TII
2020-07-13,14.5,101743,8.9,19,NA,NA,NA,TII
2020-07-14,12.7,101743,8,15.4,NA,NA,NA,TII
2020-07-15,15.4,101743,8.6,21.5,NA,NA,NA,TII
2020-07-16,16.2,101743,8.5,21.8,NA,NA,NA,TII
2020-07-17,17.2,101743,7.4,24.5,NA,NA,NA,TII
2020-07-18,20.6,101743,13.1,25.3,NA,NA,NA,TII
2020-07-19,19.4,101743,12.7,24.6,NA,NA,NA,TII
2020-07-20,20.2,101743,12.9,26.7,NA,NA,NA,TII
2020-07-21,19.9,101743,13.9,25.1,TRUE,NA,NA,TII
2020-07-22,15.8,101743,14.6,19.4,NA,NA,NA,TII
2020-07-23,13.5,101743,12.5,15.1,NA,NA,NA,TII
2020-07-24,13.6,101743,9.4,18.3,NA,NA,NA,TII
2020-07-25,14.3,101743,10.4,17.2,NA,NA,NA,TII
2020-07-26,15.6,101743,13,19.9,NA,NA,NA,TII
2020-07-27,16.3,101743,8.4,23,NA,NA,NA,TII
2020-07-28,17.7,101743,10.8,23.6,NA,NA,NA,TII
2020-07-29,16.6,101743,14.7,20.1,NA,NA,NA,TII
2020-07-30,14.3,101743,13.5,17,NA,NA,NA,TII
2020-07-31,13.7,101743,10.7,16,NA,NA,NA,TII
2020-08-01,14.7,101743,10.3,19.1,NA,NA,NA,TII
2020-08-02,14.7,101743,11.8,20.5,NA,NA,NA,TII
2020-08-03,15.9,101743,11,20.1,NA,NA,NA,TII
2020-08-04,17.1,101743,14.6,21,NA,NA,NA,TII
2020-08-05,16.3,101743,13.6,20.7,NA,NA,NA,TII
2020-08-06,14.2,101743,10.3,17.1,NA,NA,NA,TII
2020-08-07,17.6,101743,13.2,22.2,NA,NA,NA,TII
2020-08-08,19.7,101743,12.9,25.7,NA,NA,NA,TII
2020-08-09,19.9,101743,16.3,24.7,NA,NA,NA,TII
2020-08-10,13.2,101743,12.6,18.7,NA,NA,NA,TII
2020-08-11,12.4,101743,11.2,15.1,NA,NA,NA,TII
2020-08-12,12.3,101743,8.8,15.5,NA,NA,NA,TII
2020-08-13,14.3,101743,11.1,19.4,NA,NA,NA,TII
2020-08-14,13.7,101743,8.2,17,NA,NA,NA,TII
2020-08-15,17.5,101743,13.2,21.5,NA,NA,NA,TII
2020-08-16,14.1,101743,12.8,17.9,NA,NA,NA,TII
2020-08-17,10.2,101743,3.3,15.7,NA,NA,NA,TII
2020-08-18,11.8,101743,3.6,17.6,NA,NA,NA,TII
2020-08-19,15.1,101743,6.1,22,NA,NA,NA,TII
2020-08-20,18,101743,12.2,23.9,NA,NA,NA,TII
2020-08-21,17.9,101743,11.1,24.1,NA,NA,NA,TII
2020-08-22,16.8,101743,11.3,21.6,NA,NA,NA,TII
2020-08-23,17.6,101743,15.3,21.8,NA,NA,NA,TII
2020-08-24,14.2,101743,12,19.1,NA,NA,NA,TII
2020-08-25,10.9,101743,5.9,16.5,NA,NA,NA,TII
2020-08-26,10.4,101743,7.2,17,NA,NA,NA,TII
2020-08-27,11.4,101743,7.6,15.9,NA,NA,NA,TII
2020-08-28,10.7,101743,4.6,15.6,NA,NA,NA,TII
2020-08-29,11.2,101743,8,17.7,NA,NA,NA,TII
2020-08-30,10.8,101743,4.9,18.1,NA,NA,NA,TII
2020-08-31,10.5,101743,6.7,17.8,NA,NA,NA,TII
2020-09-01,10.2,101743,2.8,17.8,NA,NA,NA,TII
2020-09-02,10,101743,2.7,18.5,NA,NA,NA,TII
2020-09-03,12.8,101743,3.9,19.3,NA,NA,NA,TII
2020-09-04,15.8,101743,14.4,18.8,NA,NA,NA,TII
2020-09-05,14.6,101743,13.2,17.9,NA,NA,NA,TII
2020-09-06,12.2,101743,10,16.4,NA,NA,NA,TII
2020-09-07,11.4,101743,8.1,16.4,NA,NA,NA,TII
2020-09-08,10.6,101743,6.7,15.5,NA,NA,NA,TII
2020-09-09,11.2,101743,9.1,15.4,NA,NA,NA,TII
2020-09-10,9.2,101743,7.8,10.5,NA,NA,NA,TII
2020-09-11,8.8,101743,5.1,12.5,NA,NA,NA,TII
2020-09-12,9,101743,2.5,12.6,NA,NA,NA,TII
2020-09-13,10.5,101743,9,12.4,NA,NA,NA,TII
2020-09-14,9.5,101743,6.7,13.4,NA,NA,NA,TII
2020-09-15,8.2,101743,4.6,13.2,NA,NA,NA,TII
2020-09-16,7.6,101743,2.8,9,NA,NA,NA,TII
2020-09-17,7,101743,5.9,9.1,NA,NA,NA,TII
2020-09-18,6.3,101743,1.1,9.9,NA,NA,NA,TII
2020-09-19,8.1,101743,6.3,11.7,NA,NA,NA,TII
2020-09-20,5.6,101743,-1,10.1,NA,NA,NA,TII
2020-09-21,8.4,101743,4.8,11.1,NA,NA,NA,TII
2020-09-22,9.1,101743,5.5,11.7,NA,NA,NA,TII
2020-09-23,9,101743,3.3,11.7,NA,NA,FALSE,TII
2020-09-24,12.8,101743,10.5,15.1,NA,NA,NA,TII
2020-09-25,12.6,101743,10.5,15.5,NA,NA,NA,TII
2020-09-26,12.4,101743,7.9,17.2,NA,NA,NA,TII
2020-09-27,10.6,101743,5.6,18.1,NA,NA,NA,TII
2020-09-28,10.6,101743,7.2,16.8,NA,NA,NA,TII
2020-09-29,6.4,101743,1.2,14.7,NA,NA,NA,TII
2020-09-30,8.4,101743,3.5,12.1,NA,NA,NA,TII
2020-10-01,9.5,101743,7.1,13.7,NA,NA,NA,TII
2020-10-02,8.1,101743,2.1,14.9,NA,NA,NA,TII
2020-10-03,9.5,101743,6.1,13.6,NA,NA,NA,TII
2020-10-04,9.6,101743,5.2,14.1,NA,NA,NA,TII
2020-10-05,10.8,101743,9.9,11.2,NA,NA,NA,TII
2020-10-06,11.2,101743,10.6,11.8,NA,NA,NA,TII
2020-10-07,11.6,101743,9.5,14.7,NA,NA,NA,TII
2020-10-08,10.9,101743,10.1,11.9,NA,NA,NA,TII
2020-10-09,10.8,101743,9.7,12.6,NA,NA,NA,TII
2020-10-10,9.2,101743,8.6,10.6,NA,NA,NA,TII
2020-10-11,8.6,101743,7.8,9.8,NA,NA,NA,TII
2020-10-12,7.4,101743,5.9,9.1,NA,NA,NA,TII
2020-10-13,5.9,101743,4.6,8.1,NA,NA,NA,TII
2020-10-14,2.6,101743,0.5,6,NA,NA,NA,TII
2020-10-15,1.5,101743,-0.9,4.2,NA,NA,NA,TII
2020-10-16,0.8,101743,-1.1,3,NA,NA,NA,TII
2020-10-17,4.5,101743,-1.1,6,NA,NA,NA,TII
2020-10-18,2.4,101743,0.4,5.6,NA,NA,NA,TII
2020-10-19,0.5,101743,0,1.1,TRUE,NA,NA,TII
2020-10-20,-0.8,101743,-1.5,0.7,NA,NA,NA,TII
2020-10-21,-1.9,101743,-3.7,-0.7,NA,NA,NA,TII
2020-10-22,2.1,101743,-1.4,3.9,NA,NA,NA,TII
2020-10-23,1.4,101743,-0.4,3.3,NA,NA,NA,TII
2020-10-24,1.2,101743,-0.6,2,NA,NA,NA,TII
2020-10-25,0.6,101743,-0.8,2,NA,NA,NA,TII
2020-10-26,6,101743,0.2,9.1,TRUE,NA,NA,TII
2020-10-27,9.1,101743,8,10.5,NA,NA,NA,TII
2020-10-28,7.7,101743,7,10.6,NA,NA,NA,TII
2020-10-29,8,101743,7.3,8.7,NA,NA,NA,TII
2020-10-30,3.7,101743,-0.8,8.1,NA,NA,NA,TII
2020-10-31,-1.9,101743,-3,0,NA,NA,NA,TII
2019-11-01,-4.4,101603,-5.7,-0.7,NA,NA,NA,PIS
2019-11-02,-2.2,101603,-6.3,-0.1,NA,NA,NA,PIS
2019-11-03,-0.8,101603,-3.4,0.4,NA,NA,NA,PIS
2019-11-04,-6.7,101603,-13,-2.4,NA,NA,NA,PIS
2019-11-05,-12.6,101603,-18,-8.3,NA,NA,NA,PIS
2019-11-06,-12.6,101603,-18.8,-9.1,NA,NA,NA,PIS
2019-11-07,-8.6,101603,-13.2,-6.3,NA,NA,NA,PIS
2019-11-08,-6.5,101603,-7.7,-6.1,NA,NA,NA,PIS
2019-11-09,-1.4,101603,-6.1,0.6,NA,NA,NA,PIS
2019-11-10,-0.2,101603,-0.7,0.5,NA,NA,NA,PIS
2019-11-11,-1.2,101603,-1.9,-0.4,NA,NA,NA,PIS
2019-11-12,-4.1,101603,-5.7,-0.4,NA,NA,NA,PIS
2019-11-13,0,101603,-4.9,1.4,NA,NA,NA,PIS
2019-11-14,4.3,101603,1.4,6,NA,NA,NA,PIS
2019-11-15,0.2,101603,-0.7,6.7,NA,NA,FALSE,PIS
2019-11-16,-1.5,101603,-2.2,-0.4,NA,NA,NA,PIS
2019-11-17,-1.4,101603,-3.7,0.6,NA,NA,NA,PIS
2019-11-18,1.1,101603,0.1,1.9,NA,NA,NA,PIS
2019-11-19,2.8,101603,1.7,3.7,NA,NA,NA,PIS
2019-11-20,2.6,101603,2,3.5,NA,NA,NA,PIS
2019-11-21,1.8,101603,0.8,2.4,NA,FALSE,NA,PIS
2019-11-22,0.2,101603,-1.1,1.7,NA,FALSE,NA,PIS
2019-11-23,-3,101603,-3.8,-1.1,NA,TRUE,NA,PIS
2019-11-24,-4.7,101603,-7.2,-3.6,NA,FALSE,NA,PIS
2019-11-25,-2.9,101603,-3.9,-2.3,NA,FALSE,NA,PIS
2019-11-26,-1.4,101603,-2.4,-0.4,NA,FALSE,NA,PIS
2019-11-27,-3.7,101603,-6.2,-0.3,NA,NA,NA,PIS
2019-11-28,-1,101603,-5.2,0.1,NA,NA,NA,PIS
2019-11-29,-0.7,101603,-4,1.4,NA,NA,NA,PIS
2019-11-30,-6.1,101603,-8.2,-4,NA,NA,NA,PIS
2019-12-01,-6.6,101603,-12.9,-4.3,NA,NA,NA,PIS
2019-12-02,-4.6,101603,-6.3,-3.8,NA,NA,NA,PIS
2019-12-03,-8.4,101603,-12.6,-4.8,NA,NA,NA,PIS
2019-12-04,-0.2,101603,-6.9,1.6,NA,NA,NA,PIS
2019-12-05,1.8,101603,1,2.3,NA,NA,NA,PIS
2019-12-06,0.9,101603,-1.6,2.4,NA,NA,NA,PIS
2019-12-07,0.1,101603,-0.4,1.1,NA,NA,NA,PIS
2019-12-08,-1.3,101603,-2.3,0.1,NA,NA,NA,PIS
2019-12-09,-1,101603,-3.3,1.9,NA,NA,NA,PIS
2019-12-10,-9,101603,-17.1,-2.9,FALSE,NA,NA,PIS
2019-12-11,-4.6,101603,-18,-1.5,NA,NA,NA,PIS
2019-12-12,-1,101603,-3,0.2,NA,NA,NA,PIS
2019-12-13,-0.7,101603,-2.9,0,NA,NA,NA,PIS
2019-12-14,-0.1,101603,-0.4,0.4,TRUE,NA,NA,PIS
2019-12-15,-0.1,101603,-0.5,0.4,NA,NA,NA,PIS
2019-12-16,-1.2,101603,-3.1,-0.4,TRUE,NA,NA,PIS
2019-12-17,-1,101603,-2.7,0,NA,NA,NA,PIS
2019-12-18,-2.5,101603,-2.9,-0.7,NA,NA,NA,PIS
2019-12-19,-3.3,101603,-4.8,-2.6,NA,NA,NA,PIS
2019-12-20,-1.9,101603,-3.1,-0.6,NA,NA,NA,PIS
2019-12-21,0.1,101603,-0.7,0.3,NA,NA,NA,PIS
2019-12-22,0,101603,-0.3,0.2,NA,NA,NA,PIS
2019-12-23,0.2,101603,-0.4,0.7,NA,NA,NA,PIS
2019-12-24,-0.6,101603,-1.5,0,NA,NA,NA,PIS
2019-12-25,-2.4,101603,-2.9,-1.3,NA,NA,NA,PIS
2019-12-26,-3,101603,-3.9,-2,NA,NA,NA,PIS
2019-12-27,-7.1,101603,-9.2,-3.9,NA,NA,NA,PIS
2019-12-28,-15.6,101603,-19.8,-6.4,NA,NA,NA,PIS
2019-12-29,-4.7,101603,-17.5,-0.6,NA,NA,NA,PIS
2019-12-30,1.8,101603,-0.7,3.1,NA,NA,NA,PIS
2019-12-31,-4.6,101603,-12.8,1.8,NA,NA,NA,PIS
2020-01-01,-3.2,101603,-12,-0.2,NA,NA,NA,PIS
2020-01-02,1.6,101603,-0.2,2.4,NA,NA,NA,PIS
