time,tday,FMISID,tmin,tmax,rrday,snow,TG_PT12H_min,area
2020-10-24,0.8,101317,-1,4.2,NA,NA,NA,HYY
2020-10-25,0,101317,-4.8,3.1,NA,NA,NA,HYY
2020-10-26,9.3,101317,3.1,10.6,NA,NA,NA,HYY
2020-10-27,9.1,101317,7.9,11,NA,NA,NA,HYY
2020-10-28,7.8,101317,6.3,8.8,NA,NA,NA,HYY
2020-10-29,7.6,101317,5.7,9.1,NA,NA,NA,HYY
2020-10-30,5.9,101317,3.2,8,NA,NA,NA,HYY
2020-10-31,5.3,101317,4.1,5.8,NA,NA,NA,HYY
2019-11-01,1.7,100974,-0.6,4.4,NA,NA,NA,KAR
2019-11-02,3.3,100974,-0.2,5,NA,NA,NA,KAR
2019-11-03,2.1,100974,1,3.7,NA,NA,NA,KAR
2019-11-04,-1.1,100974,-2.1,2.1,NA,NA,NA,KAR
2019-11-05,-1.9,100974,-3.1,-0.3,NA,NA,NA,KAR
2019-11-06,-3.3,100974,-4.6,-1.7,NA,NA,NA,KAR
2019-11-07,-2.2,100974,-4.3,-1.3,NA,NA,NA,KAR
2019-11-08,0.4,100974,-1.6,2.1,NA,NA,NA,KAR
2019-11-09,4.6,100974,1.9,5.2,NA,NA,NA,KAR
2019-11-10,5.6,100974,4.6,7.8,NA,NA,NA,KAR
2019-11-11,0.2,100974,-0.8,6.7,NA,NA,NA,KAR
2019-11-12,2.3,100974,-1.2,5.2,NA,NA,NA,KAR
2019-11-13,6.6,100974,4.2,7.8,NA,NA,NA,KAR
2019-11-14,7.8,100974,4.6,9.8,NA,NA,NA,KAR
2019-11-15,1.5,100974,-0.3,4.8,NA,NA,NA,KAR
2019-11-16,0.7,100974,-1.3,1.5,NA,NA,NA,KAR
2019-11-17,6.5,100974,1.5,8,NA,NA,NA,KAR
2019-11-18,5.3,100974,1.9,7.9,NA,NA,NA,KAR
2019-11-19,6.2,100974,6,6.8,NA,NA,NA,KAR
2019-11-20,6.1,100974,5.6,6.9,NA,NA,NA,KAR
2019-11-21,4.1,100974,2.5,5.6,NA,NA,NA,KAR
2019-11-22,1.5,100974,-0.1,4.4,NA,NA,NA,KAR
2019-11-23,-0.4,100974,-1.1,0.5,NA,NA,NA,KAR
2019-11-24,-1.9,100974,-3.1,-0.7,NA,NA,NA,KAR
2019-11-25,-1.1,100974,-3.3,0.1,NA,NA,NA,KAR
2019-11-26,0.8,100974,0,1.6,NA,NA,NA,KAR
2019-11-27,2,100974,1,2.8,NA,NA,NA,KAR
2019-11-28,3.6,100974,2.4,4.3,NA,NA,NA,KAR
2019-11-29,3,100974,-0.9,5.8,NA,NA,NA,KAR
2019-11-30,-2.5,100974,-4,-0.7,NA,NA,NA,KAR
2019-12-01,-0.8,100974,-2.5,0.3,NA,NA,NA,KAR
2019-12-02,-0.4,100974,-1.1,0.6,NA,NA,NA,KAR
2019-12-03,-0.4,100974,-2.1,0.7,NA,NA,NA,KAR
2019-12-04,3.8,100974,-0.9,5.8,NA,NA,NA,KAR
2019-12-05,6.1,100974,2.8,7,NA,NA,NA,KAR
2019-12-06,5.3,100974,4.3,6.9,NA,NA,NA,KAR
2019-12-07,5,100974,2.7,6.6,NA,NA,NA,KAR
2019-12-08,2.5,100974,1,4.8,NA,NA,NA,KAR
2019-12-09,5.4,100974,2.6,7.1,NA,NA,NA,KAR
2019-12-10,-2.2,100974,-4.5,5.5,NA,NA,NA,KAR
2019-12-11,0.4,100974,-5.8,2.1,NA,NA,NA,KAR
2019-12-12,0.9,100974,0.2,2.1,NA,NA,NA,KAR
2019-12-13,1.5,100974,0.2,2.3,NA,NA,NA,KAR
2019-12-14,1.3,100974,0.8,1.9,NA,NA,NA,KAR
2019-12-15,1.6,100974,0.2,2.5,NA,NA,NA,KAR
2019-12-16,2.3,100974,1.5,3.5,NA,NA,NA,KAR
2019-12-17,3.5,100974,1.3,4.8,NA,NA,NA,KAR
2019-12-18,3.5,100974,1.7,6.4,NA,NA,NA,KAR
2019-12-19,1.3,100974,-0.4,2.6,NA,NA,NA,KAR
2019-12-20,2.9,100974,-0.3,3.4,NA,NA,NA,KAR
2019-12-21,2.5,100974,2.2,3.4,NA,NA,NA,KAR
2019-12-22,3.8,100974,2.5,5.1,NA,NA,NA,KAR
2019-12-23,3.3,100974,2.6,4.7,NA,NA,NA,KAR
2019-12-24,1.5,100974,0.8,2.8,NA,NA,NA,KAR
2019-12-25,0.7,100974,0.2,1.7,NA,NA,NA,KAR
2019-12-26,0,100974,-1,0.9,NA,NA,NA,KAR
2019-12-27,-2.9,100974,-5,-0.1,NA,NA,NA,KAR
2019-12-28,-5.3,100974,-7.3,-3.2,NA,NA,NA,KAR
2019-12-29,1.3,100974,-7.4,3.8,NA,NA,NA,KAR
2019-12-30,5.1,100974,3.7,6.3,NA,NA,NA,KAR
2019-12-31,1.9,100974,-0.3,5.6,NA,NA,NA,KAR
2020-01-01,1.9,100974,-0.9,3.3,NA,NA,NA,KAR
2020-01-02,3.8,100974,1.9,4.6,NA,NA,NA,KAR
2020-01-03,4.6,100974,4,5.5,NA,NA,NA,KAR
2020-01-04,2,100974,0.6,4.4,NA,NA,NA,KAR
2020-01-05,-1.9,100974,-4.7,1.8,NA,NA,NA,KAR
2020-01-06,1.4,100974,-3.6,2,NA,NA,NA,KAR
2020-01-07,4.4,100974,1.8,5.4,NA,NA,NA,KAR
2020-01-08,5.6,100974,4.6,7.3,NA,NA,NA,KAR
2020-01-09,2.2,100974,0.7,6.3,NA,NA,NA,KAR
2020-01-10,-2.5,100974,-3.8,0.6,NA,NA,NA,KAR
2020-01-11,0,100974,-4.6,3.7,NA,NA,NA,KAR
2020-01-12,4.8,100974,2.4,5.8,NA,NA,NA,KAR
2020-01-13,1.5,100974,-0.4,4.6,NA,NA,NA,KAR
2020-01-14,3.2,100974,1.5,4,NA,NA,NA,KAR
2020-01-15,6.3,100974,2.7,8.3,NA,NA,NA,KAR
2020-01-16,5.1,100974,4.2,7.2,NA,NA,NA,KAR
2020-01-17,4.4,100974,2.7,5.4,NA,NA,NA,KAR
2020-01-18,3.6,100974,0,5.6,NA,NA,NA,KAR
2020-01-19,3.3,100974,2.1,5.5,NA,NA,NA,KAR
2020-01-20,3.1,100974,1.1,3.9,NA,NA,NA,KAR
2020-01-21,5,100974,3.2,7.6,NA,NA,NA,KAR
2020-01-22,1.8,100974,0.1,4.2,NA,NA,NA,KAR
2020-01-23,0.5,100974,-1.8,3.3,NA,NA,NA,KAR
2020-01-24,1.5,100974,0.8,3.2,NA,NA,NA,KAR
2020-01-25,1.1,100974,0.1,2,NA,NA,NA,KAR
2020-01-26,3.1,100974,-0.7,5.1,NA,NA,NA,KAR
2020-01-27,0.6,100974,-0.5,2.4,NA,NA,NA,KAR
2020-01-28,2.4,100974,1.1,3.1,NA,NA,NA,KAR
2020-01-29,1.2,100974,0.3,2.2,NA,NA,NA,KAR
2020-01-30,1,100974,0.5,1.9,NA,NA,NA,KAR
2020-01-31,1.2,100974,0.5,1.9,NA,NA,NA,KAR
2020-02-01,2.3,100974,0.9,2.9,NA,NA,NA,KAR
2020-02-02,3.6,100974,1.9,5.2,NA,NA,NA,KAR
2020-02-03,-0.4,100974,-0.8,2.1,NA,NA,NA,KAR
2020-02-04,-4.1,100974,-6,-0.8,NA,NA,NA,KAR
2020-02-05,-0.6,100974,-6.5,2.1,NA,NA,NA,KAR
2020-02-06,-3.1,100974,-5.9,1.8,NA,NA,NA,KAR
2020-02-07,-3.5,100974,-7.8,0,NA,NA,NA,KAR
2020-02-08,0.7,100974,-0.7,1.6,NA,NA,NA,KAR
2020-02-09,3.2,100974,1.6,4.1,NA,NA,NA,KAR
2020-02-10,4,100974,3,4.9,NA,NA,NA,KAR
2020-02-11,2.8,100974,1.5,4.3,NA,NA,NA,KAR
2020-02-12,2.2,100974,0.4,4.6,NA,NA,NA,KAR
2020-02-13,1.1,100974,-0.2,3,NA,NA,NA,KAR
2020-02-14,-1.2,100974,-2.2,0.9,NA,NA,NA,KAR
2020-02-15,1,100974,-3,2.7,NA,NA,NA,KAR
2020-02-16,3.8,100974,2.5,4.6,NA,NA,NA,KAR
2020-02-17,5.4,100974,3.7,6.6,NA,NA,NA,KAR
2020-02-18,5.4,100974,4.5,6.5,NA,NA,NA,KAR
2020-02-19,3.4,100974,2.6,4.9,NA,NA,NA,KAR
2020-02-20,0.5,100974,-1.8,3.3,NA,NA,NA,KAR
2020-02-21,2.8,100974,-1.3,3.9,NA,NA,NA,KAR
2020-02-22,4.6,100974,1.4,5.5,NA,NA,NA,KAR
2020-02-23,3.4,100974,1.8,5.6,NA,NA,NA,KAR
2020-02-24,1.5,100974,0.6,3.5,NA,NA,NA,KAR
2020-02-25,-2,100974,-4,1.2,NA,NA,NA,KAR
2020-02-26,-1.3,100974,-3.1,0.7,NA,NA,NA,KAR
2020-02-27,-3.7,100974,-6.7,-0.2,NA,NA,NA,KAR
2020-02-28,-4,100974,-7.1,-0.4,NA,NA,NA,KAR
2020-02-29,-2.7,100974,-8.5,1.5,NA,NA,NA,KAR
2020-03-01,1.5,100974,0,3.2,NA,NA,NA,KAR
2020-03-02,3.2,100974,0.6,6.1,NA,NA,NA,KAR
2020-03-03,2,100974,0.5,2.7,NA,NA,NA,KAR
2020-03-04,1.9,100974,0.4,2.7,NA,NA,NA,KAR
2020-03-05,2.1,100974,0.3,3.7,NA,NA,NA,KAR
2020-03-06,1.4,100974,-0.2,5.1,NA,NA,NA,KAR
2020-03-07,0.6,100974,-2.3,4.4,NA,NA,NA,KAR
2020-03-08,0.2,100974,-3,3.9,NA,NA,NA,KAR
2020-03-09,3.6,100974,0.4,4.3,NA,NA,NA,KAR
2020-03-10,3.5,100974,2.9,4.6,NA,NA,NA,KAR
2020-03-11,3,100974,2.5,3.7,NA,NA,NA,KAR
2020-03-12,3.6,100974,1.8,7.3,NA,NA,NA,KAR
2020-03-13,1,100974,-0.2,3.4,NA,NA,NA,KAR
2020-03-14,-2.2,100974,-3.9,0.4,NA,NA,NA,KAR
2020-03-15,0.8,100974,-5.3,4.9,NA,NA,NA,KAR
2020-03-16,3.1,100974,1.2,4.9,NA,NA,NA,KAR
2020-03-17,1.5,100974,-3.5,4.6,NA,NA,NA,KAR
2020-03-18,4.6,100974,3.4,6.6,NA,NA,NA,KAR
2020-03-19,3.4,100974,0.4,7.1,NA,NA,NA,KAR
2020-03-20,0.3,100974,-1,4.1,NA,NA,NA,KAR
2020-03-21,-1.9,100974,-4.9,1.7,NA,NA,NA,KAR
2020-03-22,-2.1,100974,-7,3.3,NA,NA,NA,KAR
2020-03-23,1.1,100974,-3.1,4.6,NA,NA,NA,KAR
2020-03-24,3.7,100974,1.2,6.8,NA,NA,NA,KAR
2020-03-25,5.5,100974,2.8,8,NA,NA,NA,KAR
2020-03-26,5,100974,1.9,9.9,NA,NA,NA,KAR
2020-03-27,3.8,100974,-0.6,7.9,NA,NA,NA,KAR
2020-03-28,4.8,100974,0.9,9.8,NA,NA,NA,KAR
2020-03-29,-0.6,100974,-2.3,4.5,NA,NA,NA,KAR
2020-03-30,-1.7,100974,-3.1,1.7,NA,NA,NA,KAR
2020-03-31,-1.2,100974,-6.1,1.5,NA,NA,NA,KAR
2020-04-01,3.1,100974,1,5.8,NA,NA,NA,KAR
2020-04-02,4.5,100974,0,8.2,NA,NA,NA,KAR
2020-04-03,1.5,100974,0.2,5.1,NA,NA,NA,KAR
2020-04-04,2.2,100974,-0.3,5.3,NA,NA,NA,KAR
2020-04-05,2.2,100974,-0.8,6.9,NA,NA,NA,KAR
2020-04-06,6.5,100974,0.4,12.9,NA,NA,NA,KAR
2020-04-07,7.1,100974,2.3,14,NA,NA,NA,KAR
2020-04-08,6.8,100974,1.5,12.1,NA,NA,NA,KAR
2020-04-09,5.9,100974,5,8.1,NA,NA,NA,KAR
2020-04-10,2.9,100974,-0.2,6.9,NA,NA,NA,KAR
2020-04-11,3,100974,-1.1,6.7,NA,NA,NA,KAR
2020-04-12,4.1,100974,0.3,6,NA,NA,NA,KAR
2020-04-13,3,100974,0.8,5.8,TRUE,NA,NA,KAR
2020-04-14,1.7,100974,0,4.4,NA,NA,NA,KAR
2020-04-15,3.6,100974,-0.2,8,NA,NA,NA,KAR
2020-04-16,2.4,100974,0.1,5.9,NA,NA,NA,KAR
2020-04-17,4.2,100974,1.9,6.6,NA,NA,NA,KAR
2020-04-18,5.1,100974,1.7,8.3,NA,NA,NA,KAR
2020-04-19,6,100974,1.9,9.7,NA,NA,NA,KAR
2020-04-20,8.8,100974,5.6,12.7,NA,NA,NA,KAR
2020-04-21,9,100974,3.2,15.3,NA,NA,NA,KAR
2020-04-22,8.9,100974,4.8,13.7,NA,NA,NA,KAR
2020-04-23,8.5,100974,3,13.6,NA,NA,NA,KAR
2020-04-24,6.8,100974,4.5,10.1,NA,NA,NA,KAR
2020-04-25,3.4,100974,-0.8,7.7,NA,NA,NA,KAR
2020-04-26,4.4,100974,-1.2,8.3,NA,NA,NA,KAR
2020-04-27,5,100974,1,8.4,NA,NA,NA,KAR
2020-04-28,4,100974,1.4,6.6,NA,NA,NA,KAR
2020-04-29,3.1,100974,1.5,5.8,NA,NA,NA,KAR
2020-04-30,2.5,100974,-1.7,6.5,NA,NA,NA,KAR
2020-05-01,6.1,100974,-0.3,10.5,NA,NA,NA,KAR
2020-05-02,9,100974,5.1,14.3,NA,NA,NA,KAR
2020-05-03,9,100974,6,12.9,NA,NA,NA,KAR
2020-05-04,6.8,100974,5,10.1,NA,NA,NA,KAR
2020-05-05,9,100974,2.7,15.9,NA,NA,NA,KAR
2020-05-06,9.7,100974,4.8,14.6,NA,NA,NA,KAR
2020-05-07,8.1,100974,3.6,12.2,NA,NA,NA,KAR
2020-05-08,8.1,100974,2.4,12.8,NA,NA,NA,KAR
2020-05-09,8.5,100974,4.3,12.4,NA,NA,NA,KAR
2020-05-10,10.5,100974,2.2,16.8,NA,NA,NA,KAR
2020-05-11,5.1,100974,1.5,12.8,NA,NA,NA,KAR
2020-05-12,5.5,100974,1.4,9.5,NA,NA,NA,KAR
2020-05-13,4.1,100974,1.4,7.6,NA,NA,NA,KAR
2020-05-14,5.9,100974,2.2,9.4,NA,NA,NA,KAR
2020-05-15,5,100974,0.7,9.2,NA,NA,NA,KAR
2020-05-16,4.4,100974,2.8,7,NA,NA,NA,KAR
2020-05-17,4.7,100974,0.4,8.7,NA,NA,NA,KAR
2020-05-18,6.5,100974,2,11.4,NA,NA,NA,KAR
2020-05-19,6.1,100974,2.7,10.8,NA,NA,NA,KAR
2020-05-20,8.4,100974,3,12.9,NA,NA,NA,KAR
2020-05-21,9.9,100974,5.1,14.4,NA,NA,NA,KAR
2020-05-22,11.7,100974,5.3,17.3,NA,NA,NA,KAR
2020-05-23,12,100974,5.7,18,NA,NA,NA,KAR
2020-05-24,11.2,100974,8.3,14.2,NA,NA,NA,KAR
2020-05-25,13.5,100974,9.5,18,NA,NA,NA,KAR
2020-05-26,15.8,100974,9,22,NA,NA,NA,KAR
2020-05-27,14.9,100974,9.1,20.2,NA,NA,NA,KAR
2020-05-28,12.7,100974,9.1,17.3,NA,NA,NA,KAR
2020-05-29,13.2,100974,8.2,17.1,NA,NA,NA,KAR
2020-05-30,15.5,100974,12,20.2,NA,NA,NA,KAR
2020-05-31,16.2,100974,10.1,21.6,NA,NA,NA,KAR
2020-06-01,13.9,100974,11.4,19.7,NA,NA,NA,KAR
2020-06-02,12.4,100974,6.9,17.6,NA,NA,NA,KAR
2020-06-03,13.4,100974,7.3,18.2,NA,NA,NA,KAR
2020-06-04,13.4,100974,9.6,18.8,NA,NA,NA,KAR
2020-06-05,14.3,100974,11.1,19.4,NA,NA,NA,KAR
2020-06-06,12.6,100974,10.5,16.6,NA,NA,NA,KAR
2020-06-07,14.5,100974,9.7,20.3,NA,NA,NA,KAR
2020-06-08,13.8,100974,10.4,19.1,NA,NA,NA,KAR
2020-06-09,15.7,100974,12.1,20.1,NA,NA,NA,KAR
2020-06-10,17.9,100974,11.4,23.3,NA,NA,NA,KAR
2020-06-11,17.7,100974,13.3,24.4,NA,NA,NA,KAR
2020-06-12,17.7,100974,12.3,23.8,NA,NA,NA,KAR
2020-06-13,17.5,100974,11.1,23.4,NA,NA,NA,KAR
2020-06-14,17.6,100974,11.2,23.2,NA,NA,NA,KAR
2020-06-15,19,100974,12,25.1,NA,NA,NA,KAR
2020-06-16,20.6,100974,17.1,25.7,NA,NA,NA,KAR
2020-06-17,20.6,100974,15.5,26.1,NA,NA,NA,KAR
2020-06-18,20,100974,15.2,25.4,NA,NA,NA,KAR
2020-06-19,21.2,100974,15.7,26.7,NA,NA,NA,KAR
2020-06-20,19.5,100974,16.9,24.1,NA,NA,NA,KAR
2020-06-21,17.1,100974,12.4,22.5,NA,NA,NA,KAR
2020-06-22,17.3,100974,11.5,23.1,NA,NA,NA,KAR
2020-06-23,20,100974,12.7,26.6,NA,NA,NA,KAR
2020-06-24,22.8,100974,16.5,28.7,NA,NA,NA,KAR
2020-06-25,22.7,100974,16.8,28.9,NA,NA,NA,KAR
2020-06-26,21.7,100974,16.3,28,NA,NA,NA,KAR
2020-06-27,23.4,100974,16.5,29.8,NA,NA,NA,KAR
2020-06-28,21.2,100974,17.8,27.7,NA,NA,NA,KAR
2020-06-29,17.6,100974,15.2,22.3,NA,NA,NA,KAR
2020-06-30,15.5,100974,13.5,17.2,NA,NA,NA,KAR
2020-07-01,15.3,100974,13.6,18.7,NA,NA,NA,KAR
2020-07-02,15.2,100974,12.5,20.1,NA,NA,NA,KAR
2020-07-03,15.5,100974,12.6,20.1,NA,NA,NA,KAR
2020-07-04,14.5,100974,11.7,16.8,NA,NA,NA,KAR
2020-07-05,14.8,100974,11,17.7,NA,NA,NA,KAR
2020-07-06,15.2,100974,12.2,16.9,NA,NA,NA,KAR
2020-07-07,14.2,100974,12.9,16.3,NA,NA,NA,KAR
2020-07-08,13.6,100974,10.4,17.4,NA,NA,NA,KAR
2020-07-09,11.7,100974,8.4,16.8,NA,NA,NA,KAR
2020-07-10,15.1,100974,10.6,19.9,NA,NA,NA,KAR
2020-07-11,13.4,100974,12.3,15.9,NA,NA,NA,KAR
2020-07-12,14.7,100974,10.4,20.1,NA,NA,NA,KAR
2020-07-13,14.1,100974,11,19.5,NA,NA,NA,KAR
2020-07-14,14.9,100974,9.1,20.2,NA,NA,NA,KAR
2020-07-15,16.4,100974,10.8,21.3,NA,NA,NA,KAR
2020-07-16,18.3,100974,12.8,23,NA,NA,NA,KAR
2020-07-17,19.6,100974,13.8,25.7,NA,NA,NA,KAR
2020-07-18,19.9,100974,14.9,25.1,NA,NA,NA,KAR
2020-07-19,19.9,100974,14.3,25.6,NA,NA,NA,KAR
2020-07-20,19.8,100974,16.9,23.1,NA,NA,NA,KAR
2020-07-21,18.2,100974,15.5,22.1,NA,NA,NA,KAR
2020-07-22,15.7,100974,13.6,19.2,NA,NA,NA,KAR
2020-07-23,13.9,100974,12.4,16.4,NA,NA,NA,KAR
2020-07-24,13.5,100974,11.3,16.2,NA,NA,NA,KAR
2020-07-25,14.9,100974,11.9,18.7,NA,NA,NA,KAR
2020-07-26,17,100974,11.5,22.6,NA,NA,NA,KAR
2020-07-27,17.8,100974,12.9,22.8,NA,NA,NA,KAR
2020-07-28,17.4,100974,15.9,20.1,NA,NA,NA,KAR
2020-07-29,16.5,100974,14.7,20.1,NA,NA,NA,KAR
2020-07-30,15.4,100974,11.6,20.1,NA,NA,NA,KAR
2020-07-31,17.4,100974,13.1,22.5,NA,NA,NA,KAR
2020-08-01,16.6,100974,11.5,21.4,NA,NA,NA,KAR
2020-08-02,17.1,100974,14.6,20.6,NA,NA,NA,KAR
2020-08-03,16.6,100974,14.5,21.8,NA,NA,NA,KAR
2020-08-04,16.7,100974,12.7,20.7,NA,NA,NA,KAR
2020-08-05,16.2,100974,12.7,22,NA,NA,NA,KAR
2020-08-06,16.9,100974,12.8,19.7,NA,NA,NA,KAR
2020-08-07,19.6,100974,14.9,24.4,NA,NA,NA,KAR
2020-08-08,20.6,100974,15.7,26.8,NA,NA,NA,KAR
2020-08-09,20.9,100974,15.6,27.2,NA,NA,NA,KAR
2020-08-10,17.6,100974,13.1,23.4,NA,NA,NA,KAR
2020-08-11,14.9,100974,11.4,19.9,NA,NA,NA,KAR
2020-08-12,15.6,100974,11.6,19,NA,NA,NA,KAR
2020-08-13,14.8,100974,13.9,17.8,NA,NA,NA,KAR
2020-08-14,16.2,100974,10.8,21.8,NA,NA,NA,KAR
2020-08-15,18.9,100974,14.4,24.5,NA,NA,NA,KAR
2020-08-16,19.7,100974,16.8,24.9,NA,NA,NA,KAR
2020-08-17,16.3,100974,10,22.5,NA,NA,NA,KAR
2020-08-18,16.8,100974,9.9,23.4,NA,NA,NA,KAR
2020-08-19,18.4,100974,14.6,23.3,NA,NA,NA,KAR
2020-08-20,18.5,100974,14.2,23.9,NA,NA,NA,KAR
2020-08-21,19,100974,14.3,24.1,NA,NA,NA,KAR
2020-08-22,17.6,100974,16.7,19.2,NA,NA,NA,KAR
2020-08-23,18.1,100974,16.7,21.5,NA,NA,NA,KAR
2020-08-24,15.6,100974,13.1,20.1,NA,NA,NA,KAR
2020-08-25,14.3,100974,11.2,18.6,NA,NA,NA,KAR
2020-08-26,14,100974,10.3,19.3,NA,NA,NA,KAR
2020-08-27,13.3,100974,10,18.5,NA,NA,NA,KAR
2020-08-28,12.4,100974,8.1,17.6,NA,NA,NA,KAR
2020-08-29,12.5,100974,8.6,16.2,NA,NA,NA,KAR
2020-08-30,12.5,100974,10.8,14.1,NA,NA,NA,KAR
2020-08-31,13.4,100974,12.5,15.6,NA,NA,NA,KAR
2020-09-01,12.6,100974,8.5,17.9,NA,NA,NA,KAR
2020-09-02,12.9,100974,8.2,17.1,NA,NA,NA,KAR
2020-09-03,15.7,100974,13.6,17.8,NA,NA,NA,KAR
2020-09-04,15.5,100974,13.4,17.8,NA,NA,NA,KAR
2020-09-05,13.7,100974,12.4,17.2,NA,NA,NA,KAR
2020-09-06,12.2,100974,10.1,16,NA,NA,NA,KAR
2020-09-07,12.2,100974,8.8,16.9,NA,NA,NA,KAR
2020-09-08,11.7,100974,9.6,13.4,NA,NA,NA,KAR
2020-09-09,12.6,100974,9.9,15.5,NA,NA,NA,KAR
2020-09-10,12.3,100974,11,14.7,NA,NA,NA,KAR
2020-09-11,11.5,100974,9.3,14.6,NA,NA,NA,KAR
2020-09-12,12.6,100974,9.5,13.9,NA,NA,NA,KAR
2020-09-13,12,100974,10.7,14.9,NA,NA,NA,KAR
2020-09-14,13,100974,10.1,17.1,NA,NA,NA,KAR
2020-09-15,12.8,100974,9.6,18.1,NA,NA,NA,KAR
2020-09-16,13.6,100974,11.4,17.6,NA,NA,NA,KAR
2020-09-17,9.9,100974,8.2,12.1,NA,NA,NA,KAR
2020-09-18,10.3,100974,6,14.9,NA,NA,NA,KAR
2020-09-19,10.6,100974,8.3,14.1,NA,NA,NA,KAR
2020-09-20,10.9,100974,6.5,14.8,NA,NA,NA,KAR
2020-09-21,12.5,100974,9.7,14.7,NA,NA,NA,KAR
2020-09-22,12.3,100974,10,15.4,NA,NA,NA,KAR
2020-09-23,13.5,100974,9,18,NA,NA,NA,KAR
2020-09-24,15.2,100974,11.6,19.6,NA,NA,NA,KAR
2020-09-25,15.3,100974,13.9,17.8,NA,NA,NA,KAR
2020-09-26,14.9,100974,12.3,18.7,NA,NA,NA,KAR
2020-09-27,14.9,100974,11.8,19.7,NA,NA,NA,KAR
2020-09-28,13.4,100974,10.4,16.4,NA,NA,NA,KAR
2020-09-29,13.1,100974,11.3,14.7,NA,NA,NA,KAR
2020-09-30,12.4,100974,10.3,14.2,NA,NA,NA,KAR
2020-10-01,11.3,100974,9.2,15.1,NA,NA,NA,KAR
2020-10-02,11.5,100974,9,15.6,NA,NA,NA,KAR
2020-10-03,12,100974,8.6,14.6,NA,NA,NA,KAR
2020-10-04,12.6,100974,11.8,14.3,NA,NA,NA,KAR
2020-10-05,13.4,100974,11.5,15.6,NA,NA,NA,KAR
2020-10-06,13.4,100974,11.6,15.1,NA,NA,NA,KAR
2020-10-07,12,100974,10.4,13.8,NA,NA,NA,KAR
2020-10-08,12.4,100974,11.3,13.9,NA,NA,NA,KAR
2020-10-09,11,100974,9,12.7,NA,NA,NA,KAR
2020-10-10,10,100974,7.8,13.3,NA,NA,NA,KAR
2020-10-11,9.7,100974,7.8,12,NA,NA,NA,KAR
2020-10-12,8.3,100974,6.6,10.6,NA,NA,NA,KAR
2020-10-13,7.2,100974,5.1,10.2,NA,NA,NA,KAR
2020-10-14,6.7,100974,4.4,9.3,NA,NA,NA,KAR
2020-10-15,4.9,100974,2.5,7.6,NA,NA,NA,KAR
2020-10-16,4.4,100974,2.5,6.8,NA,NA,NA,KAR
2020-10-17,5.6,100974,1,8.9,NA,NA,NA,KAR
2020-10-18,4.5,100974,2.5,8.1,TRUE,NA,NA,KAR
2020-10-19,2.2,100974,1.5,2.9,NA,NA,NA,KAR
2020-10-20,1.1,100974,-0.6,2.6,NA,NA,NA,KAR
2020-10-21,5.3,100974,-0.9,7.4,NA,NA,NA,KAR
2020-10-22,9.8,100974,7.3,11.4,NA,NA,NA,KAR
2020-10-23,7.6,100974,4.4,10.8,NA,NA,NA,KAR
2020-10-24,3.4,100974,0.8,5.6,NA,NA,NA,KAR
2020-10-25,5.6,100974,3,7.7,NA,NA,NA,KAR
2020-10-26,10.4,100974,7.7,11.3,NA,NA,NA,KAR
2020-10-27,10.5,100974,9.7,11.8,NA,NA,NA,KAR
2020-10-28,9,100974,7.4,10.9,NA,NA,NA,KAR
2020-10-29,8.6,100974,6.9,10.9,NA,NA,NA,KAR
2020-10-30,8.3,100974,6.7,10.4,NA,NA,NA,KAR
2020-10-31,7.4,100974,5.9,9.1,NA,NA,NA,KAR
2019-11-01,-4,101743,-5.5,-0.8,NA,NA,NA,TII
2019-11-02,-2.1,101743,-6.4,-0.2,NA,NA,NA,TII
2019-11-03,-0.6,101743,-3,0.9,NA,NA,NA,TII
2019-11-04,-6.2,101743,-11,-2.3,NA,NA,NA,TII
2019-11-05,-13.9,101743,-17.1,-10.4,NA,NA,NA,TII
2019-11-06,-12.4,101743,-14.7,-9.5,NA,NA,NA,TII
2019-11-07,-8.6,101743,-17,-6,NA,NA,NA,TII
2019-11-08,-6,101743,-6.9,-5.3,NA,NA,NA,TII
2019-11-09,-2,101743,-5.8,0.5,NA,NA,NA,TII
2019-11-10,-0.5,101743,-1.5,0.3,NA,NA,NA,TII
2019-11-11,-1.2,101743,-2.3,-0.2,NA,NA,NA,TII
2019-11-12,-3.2,101743,-5.2,-0.2,NA,NA,NA,TII
2019-11-13,-0.2,101743,-4.9,1.2,NA,NA,NA,TII
2019-11-14,3.4,101743,1.1,5.1,NA,NA,NA,TII
2019-11-15,0.5,101743,-0.6,6.4,NA,NA,NA,TII
2019-11-16,-1,101743,-1.8,0.3,NA,NA,NA,TII
2019-11-17,-1.6,101743,-3.6,0.3,NA,NA,NA,TII
2019-11-18,0.7,101743,0,1.4,NA,NA,NA,TII
2019-11-19,2.4,101743,1.2,3.4,NA,NA,NA,TII
2019-11-20,2.7,101743,2.3,3.5,NA,NA,NA,TII
2019-11-21,2.1,101743,0.8,2.8,NA,NA,NA,TII
2019-11-22,0.6,101743,-0.6,1.7,NA,NA,NA,TII
2019-11-23,-2.6,101743,-3.2,-0.6,NA,NA,NA,TII
2019-11-24,-3.9,101743,-5.2,-3.1,NA,NA,NA,TII
2019-11-25,-2.7,101743,-3.6,-1.7,NA,NA,NA,TII
2019-11-26,-0.9,101743,-2,0.1,NA,NA,NA,TII
2019-11-27,-5.7,101743,-11.9,0,NA,NA,NA,TII
