id_code,area,site,year,month,T1_prop,T2_prop,T3_prop,T4_prop,moist_prop,logger_T4,T1_mean,T1_absmax,T1_absmin,T1_meanmax,T1_meanmin,T2_mean,T2_absmax,T2_absmin,T2_meanmax,T2_meanmin,T3_mean,T3_absmax,T3_absmin,T3_meanmax,T3_meanmin,T4_mean,T4_absmax,T4_absmin,T4_meanmax,T4_meanmin,moist_sd,moist_cv,moist_med,moist_mean,moist_absmax,moist_absmin,T1_99,T1_98,T1_97,T1_96,T1_95,T2_99,T2_98,T2_97,T2_96,T2_95,T3_99,T3_98,T3_97,T3_96,T3_95,T4_99,T4_98,T4_97,T4_96,T4_95
HYY009,HYY,9,2020,1,1,1,1,1,0.354838709677419,a,0.86,1.39,0.45,0.91,0.8,-0.48,3.06,-5.25,0.48,-1.63,-0.93,5.7,-11.36,1.02,-3.7,0.21,6.8,-8.5,2.11,-1.95,1.1,0.02,49.6,49.9,52.4,48.7,1.33,1.33,1.33,1.33,1.33,2.515,2.25,2.1725,2.06,1.88,4.48,3.76,3.26,3.2,3.07,5.4,4.974,4.487,4.116,3.945
HYY009,HYY,9,2020,2,1,1,1,1,0,a,0.5,0.64,-0.17,0.53,0.48,-1.2,2,-9.75,0.08,-2.2,-2.64,4.64,-19.3,0.84,-5.27,-2.08,5.5,-17.5,1.31,-5.2,,,,,,,0.64,0.58,0.58,0.58,0.58,1.38,1.25,1.12,1,0.75,3.39,2.76,2.60569999999998,2.36759999999999,2.19099999999999,4.606,4,3.759,3.512,3.3
HYY009,HYY,9,2020,3,1,1,1,1,0,a,-0.15,-0.05,-0.17,-0.13,-0.17,-0.83,6.5,-8.44,1.5,-3.33,-1.31,13.45,-16.99,4.49,-7.43,-0.16,11.3,-12.8,3.98,-4.83,,,,,,,-0.11,-0.11,-0.11,-0.11,-0.11,4.62,3.72,3.12,2.75,2.5,9.905,8.54,7.14,6.57,6.025,9.758,8.4,7.448,6.63199999999999,5.99
HYY009,HYY,9,2020,4,1,1,1,1,0,a,-0.08,0.58,-0.17,-0.02,-0.11,0.7,11.25,-5.25,5.35,-2.47,1.49,19.39,-11.43,10.59,-6.23,2.57,17.4,-7.6,8.43,-3.3,,,,,,,0.39,0.33,0.2,0.2,0.14,8.75,7.96520000000001,7.22780000000001,6.75,6.38,15.2726,14.3494,13.39,12.57,11.953,15.023,13.564,13.123,12.728,12.205
HYY009,HYY,9,2020,5,1,1,1,1,0.967741935483871,a,3.6,8.83,0.08,4.35,2.83,5.95,24,-3.88,14.56,-0.82,6.97,28.01,-9.43,18.45,-4.41,7.82,24.1,-5.6,15.22,-0.63,1.21,0.03,44.5,44.2,46.2,41.1,8.45,8.08,7.58,7.33,7.26,21.75,19.91,18.69,18.12,17.3275,26.2,24.51,23.76,22.51,21.95,23.516,22.616,21.687,21.216,20.045
HYY009,HYY,9,2020,6,1,1,1,1,1,a,11.04,15.33,6.89,12.06,9.97,15.22,30.56,1.12,24.17,7.48,17.15,39.76,-2.99,30.12,4.3,18.19,33,1.7,25.69,9,0.92,0.02,40.3,40.2,43.9,38,14.7747,13.95,13.83,13.7,13.7,27.88,26.38,25.9178,25.5504,25.3135,37.0226,35.2252,33.9278,33.0604,32.26,31.841,30.9,30.523,29.864,29.2
HYY009,HYY,9,2020,7,1,1,1,1,1,a,12.06,13.83,10.7,12.55,11.6,13.78,22.88,6.25,18.45,9.39,14.45,34.45,0.32,26.12,4.79,14.91,28.7,4.3,20.99,8.41,2.52,0.06,45.3,45.6,51.8,41,13.7,13.58,13.45,13.45,13.33,21.75,21.25,20.75,20.06,19.69,31.5875,29.92,28.98,28.26,27.275,26.829,26.016,25.587,24.932,24.59
HYY009,HYY,9,2020,8,1,1,1,1,1,a,12.05,14.2,9.51,12.64,11.51,12.99,23.12,3.88,18.34,7.94,13.43,36.39,-2.24,27.45,2.58,14.7,29.9,1.1,22.41,6.84,1.29,0.03,41.3,41.7,44.9,40.2,13.95,13.83,13.58,13.45,13.33,21.395,20.62,20.12,19.75,19.5,31.45,30.14,29.39,28.51,27.76,27.987,27.116,26.6,25.916,25.38
HYY009,HYY,9,2020,9,1,1,1,1,1,a,9.61,11.7,7.7,10,9.31,9.54,15.75,3,12.62,6.36,9.27,28.26,-2.61,18.24,1.98,10.95,21.2,1.3,16.17,5.91,0.79,0.02,41.4,41.2,42.9,40,11.58,11.33,11.33,11.2,11.2,15,14.38,14.12,13.88,13.75,21.07,19.89,19.1778,18.4404,17.89,20.9,19.81,18.446,18.264,18
HYY009,HYY,9,2020,10,0.838709677419355,0.838709677419355,0.838709677419355,0.870967741935484,0.838709677419355,a,,,,,,,,,,,,,,,,,,,,,2.97,0.07,43.7,44.1,52.1,41,,,,,,,,,,,,,,,,,,,,
HYY010,HYY,10,2019,11,1,1,1,0.633333333333333,0.766666666666667,a,1.53,3.19,0.69,1.65,1.42,0.58,3.23,-0.64,0.77,0.37,-0.9,6.58,-14.86,1.01,-3.17,,,,,,0.07,0,59.1,59.1,59.2,59,3,2.88,2.88,2.88,2.88,3.11,3.11,2.98,2.86,2.61,4.89,4.77,4.52,4.27,4.08,,,,,
HYY010,HYY,10,2019,12,1,1,1,0.161290322580645,0,a,0.29,0.81,0.12,0.31,0.26,-0.1,-0.02,-0.2,-0.09,-0.11,-0.4,1.02,-4.04,-0.13,-0.68,,,,,,,,,,,,0.75,0.75,0.75,0.75,0.75,-0.02,-0.02,-0.02,-0.02,-0.02,0.52,0.27,0.125,-0.11,-0.17,,,,,
HYY010,HYY,10,2020,1,1,1,1,1,0,a,0.12,0.25,0.06,0.13,0.11,-0.15,-0.02,-0.52,-0.12,-0.19,-0.74,-0.17,-3.98,-0.38,-1.29,-0.08,6.2,-8.2,1.73,-2.21,,,,,,,0.25,0.25,0.25,0.25,0.25,-0.02,-0.02,-0.02,-0.02,-0.02,-0.17,-0.23,-0.23,-0.23,-0.23,5.08700000000001,4.458,4.4,4.216,3.845
HYY010,HYY,10,2020,2,1,1,1,1,0,a,0.01,0.06,-0.12,0.01,0,-0.29,-0.14,-2.77,-0.17,-0.41,-0.88,-0.17,-7.54,-0.25,-1.44,-2.07,5.6,-18.5,1.5,-5.69,,,,,,,0.06,0.06,0.06,0.06,0.06,-0.14,-0.14,-0.14,-0.14,-0.14,-0.17,-0.17,-0.23,-0.23,-0.23,4.753,3.912,3.7,3.424,3.2
HYY010,HYY,10,2020,3,1,1,1,1,0,a,-0.12,-0.12,-0.12,-0.12,-0.12,-0.19,-0.14,-1.39,-0.16,-0.24,-0.39,0.58,-3.98,-0.14,-0.78,-0.15,11.1,-14.2,4.47,-4.83,,,,,,,-0.12,-0.12,-0.12,-0.12,-0.12,-0.14,-0.14,-0.14,-0.14,-0.14,0.02,0.02,-0.11,-0.11,-0.11,10.229,8.574,7.809,6.76399999999999,6.345
HYY010,HYY,10,2020,4,1,1,1,1,0.4,a,1.39,5.38,-0.12,1.66,1.21,2.14,9.86,-0.14,3.57,1.04,1.92,15.89,-6.36,6.69,-2.21,2.45,16.3,-8,8.25,-3.4,0.05,0,60.7,60.7,60.7,60.6,5.31,5.19,5,4.94,4.81349999999998,9.36,8.8,8.23,7.73,7.17299999999998,12.1526,10.9194,10.1778,9.57039999999998,9.08299999999998,14.641,13.264,12.523,11.584,10.805
HYY010,HYY,10,2020,5,1,1,1,1,1,a,6.88,10.94,3.12,7.42,6.41,7.96,14.98,2.05,10.34,5.72,7.04,23.27,-4.67,14.74,-1.56,7.49,23.8,-6.2,14.74,-1.48,0.1,0,60.5,60.6,60.8,60.4,10.5,10.38,10.25,10.19,10.12,14.315,13.515,13.23,12.92,12.73,21.77,20.39,19.685,19.02,18.535,22.09,21.6,20.887,20.516,19.8
HYY010,HYY,10,2020,6,1,1,1,1,1,a,14.53,18.31,10.38,15.2,13.95,16.07,24.67,9.36,19.08,12.91,17.06,33.52,-0.86,26.49,4.95,18.01,33.5,0.7,25.89,7.94,0.89,0.01,59.6,59.4,60.4,56.6,18.12,18.12,18,17.88,17.75,23.48,23.0094,22.55,22.11,21.86,32.2952,31.64,31.1178,30.52,29.95,32.323,31.464,31.2,30.892,30.205
HYY010,HYY,10,2020,7,1,1,1,1,1,a,15.39,17.88,13.5,16.17,14.71,16.01,21.73,10.48,18.71,13.31,14.65,30.64,-0.73,23.75,4.86,14.83,27.9,2.7,21.8,7.8,0.18,0,59.3,59.3,59.7,59,17.81,17.62,17.5,17.38,17.25,20.98,20.61,20.48,20.36,20.11,28.035,27.39,26.83,26.39,25.89,27.1,26.874,25.887,25.632,24.79
HYY010,HYY,10,2020,8,1,1,1,1,1,a,14.58,17.12,11.5,15.16,14.11,14.55,21.23,5.98,18.61,10.55,13.67,30.64,-2.61,24.55,2.1,14.62,29.9,-0.7,22.65,5.81,0.76,0.01,59,58.6,60.1,57.1,16.88,16.75,16.56,16.38,16.31,20.86,20.48,20.23,20.05,19.815,29.39,28.3,27.64,27.02,26.64,28.574,27.9,27.061,26.416,25.745
HYY010,HYY,10,2020,9,1,1,1,1,1,a,10.74,14.94,4.94,11.94,9.7,10.51,25.67,0.8,16.56,6.28,9.75,23.27,-3.23,17.97,1.76,10.89,23.7,-0.4,17.13,5.17,0.9,0.02,56,56.2,58.3,43.6,14.56,13.88,13.12,13,12.88,22.48,20.6352,18.48,17.11,16.48,21.8426,21.0452,20.27,19.7492,19.14,21.487,20.546,19.823,19.628,19
HYY010,HYY,10,2020,10,1,1,1,0.870967741935484,1,a,6.56,12.69,2.12,7.59,5.56,6.15,23.36,-1.45,10.86,3.34,5.26,18.77,-7.48,10.47,0.1,,,,,,2.74,0.05,60,58.7,61,53.9,12,11.62,11.38,11.12,10.88,18.815,15.265,13.61,12.86,12.36,17.2,15.52,14.125,13.33,12.64,,,,,
HYY011,HYY,11,2019,11,1,1,1,1,1,a,3.53,4.98,0.73,3.7,3.3,0.29,5.5,-6.88,1.11,-0.6,-1.04,7.58,-12.55,0.47,-2.9,-0.68,8.3,-12.7,0.94,-2.57,3.31,0.13,25.3,26.3,40.8,21.9,4.98,4.92,4.86,4.8,4.73,5.19,5.12,4.88,4.62,4.5,5.52,5.14,5.08,4.89,4.58299999999998,5.941,5.682,5.523,5.4,5.3
HYY011,HYY,11,2019,12,1,1,1,1,1,a,2.62,2.98,1.42,2.71,2.52,-0.18,1.75,-7.12,0.28,-0.71,-1.34,2.2,-12.86,-0.16,-2.71,-0.84,3.9,-12.8,0.49,-2.29,2.93,0.1,27.7,28,37.7,23.2,2.98,2.92,2.92,2.92,2.86,1.1375,1.06,1,0.88,0.81,2.02,2.02,1.89,1.89,1.77,3.529,3.358,3.2,3.1,2.945
HYY011,HYY,11,2020,1,1,1,1,1,1,a,2.39,3.3,1.73,2.49,2.29,0.24,4.88,-3,1.15,-0.64,-0.44,5.77,-7.61,1.2,-2.26,0.15,6.4,-7.3,1.78,-1.63,2.28,0.09,25.1,25.7,38.6,23.1,3.23,3.23,3.23,3.17,3.11,3.88,3.38,3.25,3.19,3,4.52,3.83,3.39,3.27,3.14,5.28700000000001,4.616,4.5,4.116,3.9
HYY011,HYY,11,2020,2,1,1,1,1,0.931034482758621,a,1.9,2.67,0.36,2,1.78,-0.67,3.44,-9.38,0.38,-1.67,-2.06,4.02,-14.48,0.24,-4.09,-1.92,5.4,-14.7,0.76,-4.51,3.12,0.12,26.1,26.8,38.9,21.5,2.61,2.55,2.48,2.42,2.36,2.7602,2.38,2.12,2.06,1.88,3.2802,2.89,2.52,2.39,2.27,4.553,4.006,3.718,3.4,3.3
HYY011,HYY,11,2020,3,1,1,1,1,0.838709677419355,a,1.31,2.8,0.48,1.41,1.21,-0.38,8.06,-7.06,1.25,-2.15,-0.9,10.52,-11.61,2.73,-4.52,-0.13,10.4,-11.4,3.21,-3.66,2.61,0.11,23.6,24.7,36.1,21.7,2.67,2.55,2.36,2.23,2.17,5.62,4.91,4.19,3.5,2.88,8.4225,6.77,6.08,5.45,4.64,9.4,7.158,6.9,6.34799999999999,5.745
HYY011,HYY,11,2020,4,1,1,1,1,1,a,2.39,4.23,1.17,2.72,2.13,1.69,12.25,-3.75,5.43,-1.11,1.47,16.83,-7.23,7.42,-3.22,2.28,18.6,-5.8,7.55,-2.19,2.35,0.1,23.6,24.1,34.9,21.3,4.11,3.86,3.86,3.8,3.73,10.1347,9.38,8.5,7.81,7.38,12.64,11.8204,10.64,9.89,9.27,13.9,12.264,12.023,11.564,9.82500000000001
HYY011,HYY,11,2020,5,1,1,1,1,1,a,4.75,8.36,2.23,5.47,4.07,6.52,25.12,-1.62,13.52,1.12,6.8,30.02,-4.48,16.39,-0.46,7.46,24.3,-3.9,13.56,0.82,2.38,0.11,22,22.1,34.8,17.4,7.98,7.73,7.5325,7.36,7.3,20.8275,18.91,17.925,17.12,16.6375,23.345,21.89,20.64,19.89,19.2,21.429,20,19.261,18.816,18.7
HYY011,HYY,11,2020,6,1,1,1,1,1,a,9.98,16.61,6.55,11.2,9.01,15.42,34.81,4.25,25.1,9.58,16.86,40.89,3.08,29.73,9.29,17.8,33.3,4.3,24.59,10.78,4.41,0.28,16.2,15.5,40.6,5.2,13.5626,13.36,13.17,12.98,12.86,29.38,27.38,26.25,25.62,24.943,33.2826,31.4446,30.33,29.5088,28.773,30.664,29.4,29.123,28.464,28.205
HYY011,HYY,11,2020,7,1,1,1,1,1,a,10.56,13.8,8.92,11.31,9.98,13.17,24.81,6.06,17.82,9.4,13.58,30.52,4.39,20.44,8.49,14.51,28.3,5.6,19.46,9.86,2.96,0.14,20.4,20.6,39.4,14.4,12.61,12.48,12.36,12.3,12.17,22.015,21.12,20.5,19.94,19.455,25.58,24.205,23.39,22.77,22.14,25.358,24.606,23.787,23.3,22.945
HYY011,HYY,11,2020,8,1,1,1,1,1,a,11.1,13.42,8.42,11.84,10.36,13.13,23.75,4.12,18.38,8.47,13.57,29.89,2.45,21.15,7.39,14.8,31,3.4,21.74,8.58,4.72,0.32,13.7,14.8,29.4,5.9,13.11,12.98,12.86,12.73,12.61,22.03,21.28,20.88,20.25,19.765,24.905,24.14,23.52,22.89,22.27,26.945,26.148,25.087,24.7,24.235
HYY011,HYY,11,2020,9,1,1,1,1,1,a,9.62,11.61,7.61,10.17,9.13,10.24,17.75,3.06,13.81,7.19,10.21,21.02,1.02,15.34,6.15,11.24,20.8,1.6,15.79,7.46,5.84,0.37,15.6,15.7,39.8,7.9,11.36,11.17,11.11,10.98,10.98,16.38,15.75,15.12,14.75,14.5,18.14,17.2952,16.7,16.02,15.64,19.687,18.81,18.146,17.2,17.01
HYY011,HYY,11,2020,10,1,1,1,1,1,a,7.54,10.3,3.92,7.87,7.16,6.22,14.25,-1,8.35,4.06,5.56,16.02,-3.86,8.53,2.63,6.15,16.9,-3.5,8.85,3.48,6.27,0.26,24.5,23.8,37.4,10.7,10.05,9.98,9.92,9.86,9.86,13.38,12.62,12.25,11.88,11.75,14.27,13.33,12.6868,12.27,12.02,15.545,14.316,13.7,13.416,12.745
HYY013,HYY,13,2019,11,1,1,1,1,1,a,1.98,3.29,0.54,2.1,1.84,-0.34,4.16,-6.72,0.22,-1.1,-1.38,5.62,-13.62,0.11,-3.28,-0.99,7.3,-11.7,0.54,-2.79,1.63,0.05,35.4,35.5,41.1,32,3.29,3.22,3.16,3.16,3.1,4.03,3.84,3.16,2.96039999999998,2.66,4.69,4.5,4.06,3.94,3.88,5.4,5.2,5.1,4.8,4.605
HYY013,HYY,13,2019,12,1,1,1,1,1,a,1.86,2.04,1.54,1.89,1.84,0.31,0.66,-0.91,0.4,0.21,-0.75,-0.25,-4.06,-0.45,-1.09,-1.36,2.6,-12.9,-0.05,-2.79,1.97,0.05,37.6,38.4,42.7,35.7,2.04,2.04,2.04,2.04,2.04,0.66,0.66,0.66,0.66,0.66,-0.25,-0.25,-0.25,-0.25,-0.25,2.229,2.158,2.1,2,1.9
HYY013,HYY,13,2020,1,1,1,1,1,0.903225806451613,a,1.37,1.79,0.91,1.4,1.33,-0.01,0.53,-1.09,0.13,-0.19,-1.23,-0.06,-5.5,-0.68,-1.97,-0.63,4.9,-8.4,0.99,-2.45,1.54,0.04,41.8,41.9,47.8,39.8,1.79,1.79,1.79,1.79,1.79,0.53,0.53,0.53,0.53,0.53,-0.25,-0.25,-0.25,-0.25,-0.295,4.158,3.43199999999999,3.087,2.9,2.845
HYY013,HYY,13,2020,2,1,1,1,1,0,a,0.88,0.97,0.47,0.9,0.87,-0.25,0.16,-2.22,-0.14,-0.34,-1.56,-0.25,-7.88,-1.11,-2.01,-2.69,3.4,-16.5,-0.15,-5.5,,,,,,,0.97,0.97,0.97,0.97,0.97,0.16,0.16,0.16,0.16,0.16,-0.31,-0.31,-0.31,-0.31,-0.31,2.90599999999999,2.6,2.359,2.3,2.2
HYY013,HYY,13,2020,3,1,1,1,1,0,a,0.38,0.47,0.29,0.41,0.36,-0.32,-0.16,-1.16,-0.22,-0.4,-1.21,-0.25,-5.5,-0.57,-1.86,-0.87,8.8,-13.5,2.68,-4.9,,,,,,,0.41,0.41,0.41,0.41,0.41,-0.16,-0.16,-0.16,-0.16,-0.16,-0.25,-0.31,-0.31,-0.31,-0.31,7.67700000000003,6.7,6.474,5.416,4.845
HYY013,HYY,13,2020,4,1,1,1,1,0,a,0.33,0.66,0.16,0.38,0.29,0.17,5.28,-2.22,1.38,-0.67,0.33,13.56,-7.75,3.68,-2.91,1.92,15.7,-6.2,6.98,-3.02,,,,,,,0.6,0.54,0.54,0.47,0.47,4.16,3.91,3.66,3.41,3.28,9.88,8.88,8.19,7.61039999999998,7.12,12.505,11.682,11.223,10.34,9.21
HYY013,HYY,13,2020,5,1,1,1,1,0.967741935483871,a,4.28,8.91,0.35,4.98,3.63,6.61,26.28,-1.66,14.59,1.13,7.05,32.75,-6,18.78,-2.13,7.67,23.8,-4.3,14.35,0.3,1.26,0.03,40.7,40.4,43.2,37.7,8.57,8.29,7.955,7.85,7.675,20.66,18.91,17.825,17.03,16.53,25.3425,23.25,22,21.19,20.5,22,21.158,20.387,19.932,19.7
HYY013,HYY,13,2020,6,1,1,1,1,1,a,11.4,15.1,7.6,12.26,10.55,15.61,30.28,4.03,24.14,9.55,17.11,42.94,0.38,32.21,7.05,18.25,32.7,4,25.11,10.55,1.21,0.03,37.3,37.2,42,34.3,14.66,14.54,14.41,14.29,14.16,26.9352,26.1194,25.34,24.91,24.41,36.38,34.3298,33.0378,31.9904,31.25,31.5,30.782,29.346,29.164,28.81
HYY013,HYY,13,2020,7,1,1,1,1,1,a,12.52,14.29,11.1,13.1,12,14.14,22.84,8.03,18.83,10.18,14.13,32,3.88,24.2,6.99,14.8,27.5,6.2,20.32,9.44,3.23,0.09,38.7,37.2,44.6,30.9,14.22,14.16,14.04,13.85,13.79,21.34,20.84,20.28,19.91,19.545,27.425,26.345,25.5,24.75,24.015,26.629,25.858,25.2,24.232,23.445
HYY013,HYY,13,2020,8,1,1,1,1,1,a,12.49,14.79,9.97,13.05,12,13.34,22.41,5.03,17.71,9.29,13.3,31.38,0.5,23.33,5.68,14.72,28.2,4,20.9,8.74,0.88,0.03,31.7,31.9,33.9,30.3,14.54,14.38,14.145,14.04,13.85,20.69,19.845,19.3925,19.16,18.84,26.88,25.28,24.295,23.5,22.88,26.516,25.158,24.848,24.216,23.445
HYY013,HYY,13,2020,9,1,1,1,1,1,a,9.99,12.29,8.04,10.39,9.68,9.79,16.53,3.72,12.44,7.1,9.25,20.25,-1,15.43,3.77,10.72,19.2,2.7,14.97,6.78,1.18,0.04,33.3,33,36,30.8,12.16,12.04,11.91,11.85,11.79,15.41,14.66,14.16,13.66,13.53,17.2773,16.62,16.19,15.81,15.5,18.541,18.182,17.569,16.264,15.81
HYY013,HYY,13,2020,10,1,1,1,1,1,a,7.45,10.16,4.47,7.74,7.2,6.15,12.66,-0.03,7.63,4.32,4.94,14.88,-5.38,8.31,0.92,5.88,15.3,-3.3,8.48,3.06,1.57,0.05,34.6,34.7,42.2,32.7,10.04,9.97,9.91,9.91,9.85,11.91,11.625,11.22,11.09,10.91,13.38,12.62,12.25,12,11.81,14.358,13.658,13.187,12.916,12.6
HYY014,HYY,14,2019,11,1,1,1,0,0.9,,2.21,3.82,0.32,2.37,2.06,-0.48,5.19,-8.81,0.52,-1.52,-1.16,6.24,-11.82,0.22,-2.83,,,,,,5.67,0.18,33.8,30.7,41.4,16.4,3.82,3.69,3.69,3.57,3.57,4.75,4.62,4.41780000000001,4.19,4.12,4.93,4.86,4.68,4.3,4.18,,,,,
HYY014,HYY,14,2019,12,1,1,1,0.935483870967742,0.935483870967742,a,1.42,1.88,0.82,1.47,1.37,-0.7,2.12,-6.38,-0.08,-1.39,-1.35,2.3,-12.2,-0.22,-2.59,,,,,,0.89,0.02,36.5,36.1,37.7,34,1.82,1.82,1.82,1.82,1.75,1.5,1.38,1.25,1.12,1,1.99,1.86,1.8,1.68,1.55,,,,,
HYY014,HYY,14,2020,1,1,1,1,1,0.548387096774194,a,1.15,2.19,0.69,1.22,1.07,-0.1,4.88,-4.25,1.01,-1.1,-0.32,5.8,-6.32,1.26,-1.86,0.02,6.5,-6,1.51,-1.49,0.82,0.02,37.7,37.4,38.9,35.3,2.07,2,1.94,1.94,1.94,3.88,3.25,2.88,2.75,2.62,4.55,3.77,3.3,3.05,2.93,5.229,4.5,3.9,3.8,3.6
HYY014,HYY,14,2020,2,1,1,1,1,0,a,0.56,0.88,-0.56,0.6,0.51,-1.46,1.12,-9.69,-0.53,-2.46,-2.41,2.11,-12.7,-0.47,-4.53,-2.1,3.3,-12.4,-0.11,-4.16,,,,,,,0.88,0.88,0.88,0.88,0.82,0.88,0.75,0.56,0.5,0.38,1.74,1.55,1.43,1.3,1.18,2.90599999999999,2.606,2.4,2.2,2.1
HYY014,HYY,14,2020,3,1,1,1,1,0,a,-0.23,-0.06,-0.43,-0.21,-0.26,-0.74,5.12,-6.69,0.71,-2.31,-0.93,7.8,-10.01,1.5,-3.55,-0.54,8.5,-9.9,1.91,-3.15,,,,,,,-0.06,-0.06,-0.06,-0.06,-0.06,4.395,3.155,2.88,2.5,2.12,6.68,5.18,4.55,3.8,3.43,7.558,5.858,5.387,4.616,4.2
HYY014,HYY,14,2020,4,1,1,1,1,0.3,a,0.27,1.69,-0.31,0.38,0.19,1.13,10.44,-3.62,3.89,-1.26,1.48,13.05,-5.76,5.27,-1.89,1.95,13.6,-4.8,5.59,-1.39,1.02,0.03,32.2,32.4,34.2,31,1.57,1.44,1.44,1.38,1.38,8.5252,7.83940000000001,7.09780000000001,6.5,6.12,10.6926,9.7052,9.05,8.40919999999996,7.93,11.9,10.864,9.83800000000001,8.764,8.41
HYY014,HYY,14,2020,5,1,1,1,1,1,a,3.56,7.07,0.88,4.03,3.12,6.31,19.56,-2.19,11.02,1.56,6.8,21.11,-3.82,12.22,0.97,7.27,20.9,-3.2,12.13,1.79,1,0.03,29.8,29.9,33.2,27.8,6.82,6.44,6.32,6.25,6.19,18.25,17.25,16.25,15.94,15.53,19.93,18.83,17.93,17.55,17.18,20.016,18.874,18.387,18.116,17.345
HYY014,HYY,14,2020,6,1,1,1,1,1,a,9.34,14.32,6.32,9.91,8.83,15.69,27.88,5,20.47,10.51,16.69,29.86,4.3,22.14,10.46,17.29,29.5,5.3,22.09,11.39,1.67,0.06,26.9,26.6,40.6,22.3,12.25,12.19,12.07,11.94,11.94,25.8926,25.12,24.4778,24,23.5,27.8,27.3,26.55,25.8,25.49,28.041,27.564,27.323,26.664,26.01
HYY014,HYY,14,2020,7,1,1,1,1,1,a,10.39,11.94,9.07,10.77,10.04,13.04,22.25,6.38,16.25,9.78,13.41,24.05,5.18,17.33,9.51,13.93,24.2,6.2,17.58,10.16,2.69,0.11,26,25.5,41.9,21.2,11.88,11.82,11.82,11.69,11.69,21.62,21.28,20.6725,20.19,19.5,23.255,22.8,22.095,21.55,20.8775,23.958,23.4,22.848,21.8,21.545
HYY014,HYY,14,2020,8,1,1,1,1,1,a,11.27,13.32,8.69,11.74,10.71,13.6,23.69,3.31,17.56,9.1,13.91,25.55,2.18,18.56,8.5,14.44,25.6,3.2,18.85,9.3,6.96,0.5,12,14,25.6,5.5,13.13,12.94,12.82,12.69,12.69,22.41,21.38,21.12,20.88,20.575,23.68,22.86,22.475,22.18,21.815,24.287,23.416,22.9,22.7,22.39
HYY014,HYY,14,2020,9,1,1,1,1,1,a,9.5,11.38,7.44,9.91,9.1,10.4,16.75,3.75,13.15,7.61,10.55,17.74,3.05,13.86,7.24,11,18.4,3.3,14.32,7.86,3.79,0.45,7.4,8.4,22.6,4.6,11.07,11.07,11,10.94,10.94,16.2026,15.4652,14.62,14.38,14.25,17.0026,16.18,15.43,15.1688,14.93,17.464,16.582,16.223,15.564,15.31
HYY014,HYY,14,2020,10,1,1,1,0.870967741935484,1,a,6.92,9.94,1.57,7.25,6.53,5.82,13.12,-1.69,7.7,3.78,5.58,13.8,-3.57,7.86,3.06,,,,,,7.92,0.4,22.6,19.8,43.2,4.7,9.82,9.69,9.69,9.63,9.585,12.6375,12.38,11.985,11.62,11.5,13.3,12.93,12.43,11.93,11.68,,,,,
HYY015,HYY,15,2019,11,1,1,1,0.766666666666667,0.9,a,1.97,3.78,0.41,2.16,1.79,0.37,5.57,-4.81,1.09,-0.36,-0.8,8,-10.75,0.69,-2.5,,,,,,4.16,0.16,24.8,26.3,43.1,20,3.78,3.66,3.59,3.47,3.41,4.69,4.57,4.19,4.07,4.01,5.8926,5.12,5,4.94,4.75,,,,,
HYY015,HYY,15,2019,12,1,1,1,0.580645161290323,0.870967741935484,a,1.07,1.41,0.41,1.11,1.01,-0.31,1.13,-5.18,0.05,-0.73,-1.4,1.69,-12.44,-0.25,-2.68,,,,,,2.24,0.08,26.6,26.9,39.6,23.1,1.41,1.28,1.28,1.28,1.28,0.82,0.69,0.63,0.57,0.57,1.25,1.12,1,1,0.88,,,,,
HYY015,HYY,15,2020,1,1,1,1,1,0.193548387096774,a,0.71,1.41,0.28,0.76,0.65,-0.14,2.57,-2.56,0.38,-0.66,-0.75,4.44,-6.38,0.58,-2.26,-0.22,5.4,-6.3,1.23,-1.69,0.65,0.03,25,25,25.8,24.1,1.34,1.34,1.28,1.22,1.16,2.01,1.88,1.82,1.69,1.57,3.25,2.75,2.62,2.44,2.31,4.158,3.358,3.287,3.1,2.945
HYY015,HYY,15,2020,2,1,1,1,1,0,a,0.36,0.53,-0.34,0.4,0.33,-0.7,1.19,-6.43,-0.12,-1.29,-1.95,3.25,-12.25,-0.05,-3.88,-1.8,4.8,-12.5,0.46,-4.03,,,,,,,0.53,0.53,0.53,0.53,0.53,1.01,0.82,0.76,0.69,0.63,2.44,2.12,1.91059999999999,1.75,1.62,3.3,3.2,2.8,2.612,2.6
HYY015,HYY,15,2020,3,1,1,1,1,0,a,-0.05,0.16,-0.34,-0.01,-0.07,-0.31,4.82,-3.56,0.82,-1.3,-0.66,9.88,-9.12,2.44,-3.59,-0.1,9.6,-9.3,2.61,-3,,,,,,,0.16,0.16,0.16,0.16,0.1075,3.13,2.475,2.01,1.69,1.44,7.62,5.91,5.295,4.62,3.88,8.129,6.48999999999999,5.7,5.07999999999998,4.5
HYY015,HYY,15,2020,4,1,1,1,1,0.533333333333333,a,1.23,3.66,0.03,1.5,0.99,1.72,13.69,-1.74,5.23,-0.42,1.97,17.69,-5.06,7.71,-2.12,2.4,14.3,-4.4,6.3,-1.56,2.61,0.12,21.3,22.1,27.9,19.1,3.53,3.47,3.41,3.34,3.28,9.3326,8.57,7.88,7.19,6.76,13,11.62,11.0378,10.25,9.62,12.664,12.092,11.223,10.564,9.22
