id_code,area,site,y,x,logger,altitude,chm,pgaps2m,pgaps5m,pzabove2,zmean,zq95,zskew,canopy_cover2m_5m,canopy_cover2m_10m,canopy_cover2m_20m,canopy_cover2m_30m,canopy_cover2m_50m,canopy_cover5m_5m,canopy_cover5m_10m,canopy_cover5m_20m,canopy_cover5m_30m,canopy_cover5m_50m,canopy_cover10m_5m,canopy_cover10m_10m,canopy_cover10m_20m,canopy_cover10m_30m,canopy_cover10m_50m,chm_metsakeskus_5,chm_metsakeskus_10,chm_metsakeskus_20,chm_metsakeskus_30,chm_metsakeskus_50,pgaps2m_metsakeskus_10,pgaps2m_metsakeskus_20,pgaps5m_metsakeskus_10,pgaps5m_metsakeskus_20,pisr_m1_2m,pisr_m1_10m,pisr_m1_30m,pisr_m1_50m,pisr_m2_2m,pisr_m2_10m,pisr_m2_30m,pisr_m2_50m,pisr_m3_2m,pisr_m3_10m,pisr_m3_30m,pisr_m3_50m,pisr_m4_2m,pisr_m4_10m,pisr_m4_30m,pisr_m4_50m,pisr_m5_2m,pisr_m5_10m,pisr_m5_30m,pisr_m5_50m,pisr_m6_2m,pisr_m6_10m,pisr_m6_30m,pisr_m6_50m,pisr_m7_2m,pisr_m7_10m,pisr_m7_30m,pisr_m7_50m,pisr_m8_2m,pisr_m8_10m,pisr_m8_30m,pisr_m8_50m,pisr_m9_2m,pisr_m9_10m,pisr_m9_30m,pisr_m9_50m,pisr_m10_2m,pisr_m10_10m,pisr_m10_30m,pisr_m10_50m,pisr_m11_2m,pisr_m11_10m,pisr_m11_30m,pisr_m11_50m,pisr_m12_2m,pisr_m12_10m,pisr_m12_30m,pisr_m12_50m,pisr_annual_2m,pisr_summer_2m,pisr_annual_10m,pisr_summer_10m,pisr_annual_30m,pisr_summer_30m,pisr_annual_50m,pisr_summer_50m,slope,swi,twi,tpi10,tpi20,tpi30,tpi50,tpi100,tpi200,tpi500,wind_effect,canopy_cover_conif,canopy_cover_decid,canopy_cover,canopy_portion_conif,canopy_portion_decid,forest_age,forest_class,forest_height,forest_volume,habitat_type,wetland,allwet_prop_100m,allwet_prop_10m,allwet_prop_25m,allwet_prop_500m,costdist2river,costdist2water,costdist2wet,dist2anywater,dist2edge_large,dist2edge_medium,dist2edge_small,dist2forest_large,dist2forest_medium,dist2forest_small,dist2lakes,dist2lakes_large,dist2rivers,dist2waters,dist2wetlands,fluvial_effect,forest_prop_100m,forest_prop_10m,forest_prop_25m,forest_prop_500m,water_effect,water_prop_100m,water_prop_10m,water_prop_25m,water_prop_500m,wet_effect,wetland_prop_100m,wetland_prop_10m,wetland_prop_25m,wetland_prop_500m,tcd,waw,dlt,corine
VAR003,VAR,3,67.729619391,29.5435684005,Tomst,31574,430,39,68,23,130,675,197,88,74,53,43,42,34,34,34,34,34,18,18,18,18,18,621,444,359,341,336,19,45,53,66,48,48,48,48,1354,1356,1318,1305,6469,6484,6302,6240,14522,14541,14284,14195,22576,22589,22363,22285,26803,26810,26633,26571,24808,24819,24618,24548,17941,17961,17707,17619,9775,9795,9566,9486,3032,3041,2942,2908,319,319,317,316,0,0,0,0,127646,69552,127763,69591,126098,68959,125520,68737,0.061,13.61,10.76,-0.04,-0.05,-0.1,-0.23,-0.59,-1.06,-2.84,0.97,12.8027920833357,8.30977229167503,21.1125643750107,61.5637029166356,38.4362970833644,98.9720791666428,1,90.1265247916894,46.5349010416965,3,0,46,33,39,25,34,34,3,89,5,5,5,14,0,0,1265,5000,89,1265,5,66,46,71,54,62,66,0,0,0,0,97,46,33,39,25,55,0,2,24
VAR030,VAR,30,67.7549718,29.638118154,Haxo,28748,259,41,67,27,198,1077,199,36,28,54,61,65,52,50,49,50,52,34,35,35,36,38,138,204,490,493,507,75,47,88,58,46,46,46,46,914,913,911,908,5560,5222,4492,4270,13655,13645,12721,11404,21754,21742,20832,19465,26047,26038,25221,23979,24027,24018,23155,21850,17069,17061,16118,14742,9021,9015,8011,7085,1495,1494,1573,1794,292,292,292,290,0,0,0,0,119881,67143,119488,67118,113372,64494,105834,60571,0.009,17.88,16.74,-0.03,-0.26,-0.96,-2.5,-4.96,-9.39,-21.15,0.88,16.4179501622036,7.64347044304167,24.0614206052453,68.4263406758385,31.5736593241615,149.972486066463,2,104.629706246725,44.9939579577968,2,4,26,100,68,1,30,30,0,57,1192,718,5,0,0,0,1178,5000,57,1178,0,70,77,57,71,78,70,0,0,0,0,100,26,100,68,1,75,0,2,24
VAR030,VAR,30,67.7549698265,29.6380955815,Tomst,28745,233,44,68,24,181,1012,219,36,24,54,61,64,52,50,49,50,52,34,35,35,36,38,116,170,488,481,506,79,47,93,59,46,46,46,46,914,913,911,908,5537,5209,4471,4262,13677,13661,12702,11394,21773,21756,20816,19455,26066,26050,25210,23970,24047,24031,23141,21840,17093,17077,16102,14732,9042,9029,7994,7075,1495,1494,1571,1790,292,292,292,290,0,0,0,0,119982,67206,119558,67158,113257,64453,105762,60542,0.012,17.84,16.57,-0.02,-0.25,-0.94,-2.62,-5.03,-9.42,-21.16,0.88,16.2272804681944,8.02982090040276,24.2571013685972,67.1376000091378,32.8623999908622,147.10763967688,2,103.768340685546,42.2180170145634,2,4,27,100,68,1,30,30,0,57,1191,714,0,5,5,5,1182,5000,57,1182,0,70,78,67,69,78,70,0,0,0,0,100,27,100,68,1,75,0,2,24
VAR031,VAR,31,67.740843713,29.63064212,Haxo,44552,21,98,100,0,6,15,608,39,11,8,10,18,1,1,1,1,1,0,0,0,0,0,99,42,39,38,42,90,92,100,100,48,48,48,48,1140,1150,1149,1165,5465,5509,5501,5566,13106,13169,13142,13218,21343,21397,21348,21372,25850,25892,25829,25811,23725,23774,23717,23723,16567,16627,16591,16657,8527,8583,8567,8656,2492,2516,2513,2555,304,305,306,305,0,0,0,0,118568,66142,118970,66293,118711,66136,119076,66191,0.054,4.92,7.96,0.15,0.53,1.07,2.34,5.69,13.22,40.33,1.21,10,1,11,91,9,95,1,67,22,4,0,0,0,0,1,1209,1209,880,712,0,0,0,228,109,86,1079,5000,712,1079,468,0,5,0,1,47,0,0,0,0,0,0,0,0,0,1,0,0,0,23
VAR031,VAR,31,67.740841657,29.6306619065,Tomst,44550,17,99,100,0,6,14,613,31,9,8,9,17,1,1,1,1,1,0,0,0,0,0,73,38,39,37,41,92,92,100,100,48,48,48,48,1145,1153,1152,1166,5487,5524,5513,5571,13137,13189,13159,13225,21371,21415,21361,21377,25873,25905,25837,25814,23752,23790,23728,23727,16599,16649,16609,16664,8556,8603,8585,8663,2505,2525,2521,2558,305,305,306,305,0,0,0,0,118779,66224,119106,66345,118819,66174,119118,66205,0.055,4.89,7.89,0.15,0.53,1.08,2.34,5.69,13.22,40.33,1.21,10,1,11,91,9,95,1,67,22,4,0,0,0,0,1,1209,1209,880,712,0,0,0,228,109,86,1079,5000,712,1079,468,0,5,0,1,47,0,0,0,0,0,0,0,0,0,1,0,0,0,23
VAR032,VAR,32,67.726252289,29.601778117,Haxo,47490,15,100,100,0,3,7,885,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20,10,10,11,10,100,100,100,100,48,48,48,48,1260,1243,1245,1254,6027,5950,5957,5999,13921,13810,13820,13881,22103,22001,22010,22064,26484,26401,26408,26451,24413,24320,24328,24377,17367,17256,17266,17326,9225,9126,9135,9189,2789,2747,2750,2774,313,312,312,312,0,0,0,0,123947,68264,123213,67977,123279,68002,123675,68154,0.011,8.99,9.71,-0.01,-0.01,0.03,0.19,0.87,3.85,22.94,1.16,3,1,4,75,25,23.6509018129496,3,16.3254509064748,9.32545090647479,7,0,0,0,0,0,490,490,490,323,0,0,0,408,364,342,992,5000,323,992,542,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,31
VAR032,VAR,32,67.7262899715,29.601768868,Tomst,47497,7,100,100,0,3,8,843,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,14,11,10,11,100,100,100,100,48,48,48,48,1218,1249,1242,1249,5834,5975,5945,5977,13644,13846,13803,13849,21850,22033,21994,22036,26277,26426,26395,26428,24184,24348,24314,24352,17091,17291,17249,17295,8980,9157,9120,9161,2684,2760,2744,2762,310,312,312,312,0,0,0,0,122119,67552,123444,68065,123165,67958,123469,68075,0.022,8.36,8.52,-0.01,0.01,0.04,0.16,0.81,3.79,22.89,1.16,3,1,4,75,25,23,3,16,9,7,0,0,0,0,0,490,490,490,325,0,0,0,411,366,344,994,5000,325,994,541,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,31
VAR033,VAR,33,67.756448825,29.639272125,Haxo,29446,1519,12,17,46,715,2239,68,85,79,81,80,72,66,65,65,64,61,45,44,44,45,44,1032,1382,1355,1346,1294,23,19,25,22,42,42,44,45,2096,2091,1820,1495,9899,9879,8674,7161,18593,18497,17166,15221,25124,25061,24216,22709,27861,27855,27512,26481,26581,26553,25955,24701,21482,21533,20314,18469,13718,13736,12404,10586,4983,4966,4287,3438,299,309,305,302,0,0,0,0,150678,75924,150523,75942,142698,73781,130607,69650,0.619,5.36,8.72,-0.06,0.2,0.29,-1.17,-2.57,-5.19,-13.42,0.97,17,9,26,65,35,128,1,133,76,3,0,0,0,0,2,308,308,308,30,1049,867,34,0,0,0,1259,5000,30,1259,99,0,84,100,94,80,0,0,0,0,0,0,0,0,0,2,64,0,2,24
VAR033,VAR,33,67.7564707395,29.639256603,Tomst,29612,1303,19,24,42,602,2031,87,53,73,80,78,72,66,65,65,64,61,45,45,45,45,44,600,1208,1344,1340,1303,29,22,31,25,43,43,45,45,2054,2051,1810,1505,9705,9697,8606,7207,18336,18358,17099,15293,24999,25052,24204,22791,27851,27965,27548,26562,26537,26604,25968,24783,21330,21428,20264,18547,13520,13550,12325,10646,4874,4859,4250,3464,320,321,308,303,0,0,0,0,149569,75718,149930,75998,142427,73780,131146,69892,0.598,5.25,8.63,0.03,0.72,1.18,1.06,-0.06,-2.38,-10.23,0.98,17,9,26,65,35,128,1,133,76,3,0,0,0,0,2,375,375,375,34,1044,871,32,0,0,0,1262,5000,34,1262,103,0,84,95,93,81,0,0,0,0,0,0,0,0,0,2,64,0,2,24
VAR035,VAR,35,67.747362956,29.60846932,Haxo,34323,382,49,74,22,130,678,198,87,87,65,65,68,51,51,52,53,53,19,19,20,20,20,539,580,469,482,456,15,33,51,49,40,41,42,43,792,801,833,903,2122,2279,2653,4134,5625,6190,8149,10870,12212,13723,15962,18502,16376,18167,20426,22743,14398,16107,18358,20765,7948,8914,11465,14114,3458,3529,4527,6778,1296,1310,1391,1858,254,257,267,272,0,0,0,0,64521,38722,71318,43188,84072,50248,100984,57623,0.549,9.86,9.68,-1.29,-2.74,-3.94,-5.69,-10.48,-16.31,-27.41,0.86,21,2.26933590731509,23.2693359073151,90.1919922780547,9.80800772194528,187.07734362926,1,169.53867181463,116.616015443891,3,0,16,19,31,3,40,34,34,6,182,5,5,127,0,0,7,5000,25,7,89,60,67,57,51,59,66,16,19,31,1,66,1,0,0,2,83,0,2,24
VAR035,VAR,35,67.7473430735,29.608450043,Tomst,34482,409,47,70,23,156,803,183,90,88,72,66,69,51,51,52,53,53,19,19,20,20,20,843,599,518,513,478,13,26,42,43,38,40,42,43,754,783,833,891,1910,2105,2567,4004,4869,5304,7738,10670,9817,11302,15440,18331,13300,15631,19942,22614,11743,13629,17854,20617,6693,7434,10986,13921,2739,3121,4311,6607,1233,1280,1381,1802,242,251,267,273,0,0,0,0,53336,31736,60880,36694,81362,48783,99774,57153,0.729,5.86,9.07,-0.72,-1.87,-2.92,-2.75,-7.14,-12.91,-24.08,0.89,21,2.08008857034186,23.0800885703419,90.7597342889744,9.24026571102557,186.320354281367,1,169.160177140684,115.480531422051,3,0,16,19,31,3,67,62,62,7,182,5,5,127,0,0,7,5000,27,7,89,33,67,57,51,59,38,16,19,31,1,38,1,0,0,2,84,0,2,24
VAR036,VAR,36,67.722569723,29.594703613,Haxo,44150,78,78,100,11,45,339,265,43,57,42,42,43,8,9,11,11,11,0,0,0,0,0,143,223,184,198,201,61,56,95,93,48,48,48,48,1347,1408,1431,1429,6434,6725,6827,6819,14471,14883,15022,15009,22547,22905,23023,23005,26789,27071,27163,27142,24768,25090,25201,25181,17867,18282,18422,18403,9704,10079,10211,10197,3002,3163,3220,3215,318,323,324,324,0,0,0,0,127295,69424,129976,70443,130891,70786,130772,70726,0.092,11.62,14.05,0.03,-0.18,-0.22,-0.42,-1.02,-1.96,0.18,1.03,8,18,26,31,69,69,1,75,18,3,0,0,0,0,1,0,0,0,0,0,0,0,224,38,5,853,5000,0,853,301,100,21,19,22,25,100,0,0,0,0,100,0,0,0,1,39,0,1,23
VAR036,VAR,36,67.7225401905,29.5947088445,Tomst,44133,105,77,99,11,49,374,257,71,55,46,44,44,9,10,11,11,12,0,0,0,0,0,175,219,205,226,195,60,53,97,91,48,48,48,48,1442,1407,1433,1428,6877,6719,6836,6812,15099,14874,15034,14998,23103,22900,23030,22994,27237,27069,27165,27133,25276,25090,25205,25171,18490,18268,18432,18392,10265,10066,10222,10188,3244,3158,3226,3211,325,323,324,324,0,0,0,0,131406,71003,129922,70427,130955,70802,130699,70696,0.108,10.72,12.69,0.09,-0.11,-0.15,-0.4,-1,-1.97,0.09,1.03,8.05591914919403,17.9105293612896,25.9664485104836,31.290779575809,68.709220424191,68.8546102120955,1,75.0111838298388,18.0223676596776,3,0,0,0,0,1,8,8,8,3,0,0,0,221,34,7,849,5000,3,849,297,92,23,19,23,25,92,0,0,0,0,92,0,0,0,1,49,0,1,23
VAR037,VAR,37,67.728328583,29.623532571,Haxo,38550,404,44,65,30,175,759,130,100,75,76,76,75,53,54,52,50,49,12,12,12,12,12,576,450,604,580,549,27,25,46,41,47,47,47,47,1479,1459,1462,1430,7057,6972,6974,6821,15282,15172,15156,14945,23156,23063,23030,22843,27266,27182,27068,26913,25389,25273,25191,25018,18731,18573,18571,18367,10465,10382,10410,10233,3355,3311,3322,3243,326,325,325,323,0,0,0,0,132552,71385,131759,71028,131557,70830,130183,70298,0.126,8.42,11.58,-0.09,-0.46,-0.83,-0.98,-1.22,-1.03,4.07,1.02,14,5,19,74,26,71.1149931403997,1,96,45,3,0,0,0,0,2,1064,1064,1064,368,445,208,5,5,0,0,668,5000,368,668,366,0,70,71,75,66,0,0,0,0,0,0,0,0,0,2,68,0,1,24
VAR037,VAR,37,67.728341497,29.623449855,Tomst,38571,192,43,68,30,229,1032,149,33,70,76,76,75,53,54,52,50,49,12,12,12,12,12,105,435,614,578,559,30,26,54,39,47,47,47,47,1446,1449,1469,1430,6928,6934,7005,6819,15114,15117,15193,14943,23011,23007,23040,22840,27138,27108,27063,26909,25136,25167,25195,25015,18411,18470,18601,18365,10335,10338,10450,10232,3282,3286,3341,3242,324,324,325,323,0,0,0,0,131172,70685,131247,70746,131729,70858,130165,70289,0.137,8.62,12.18,-0.28,-0.82,-1.22,-1.45,-1.6,-1.21,4.1,1.01,13.9846815704909,5.1234115711522,19.1080931416432,73.6595380104817,26.3404619895183,72.7300842672907,1,96.7799037660273,45.3011837797022,3,0,0,0,0,2,1064,1064,1064,364,445,206,0,10,5,5,668,5000,364,668,361,0,70,71,73,66,0,0,0,0,0,0,0,0,0,2,67,0,1,24
VAR038,VAR,38,67.734417561,29.569481161,Haxo,34872,473,33,55,24,151,731,171,92,68,68,56,53,39,40,41,43,45,15,15,15,15,15,546,451,552,509,476,26,31,51,52,48,48,48,48,1332,1318,1226,1247,6363,6336,5872,5963,14370,14327,13657,13784,22445,22402,21784,21892,26701,26661,26147,26231,24681,24638,24071,24167,17776,17728,17060,17182,9626,9587,9001,9113,2963,2948,2700,2750,313,313,309,311,0,0,0,0,126617,69158,126306,69028,121875,67278,122687,67579,0.064,14.46,14.35,0.02,-0.16,-0.42,-1.17,-2.4,-4.07,-7.92,0.96,15,2,17,88,12,143,2,110,42,3,4,44,76,64,16,8,8,0,4,25,5,5,50,0,0,1391,5000,4,1391,0,92,59,81,58,69,92,0,0,0,0,100,44,76,64,16,61,0,1,24
VAR038,VAR,38,67.734410468,29.569492502,Tomst,34872,415,34,57,23,140,683,174,83,70,67,56,52,39,40,41,43,45,15,15,15,15,15,455,449,536,505,468,27,32,54,53,48,48,48,48,1332,1316,1220,1244,6389,6335,5843,5951,14407,14327,13616,13766,22479,22402,21745,21875,26728,26661,26115,26217,24711,24638,24036,24152,17813,17728,17018,17164,9659,9586,8965,9097,2977,2947,2685,2743,312,312,309,311,0,0,0,0,126854,69251,126301,69028,121598,67169,122568,67532,0.065,14.54,14.96,0,-0.2,-0.46,-1.27,-2.49,-4.15,-8.02,0.95,15,2,17,88,12,143,2,110,42,3,4,44,76,64,16,8,8,0,4,25,5,5,50,0,0,1391,5000,4,1391,0,92,59,81,58,69,92,0,0,0,0,100,44,76,64,16,61,0,1,24
VAR039,VAR,39,67.714411162,29.602863646,Haxo,45086,62,94,100,2,9,17,707,35,5,2,1,1,0,0,0,0,0,0,0,0,0,0,187,39,23,18,16,95,97,100,100,48,47,47,47,952,938,953,970,4521,4386,4424,4542,11716,11524,11557,11716,20006,19807,19820,19961,24698,24514,24511,24627,22489,22301,22311,22439,15169,14974,15008,15166,7336,7182,7229,7372,1966,1924,1964,2030,300,299,299,299,0,0,0,0,109201,62356,107898,61789,108124,61830,109170,62232,0.144,7.23,10.59,-0.01,0.12,0.36,0.94,3.49,8.94,24.04,1.11,5,0,5,100,0,73,2,56,10,8,0,0,0,0,1,1662,1662,1164,314,0,0,0,294,155,110,315,5000,490,315,370,0,0,0,0,27,0,0,0,0,1,0,0,0,0,1,0,4,0,31
VAR039,VAR,39,67.714441265,29.6028771445,Tomst,45032,57,91,100,1,6,13,848,7,5,2,1,1,0,0,0,0,0,0,0,0,0,0,39,38,21,18,16,96,98,100,100,47,48,47,47,934,942,950,967,4367,4461,4390,4521,11482,11641,11503,11684,19778,19928,19765,19929,24497,24624,24461,24597,22274,22415,22258,22409,14928,15094,14953,15133,7132,7277,7184,7347,1891,1957,1949,2020,299,299,299,299,0,0,0,0,107629,61698,108686,62133,107759,61672,108953,62140,0.156,7.11,10.91,-0.03,0.09,0.33,0.87,3.47,8.85,23.46,1.1,5.35150930805636,0,5.35150930805636,100,0,71.1252836903661,2,55.2969813838873,10,8,0,0,0,0,1,1680,1680,1173,311,0,0,0,294,155,110,315,5000,487,315,370,0,0,0,0,27,0,0,0,0,1,0,0,0,0,1,0,4,0,31
VAR004,VAR,4,67.750144395,29.624682232,Haxo,31771,300,68,83,15,98,576,288,43,55,34,50,63,45,47,50,50,52,31,31,31,31,32,284,370,219,272,313,56,63,85,85,46,46,46,46,914,914,912,906,5330,5259,4555,4297,13511,13336,12450,11533,21597,21431,20554,19583,25963,25823,25037,24089,23930,23779,22927,21959,16937,16762,15834,14879,8893,8673,7888,7139,1495,1495,1615,1814,293,293,292,289,0,0,0,0,118910,66830,117812,66364,112110,63797,106534,60927,0.01,17.52,14.72,-0.06,-0.44,-0.9,-2.78,-7.7,-13.99,-24.9,0.87,13.2025541085029,8.99270905047386,22.1952631589768,60.7727486444576,39.2272513555424,148.088245777619,2,103.817418376102,38.6868994169842,2,4,26,86,72,3,9,9,0,28,737,0,0,32,5,5,631,5000,28,631,0,91,65,24,33,65,91,0,0,0,0,100,26,86,72,3,56,0,2,24
VAR004,VAR,4,67.7501458155,29.6246414075,Tomst,31772,337,68,83,14,87,549,289,57,53,35,50,63,45,47,50,50,52,30,31,31,31,32,333,332,220,277,317,56,62,84,85,46,46,46,46,913,914,912,907,5402,5289,4578,4318,13623,13368,12503,11570,21696,21461,20603,19616,26043,25847,25078,24115,24018,23806,22970,21989,17044,16791,15885,14916,8986,8712,7934,7168,1492,1494,1614,1822,292,293,292,289,0,0,0,0,119555,67104,118020,66444,112414,63933,106754,61019,0.004,18.48,11.51,-0.04,-0.38,-0.84,-2.72,-7.69,-13.99,-24.92,0.87,13.2542042656145,9.98318293754197,23.2373872031565,57.3046554529886,42.6953445470114,145.88033223405,2,99.2878383905306,35.9495488126259,2,4,27,90,74,3,9,9,0,28,740,0,0,28,5,5,627,5000,28,627,0,91,66,33,33,65,91,0,0,0,0,100,27,90,74,3,57,0,2,24
VAR040,VAR,40,67.729038328,29.542147205,Haxo,31457,4,99,100,0,2,8,413,0,0,1,3,10,4,6,9,12,17,6,6,7,9,11,4,5,16,23,23,100,100,100,100,48,48,48,48,1254,1262,1262,1265,5994,6031,6031,6045,13847,13899,13898,13917,21978,22025,22024,22040,26330,26367,26365,26378,24276,24316,24313,24327,17277,17327,17324,17342,9178,9222,9219,9236,2776,2795,2795,2802,312,313,313,313,0,0,0,0,123270,67883,123605,68009,123591,68002,123712,68047,0.011,16.47,8.62,0.02,0.06,0.09,0.11,0.03,-0.58,-2.67,0.98,4.01535797948822,0.98464202051178,5,80.3071595897644,19.6928404102356,66.629677159017,2,42.2150117128351,4.06143191795288,4,4,70,100,100,26,18,18,0,50,0,0,0,50,40,40,1260,5000,50,1260,0,82,21,0,0,63,82,0,0,0,0,100,70,100,100,26,32,0,1,24
VAR040,VAR,40,67.7290420385,29.542112649,Tomst,31458,5,100,100,0,2,9,382,0,0,0,4,10,4,6,9,13,17,6,6,8,9,11,4,6,15,23,23,100,100,100,100,48,48,48,48,1254,1257,1262,1265,5994,6008,6030,6046,13848,13866,13896,13920,21979,21994,22022,22042,26331,26342,26364,26380,24276,24288,24312,24330,17278,17293,17322,17344,9178,9192,9218,9239,2777,2783,2794,2803,312,313,313,313,0,0,0,0,123274,67885,123383,67922,123581,67998,123730,68053,0.011,16.46,8.31,0.03,0.06,0.1,0.12,0.04,-0.56,-2.63,0.98,4.29577073413918,0.704229265860822,5,85.9154146827836,14.0845853172164,76.6895558194914,2,45.4442628001686,5.17679874732027,4,4,70,100,100,26,18,18,0,51,0,0,0,50,40,40,1260,5000,51,1260,0,82,21,0,0,63,82,0,0,0,0,100,70,100,100,26,32,0,1,24
VAR041,VAR,41,67.745034212,29.631466535,Haxo,39173,342,31,90,19,80,409,189,100,84,57,52,56,17,16,18,22,25,4,5,5,6,7,541,389,249,250,264,16,40,73,88,47,47,47,47,1018,978,944,946,4472,4671,4226,4292,11471,11756,11233,11343,19617,19868,19439,19570,24241,24431,24123,24257,22083,22303,21927,22055,14898,15173,14658,14769,7227,7478,6968,7044,2065,2141,1883,1900,297,296,297,298,0,0,0,0,107435,61221,109142,61907,105745,60708,106520,61081,0.222,4.6,5.99,0.64,0.96,1.08,0.89,2.06,4.88,15.18,1.11,9.99996081787915,1,10.9999608178791,90.9999608178791,9.00003918212085,91.0007640513566,2,71.0003918212085,10.0003722301481,8,0,0,0,0,0,1442,1442,1442,646,99,5,5,182,7,0,884,5000,646,884,560,0,45,43,30,54,0,0,0,0,0,0,0,0,0,0,34,0,2,24
VAR041,VAR,41,67.7450378715,29.6314388225,Tomst,39162,351,26,89,21,88,426,171,100,87,56,52,56,17,16,18,22,25,4,5,5,6,7,582,403,245,252,265,17,40,74,88,47,47,47,47,973,984,945,946,4023,4625,4243,4301,10823,11701,11257,11356,19017,19821,19462,19584,23740,24398,24144,24270,21531,22262,21950,22068,14246,15119,14682,14783,6650,7427,6990,7054,1839,2115,1892,1904,297,296,297,298,0,0,0,0,103186,59517,108795,61779,105909,60776,106611,61121,0.23,4.26,6.05,0.64,1,1.13,1.18,2.36,5.23,15.52,1.11,10,1,11,91,9,91,2,71,10,8,0,0,0,0,0,1450,1450,1450,644,99,5,5,182,7,0,884,5000,644,884,560,0,45,43,30,54,0,0,0,0,0,0,0,0,0,0,34,0,2,24
VAR042,VAR,42,67.727050801,29.593729202,Haxo,47132,55,94,100,2,6,8,464,59,23,4,2,2,0,0,0,0,0,0,0,0,0,0,147,62,20,14,11,63,94,100,100,48,48,48,48,1223,1227,1225,1221,5855,5873,5863,5844,13673,13698,13684,13656,21872,21895,21883,21855,26291,26310,26300,26276,24199,24220,24210,24183,17113,17139,17126,17096,9002,9025,9013,8988,2694,2704,2699,2688,310,310,310,310,0,0,0,0,122280,67603,122450,67670,122361,67636,122165,67555,0.031,7.73,10.21,0.01,0.03,0.08,0.28,1.06,3.84,17.98,1.14,6,0,6,100,0,23.6065695301366,1,50.1802914095902,8,4,0,0,0,0,0,452,452,452,331,0,0,0,395,350,266,1290,5000,331,1290,586,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,27
VAR042,VAR,42,67.7270006985,29.5936503615,Tomst,47132,10,99,100,0,0,3,391,0,9,4,2,2,0,0,0,0,0,0,0,0,0,0,6,27,17,14,11,88,94,100,100,48,48,48,48,1231,1223,1230,1226,5892,5854,5889,5867,13725,13670,13720,13689,21919,21870,21915,21885,26328,26289,26326,26300,24240,24197,24239,24210,17163,17111,17161,17129,9046,9000,9044,9017,2714,2694,2712,2701,311,310,311,310,0,0,0,0,122617,67731,122266,67597,122596,67726,122380,67638,0.034,7.58,9.04,0.02,0.05,0.1,0.26,1.02,3.78,18.03,1.15,6,0,6,100,0,24,1,49,8,4,0,0,0,0,0,452,452,452,326,0,0,0,390,345,261,1288,5000,326,1288,591,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,27
VAR044,VAR,44,67.725468544,29.634383784,Haxo,33358,976,14,22,45,365,1014,74,100,93,84,79,73,58,57,56,55,54,18,18,18,18,19,985,846,697,723,679,11,14,14,23,45,45,46,46,1706,1699,1563,1458,8161,8100,7471,7047,16623,16530,15722,15195,24057,23895,23301,22924,27646,27415,27065,26862,25988,25786,25316,25016,19831,19795,19048,18537,11793,11763,11009,10482,3993,3972,3608,3357,333,331,320,311,0,0,0,0,140176,73465,139331,72995,134468,71429,131236,70416,0.383,3.92,7.5,-0.11,0.06,0.34,0.88,0.83,-2.28,-9.86,0.97,13,13,26,50,50,145,1,142,65,3,0,0,0,0,7,254,254,254,52,570,70,11,0,0,0,541,5000,52,541,135,0,76,95,81,70,0,0,0,0,0,0,0,0,0,7,58,0,1,24
VAR044,VAR,44,67.725465883,29.634438819,Tomst,33307,864,13,21,41,331,999,89,100,93,82,78,73,58,57,55,54,54,18,18,18,18,18,822,839,683,690,681,8,15,11,23,45,45,46,46,1755,1702,1558,1455,8379,8113,7452,7041,16902,16519,15690,15185,24230,23875,23264,22915,27701,27385,27024,26854,26091,25765,25279,25008,20198,19794,19014,18529,12124,11784,10985,10475,4121,3982,3598,3353,335,329,318,310,0,0,0,0,141882,73991,139293,72944,134228,71317,131172,70391,0.421,3.76,7.33,0.08,0,0.13,0.88,0.83,-2.28,-9.86,0.97,13.4331075215053,16.031752650537,29.4648601720423,46.1020323064524,53.8979676935476,112.516935887104,1,126.841236747315,58.5033871774207,3,0,0,0,0,7,238,238,238,52,570,70,11,0,0,0,541,5000,52,541,135,0,76,95,81,70,0,0,0,0,0,0,0,0,0,7,58,0,1,24
VAR045,VAR,45,67.716623213,29.622531123,Haxo,37254,56,82,100,2,6,39,785,62,23,22,31,37,8,9,11,15,19,1,2,2,2,2,166,78,90,94,105,74,78,99,98,48,48,47,47,1106,1101,1146,1135,5280,5258,5499,5462,12820,12779,13124,13065,21016,20971,21271,21211,25526,25482,25710,25651,23410,23362,23616,23549,16275,16225,16549,16475,8314,8276,8568,8504,2397,2385,2500,2468,300,301,299,299,0,0,0,0,116490,65211,116186,65069,118328,65874,117868,65675,0.097,9.61,7.63,-0.04,0.45,0.71,0.88,0.65,0.47,-1.71,0.99,8,1,9,89,11,51,1,43,16,4,0,0,0,0,2,172,172,172,97,0,0,0,230,63,25,241,5000,97,241,266,0,25,0,7,52,0,0,0,0,1,0,0,0,0,2,34,0,1,24
