id_code,area,site,y,x,logger,altitude,chm,pgaps2m,pgaps5m,pzabove2,zmean,zq95,zskew,canopy_cover2m_5m,canopy_cover2m_10m,canopy_cover2m_20m,canopy_cover2m_30m,canopy_cover2m_50m,canopy_cover5m_5m,canopy_cover5m_10m,canopy_cover5m_20m,canopy_cover5m_30m,canopy_cover5m_50m,canopy_cover10m_5m,canopy_cover10m_10m,canopy_cover10m_20m,canopy_cover10m_30m,canopy_cover10m_50m,chm_metsakeskus_5,chm_metsakeskus_10,chm_metsakeskus_20,chm_metsakeskus_30,chm_metsakeskus_50,pgaps2m_metsakeskus_10,pgaps2m_metsakeskus_20,pgaps5m_metsakeskus_10,pgaps5m_metsakeskus_20,pisr_m1_2m,pisr_m1_10m,pisr_m1_30m,pisr_m1_50m,pisr_m2_2m,pisr_m2_10m,pisr_m2_30m,pisr_m2_50m,pisr_m3_2m,pisr_m3_10m,pisr_m3_30m,pisr_m3_50m,pisr_m4_2m,pisr_m4_10m,pisr_m4_30m,pisr_m4_50m,pisr_m5_2m,pisr_m5_10m,pisr_m5_30m,pisr_m5_50m,pisr_m6_2m,pisr_m6_10m,pisr_m6_30m,pisr_m6_50m,pisr_m7_2m,pisr_m7_10m,pisr_m7_30m,pisr_m7_50m,pisr_m8_2m,pisr_m8_10m,pisr_m8_30m,pisr_m8_50m,pisr_m9_2m,pisr_m9_10m,pisr_m9_30m,pisr_m9_50m,pisr_m10_2m,pisr_m10_10m,pisr_m10_30m,pisr_m10_50m,pisr_m11_2m,pisr_m11_10m,pisr_m11_30m,pisr_m11_50m,pisr_m12_2m,pisr_m12_10m,pisr_m12_30m,pisr_m12_50m,pisr_annual_2m,pisr_summer_2m,pisr_annual_10m,pisr_summer_10m,pisr_annual_30m,pisr_summer_30m,pisr_annual_50m,pisr_summer_50m,slope,swi,twi,tpi10,tpi20,tpi30,tpi50,tpi100,tpi200,tpi500,wind_effect,canopy_cover_conif,canopy_cover_decid,canopy_cover,canopy_portion_conif,canopy_portion_decid,forest_age,forest_class,forest_height,forest_volume,habitat_type,wetland,allwet_prop_100m,allwet_prop_10m,allwet_prop_25m,allwet_prop_500m,costdist2river,costdist2water,costdist2wet,dist2anywater,dist2edge_large,dist2edge_medium,dist2edge_small,dist2forest_large,dist2forest_medium,dist2forest_small,dist2lakes,dist2lakes_large,dist2rivers,dist2waters,dist2wetlands,fluvial_effect,forest_prop_100m,forest_prop_10m,forest_prop_25m,forest_prop_500m,water_effect,water_prop_100m,water_prop_10m,water_prop_25m,water_prop_500m,wet_effect,wetland_prop_100m,wetland_prop_10m,wetland_prop_25m,wetland_prop_500m,tcd,waw,dlt,corine
HYY055,HYY,55,61.8327676756,24.1995136504,Tomst,16586,4,100,100,0,3,14,226,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,5,5,5,5,5,100,100,100,100,743,729,729,730,2996,2911,2913,2917,8639,8455,8459,8467,16317,16099,16105,16115,23516,23329,23334,23343,27019,26865,26869,26876,25380,25212,25216,25225,19376,19169,19175,19185,11841,11636,11642,11651,5001,4871,4875,4881,1359,1324,1325,1327,405,401,401,401,142592,71775,141002,71247,141044,71260,141116,71285,0.017,17.29,12.07,0,0,0,-0.09,-0.09,-0.06,-0.41,0.99,0,0,0,0,0,0,3,0,0,3,3,100,100,100,58,29,29,0,108,0,0,0,304,164,107,1160,1899,108,1160,0,71,0,0,0,25,71,0,0,0,0,100,100,100,100,58,0,4,0,36
HYY038,HYY,38,61.8336549924,24.2031609447,Tomst,16528,53,88,96,6,32,169,396,88,58,51,48,42,10,11,10,10,11,1,2,4,8,19,383,265,211,207,206,37,46,84,92,719,727,727,728,2848,2901,2901,2905,8321,8434,8434,8442,15942,16075,16075,16084,23194,23309,23309,23316,26754,26849,26848,26854,25090,25194,25194,25201,19018,19146,19147,19156,11485,11613,11614,11622,4776,4856,4857,4862,1299,1320,1320,1322,398,400,401,401,139843,70862,140826,71189,140828,71189,140891,71210,0.014,16.76,8.98,-0.03,-0.03,-0.02,0.04,0.06,0.11,-0.33,0.99,3,1,4,75,25,13,3,6,1,6,4,100,100,100,48,42,42,0,138,0,0,0,105,83,64,1241,1980,138,1241,0,58,2,0,2,31,58,0,0,0,0,100,100,100,100,48,0,4,0,36
HYY027,HYY,27,61.833896089,24.2059604891,Tomst,16473,7,85,96,9,45,214,370,59,74,70,74,77,48,49,51,55,60,40,40,40,40,40,237,315,400,442,485,26,30,80,66,732,736,727,727,2929,2951,2897,2902,8494,8540,8425,8436,16146,16200,16062,16076,23369,23415,23294,23306,26898,26935,26833,26844,25249,25290,25180,25191,19217,19266,19135,19147,11684,11732,11604,11616,4901,4932,4852,4859,1332,1341,1319,1320,402,403,400,400,141353,71364,141740,71491,140728,71148,140826,71181,0.017,17.09,10.42,-0.04,-0.01,0.02,0.08,0.1,0.08,-0.49,0.99,14,0,14,100,0,48,2,54,23,5,4,100,100,100,46,9,9,0,15,0,0,0,55,14,14,1278,2010,15,1278,0,91,35,0,21,41,91,0,0,0,0,100,100,100,100,46,8,4,0,24
HYY013,HYY,13,61.8077006354,24.2070983987,Tomst,17036,705,21,32,32,304,1145,98,85,85,79,81,91,88,89,89,86,80,70,70,70,70,68,1011,913,841,769,825,13,22,21,30,599,597,597,662,1493,1488,1663,2484,6799,5703,5754,7514,15834,15156,12656,14834,23036,22488,19901,21968,26565,26069,23661,25516,24915,24399,21913,23859,18889,18297,15694,17856,11397,9981,8554,10544,1958,1992,2936,4217,916,912,917,1145,363,362,362,380,132766,70370,127444,68765,114608,61268,130979,67231,0.021,20.02,16.83,-0.22,-1.41,-2.06,-1.78,-1.09,-2.01,-1.9,0.94,29.7310382266799,0.653792354664019,30.3848305813439,98.0386229360079,1.96137706399206,79.8469070347037,1,163.653792354664,108.387628138815,4,4,55,100,79,61,26,22,0,54,95,55,5,0,0,0,55,55,60,55,0,74,81,71,67,45,78,9,0,0,54,100,46,100,79,7,49,0,2,25
HYY047,HYY,47,61.8071654378,24.2099177685,Tomst,17186,1179,1,10,46,464,1688,105,100,100,100,99,97,97,97,97,94,87,80,78,76,73,69,1841,1843,1759,1676,1642,0,0,0,0,692,710,730,692,2706,3010,3152,2826,8183,8800,9052,8240,15716,16451,16695,15685,22889,23506,23599,22724,26462,26890,26886,26161,24747,25307,25338,24556,18826,19458,19621,18677,11325,12017,12260,11341,4672,5092,5282,4744,1248,1351,1392,1262,372,371,388,383,137838,70035,142962,71655,144395,71845,137292,69394,0.039,12.28,10.95,-0.09,-0.65,-1.35,-1.97,-2.65,-2.7,-1.63,0.94,21.6901571208356,29.4647643187465,51.1549214395822,42.3028535218802,57.6971464781198,53.8450785604178,1,173.337800308301,222.26033958851,3,4,27,52,37,50,11,11,0,7,86,58,47,0,0,0,74,74,7,74,0,89,92,100,99,55,89,6,0,0,42,100,21,52,37,8,78,0,2,25
HYY033,HYY,33,61.8024639585,24.199377868,Tomst,17937,1713,0,0,72,1004,2090,-12,100,100,100,99,96,94,93,91,90,89,85,85,86,85,80,1925,2073,2083,2036,1986,0,0,0,1,797,847,893,779,3338,3649,3957,3220,9363,10005,10583,8928,17144,17844,18356,16451,24182,24704,24896,23327,27515,27886,27856,26620,25951,26387,26446,25069,20131,20775,21140,19364,12627,13333,13893,12072,5511,5983,6427,5265,1499,1627,1751,1459,420,432,442,409,148478,73597,153473,75048,156640,75442,142964,71053,0.102,5.9,9.45,0.3,0.98,1.72,3.04,4.49,4.75,4.03,1.09,30,0,30,100,0,86,1,222,216,4,0,30,0,0,42,253,247,225,46,140,50,50,0,0,0,47,130,225,47,29,0,91,100,100,64,0,8,0,0,29,0,23,0,0,13,81,0,2,24
HYY043,HYY,43,61.8037723091,24.1983889506,Tomst,17226,1397,8,15,52,549,1543,56,100,98,78,65,59,58,58,59,61,63,60,60,60,57,52,1558,1497,1202,1159,1131,5,18,8,21,593,604,658,683,1480,1524,2263,2674,2610,3972,6936,7946,8516,10564,14194,15442,15930,18030,21460,22649,20062,22063,25146,26212,18160,20198,23424,24548,11586,13668,17258,18496,4797,6591,9907,11052,1940,2095,3846,4517,908,925,1089,1218,360,366,382,386,86943,49809,100602,55929,126563,65828,135824,69257,0.453,9.34,6.39,-0.04,0.01,0.34,0.09,0.45,-0.34,-2.37,1,36,2,38,95,5,108,1,236,245,3,0,68,14,37,48,63,53,53,6,15,7,7,0,0,0,10,10,356,10,25,37,63,95,74,61,47,39,14,35,31,47,29,0,2,18,0,2,0,41
HYY031,HYY,31,61.8032751742,24.2021483307,Tomst,17806,980,21,32,40,399,1559,123,70,88,94,94,95,92,92,93,93,94,89,88,85,81,77,1308,1421,1585,1601,1564,16,6,22,10,599,605,606,637,1494,1508,1511,1927,3970,4270,4302,6079,9882,10592,10727,13060,17211,18003,18166,20402,21228,22015,22175,24199,19335,20145,20309,22428,12866,13639,13791,16124,6106,6634,6746,8868,2071,2167,2158,3223,917,925,927,1021,363,367,367,377,96041,53428,100870,55800,101786,56275,118344,62751,0.417,4.16,7.56,0.07,-0.03,-0.08,0.43,0.79,3.48,5.3,1.04,32.1036609325555,4.45119819473037,36.5548591272859,88.3500503356392,11.6499496643608,90.236602502684,1,230.456654156915,218.592819882433,4,0,26,0,9,45,295,290,228,108,112,80,76,0,0,0,108,108,358,108,20,0,97,100,95,61,0,0,0,0,33,0,26,0,9,12,76,0,2,24
HYY049,HYY,49,61.8021487702,24.2040454777,Tomst,17490,1304,8,18,46,516,1717,86,100,96,97,97,97,94,93,93,94,94,89,89,89,86,81,1802,1384,1408,1437,1475,3,3,4,7,710,710,716,744,2818,2823,2876,3081,8261,8273,8385,8830,15868,15879,16010,16510,23113,23122,23232,23620,26683,26687,26766,27048,25020,25008,25104,25442,18948,18947,19071,19536,11424,11429,11555,12049,4736,4740,4821,5141,1283,1285,1305,1383,389,390,390,401,139253,70652,139293,70642,140232,70942,143786,72026,0.026,12.92,7.96,0.02,0.04,-0.05,-0.73,-3.35,-2.37,0.45,0.97,30.5862940062161,5.85256162901737,36.4388556352334,84.5394542010315,15.4605457989685,90.7805721823833,1,158.097139088084,172.758882018648,5,4,23,100,77,42,192,190,0,121,127,120,18,0,0,0,124,124,293,124,0,0,94,100,94,64,0,0,0,0,31,100,23,100,77,11,59,0,2,24
HYY039,HYY,39,61.807770783,24.1421659257,Tomst,16586,791,19,29,34,271,959,96,91,88,93,93,93,86,86,86,85,83,50,50,49,49,50,1028,1064,1096,1058,1053,6,7,7,9,728,717,731,731,2907,2840,2929,2925,8447,8303,8493,8486,16089,15912,16139,16131,23319,23158,23356,23348,26856,26715,26881,26873,25201,25050,25233,25224,19155,18981,19204,19195,11623,11456,11676,11668,4862,4759,4898,4893,1322,1294,1331,1330,401,397,401,401,140911,71212,139582,70745,141272,71318,141205,71293,0.019,12.39,7.46,0.09,0.09,0.1,0.18,0.24,0.16,-2.12,0.98,28.3802985279966,0.126766175998872,28.5070647039955,99.6197014720034,0.380298527996616,68.014129407991,1,139.901492639983,94.6903485119583,5,4,100,100,100,76,6,6,0,4,245,181,25,0,0,0,811,2626,4,811,0,94,84,95,93,73,94,0,0,0,0,100,100,100,100,76,51,0,2,29
HYY040,HYY,40,61.8055676052,24.1400214139,Tomst,16357,296,46,56,31,241,912,117,99,94,90,88,82,64,62,61,58,56,28,28,28,27,27,611,892,902,870,836,3,8,19,20,655,706,722,727,2457,2788,2881,2906,7460,8175,8388,8442,14832,15709,15993,16068,22128,22897,23195,23277,25796,26439,26720,26800,24098,24793,25074,25154,17962,18775,19054,19131,10518,11321,11554,11618,4185,4693,4829,4866,1145,1273,1311,1322,376,391,398,400,131611,67856,137959,70007,140118,70847,140709,71085,0.153,16.12,10.48,-0.42,-0.63,-0.76,-1.1,-1.32,-1.57,-2.52,0.93,30,2,32,94,6,95,1,154,117,5,4,100,100,100,90,5,5,0,2,25,0,0,15,5,5,852,2762,2,852,0,95,56,81,70,58,95,0,0,0,0,100,100,100,100,90,58,0,2,29
HYY032,HYY,32,61.8053888809,24.1379310037,Tomst,16530,39,98,100,1,6,36,276,4,17,16,17,26,1,2,2,4,12,3,5,7,11,16,21,71,57,44,57,78,83,100,100,736,727,730,730,2951,2898,2920,2915,8540,8427,8475,8463,16198,16065,16122,16108,23410,23297,23347,23335,26929,26837,26878,26869,25288,25184,25228,25218,19270,19139,19192,19179,11739,11607,11660,11647,4938,4854,4887,4879,1342,1319,1328,1326,403,400,401,401,141744,71487,140755,71160,141170,71299,141069,71265,0.034,13.65,10.36,-0.04,-0.05,-0.06,-0.12,-0.09,0.02,-0.08,0.98,9,1,10,90,10,25,3,25,14,6,4,100,100,100,96,50,50,0,104,0,0,0,92,75,61,765,2872,104,765,0,50,11,0,1,54,50,0,0,0,0,100,100,100,100,96,0,4,0,29
HYY011,HYY,11,61.8179376171,24.1614893609,Tomst,18033,1612,0,3,68,891,1823,-6,100,100,100,99,96,88,86,83,81,77,59,59,59,59,63,1813,1887,1769,1728,1708,1,1,4,2,805,792,784,759,3380,3298,3250,3097,9455,9280,9176,8852,17264,17058,16934,16561,24299,24125,24018,23713,27642,27499,27410,27170,26074,25917,25819,25551,20269,20074,19954,19603,12753,12557,12437,12077,5588,5463,5387,5154,1519,1485,1464,1401,422,418,416,409,149470,73985,147965,73490,147048,73182,144347,72324,0.086,7.22,7.88,0.15,0.3,0.47,0.58,0.58,0.89,3.56,1.05,28,4,32,88,12,63,1,182,153,4,0,35,0,2,39,340,63,47,75,233,25,25,0,0,0,80,1823,461,80,25,0,82,100,99,71,37,4,0,0,0,53,31,0,2,39,76,0,2,24
HYY021,HYY,21,61.8173109275,24.1650659159,Tomst,17765,1300,8,18,43,551,1551,48,100,95,93,94,94,92,92,92,92,92,84,83,81,77,71,1641,1428,1275,1333,1371,9,8,15,13,722,728,727,738,2873,2906,2900,2969,8372,8444,8433,8581,15998,16086,16075,16246,23234,23316,23309,23452,26781,26853,26849,26964,25129,25201,25196,25322,19077,19160,19149,19310,11555,11629,11616,11778,4821,4867,4858,4962,1310,1322,1320,1348,398,400,400,403,140270,70987,140911,71214,140833,71194,142072,71595,0.051,11.87,9.96,0.01,-0.01,-0.03,-0.14,-0.54,-0.08,0.1,1,32.783018588262,1.07232713724601,33.855345725508,96.7348004967646,3.26519950323538,90.6383643137699,1,147.988470875695,150.963311032807,5,4,34,86,64,36,254,60,0,144,182,85,85,0,0,0,147,1623,259,147,0,0,94,90,94,76,40,0,0,0,0,100,34,86,64,36,64,0,2,24
HYY026,HYY,26,61.8172951231,24.1798985696,Tomst,17035,497,16,29,30,240,945,120,100,100,100,100,98,93,91,87,82,79,63,62,60,58,60,1290,1308,1329,1327,1295,0,0,0,0,769,752,735,718,3227,3110,2988,2921,9133,8876,8614,8467,16889,16587,16268,16086,23981,23717,23435,23267,27383,27161,26923,26775,25793,25552,25297,25141,19914,19628,19328,19151,12401,12118,11824,11658,5358,5180,4998,4897,1454,1405,1354,1326,397,394,393,391,146699,73090,144481,72342,142159,71548,140799,71067,0.07,9.89,12.3,-0.19,-0.46,-0.68,-0.7,-1.29,-3.42,-4.63,0.94,31.562144217026,17.6864326510779,49.2485768681038,64.3135673489221,35.6864326510779,31.7514231318962,1,113.135673489221,85.9577796295207,3,0,29,0,2,31,102,102,33,61,291,28,5,0,0,0,313,1014,61,313,25,0,74,95,96,74,0,0,0,0,1,67,29,0,2,30,71,0,1,25
HYY010,HYY,10,61.8175919932,24.1812818155,Tomst,16898,9,100,100,0,2,13,161,0,0,0,7,37,23,27,36,49,65,46,48,53,58,64,2,3,3,3,13,100,100,100,100,734,731,732,730,2944,2929,2941,2935,8532,8500,8524,8515,16190,16152,16181,16170,23404,23371,23395,23385,26926,26899,26918,26909,25281,25250,25272,25262,19258,19220,19246,19236,11724,11687,11714,11705,4927,4903,4920,4913,1338,1332,1336,1333,402,400,400,399,141660,71465,141374,71368,141580,71436,141492,71407,0.014,16.14,7.14,0.02,0.01,0,-0.06,-0.85,-3.61,-5.34,0.94,0,0,0,0,0,0,3,0,0,5,3,62,100,100,33,54,54,0,121,255,0,0,38,35,35,285,994,121,285,0,46,50,0,0,73,46,0,0,0,2,100,62,100,100,31,0,0,0,25
HYY044,HYY,44,61.8235098198,24.1933652914,Tomst,17491,1869,7,10,54,1064,2681,29,95,99,97,94,93,91,91,90,88,84,76,75,73,72,69,2246,2644,2599,2536,2437,1,2,1,3,617,632,714,717,2132,2284,2858,2790,6737,7049,8254,8112,13981,14335,15679,15563,21314,21691,22753,22667,25257,25492,26224,26159,23459,23735,24610,24530,16938,17399,18684,18575,9610,10004,11322,11198,3678,3911,4765,4651,1003,1066,1300,1287,374,375,392,396,125099,65653,127974,66626,137555,69518,136645,69264,0.136,4.87,8.11,-0.13,-0.37,-0.82,-0.45,1.07,1.31,2.68,1.03,32.6301389109653,1.12720239041371,33.757341301379,97.3698610890347,2.63013891096533,91.3639880479314,1,235.774960424689,224.307262150757,4,0,28,0,0,40,179,179,110,167,89,73,25,0,0,0,300,1024,167,300,45,0,89,100,97,66,0,0,0,0,1,0,28,0,0,39,85,0,2,24
HYY014,HYY,14,61.8268785,24.1927579932,Tomst,17300,1923,0,0,83,1061,2275,32,100,100,100,100,99,98,97,94,90,85,79,78,77,74,71,2226,2419,2286,2279,2263,0,0,0,0,747,725,700,708,3034,2899,2741,2785,8721,8421,8085,8183,16376,16021,15631,15753,23518,23212,22886,22999,26968,26722,26463,26564,25344,25070,24784,24891,19389,19051,18687,18810,11892,11558,11189,11305,5045,4833,4597,4668,1372,1315,1252,1270,402,398,392,394,142808,71702,140224,70843,137406,69934,138331,70265,0.105,7.18,10.18,-0.05,-0.14,-0.16,0.05,-0.25,0.34,2.52,1.02,27,15,42,64,36,34,1,146,207,3,0,16,0,0,55,255,255,116,233,67,49,49,0,0,0,636,1372,233,636,49,0,87,100,100,51,0,0,0,0,0,0,16,0,0,55,72,0,2,24
HYY042,HYY,42,61.8259908633,24.1828285736,Tomst,17916,1843,3,5,66,1362,2960,1,90,98,98,97,93,90,91,92,92,86,80,78,73,66,56,2353,2420,2300,2234,2274,4,2,12,6,763,743,745,746,3125,3001,3013,3019,8912,8648,8672,8683,16635,16326,16353,16352,23779,23520,23542,23522,27229,27020,27037,27004,25617,25385,25403,25375,19684,19389,19412,19401,12155,11857,11881,11885,5203,5013,5028,5035,1413,1362,1367,1369,411,405,405,405,144926,72530,142671,71794,142860,71852,142798,71780,0.051,6.82,9.15,-0.07,0.01,0.16,0.94,2.91,6.54,8.19,1.1,36,3,39,92,8,103,1,239,354,3,0,5,0,0,76,341,341,230,564,83,76,76,0,0,0,638,1575,564,638,85,0,93,100,99,27,0,0,0,0,0,0,5,0,0,76,90,0,2,36
HYY019,HYY,19,61.8266937439,24.1652012243,Tomst,17185,10,100,100,0,3,17,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,100,100,100,100,735,731,730,730,2946,2924,2917,2915,8532,8483,8470,8465,16192,16133,16117,16112,23411,23360,23344,23341,26934,26892,26878,26876,25286,25241,25226,25223,19257,19203,19186,19182,11722,11669,11653,11648,4925,4891,4881,4878,1339,1329,1327,1326,402,401,401,401,141682,71477,141258,71337,141129,71290,141096,71280,0.013,16.25,11.54,-0.02,-0.03,-0.03,0.01,0.01,0.01,-0.76,0.99,0,0,0,0,0,0,3,0,0,6,5,100,100,100,78,209,209,0,931,0,0,0,251,235,234,1071,2283,931,1071,0,0,0,0,0,20,0,0,0,0,0,100,100,100,100,78,0,4,0,36
HYY037,HYY,37,61.824448218,24.1641493703,Tomst,17204,2,100,100,0,0,4,413,0,0,0,0,0,1,3,6,11,15,14,14,14,14,13,3,3,4,4,4,100,100,100,100,744,732,729,729,3000,2927,2912,2914,8647,8490,8459,8463,16328,16142,16106,16110,23527,23368,23337,23340,27029,26899,26873,26875,25390,25248,25220,25223,19387,19212,19177,19181,11851,11677,11642,11646,5007,4896,4874,4877,1361,1331,1325,1325,405,402,401,401,142675,71806,141322,71359,141055,71270,141085,71279,0.016,15.64,9.72,0.01,0.01,0,-0.02,-0.21,-0.23,-0.63,0.99,0,0,0,0,0,0,3,0,0,5,3,89,100,100,81,168,168,0,726,0,0,0,87,60,60,813,2160,726,813,0,0,12,0,0,21,0,0,0,0,0,100,89,100,100,81,0,4,0,36
HYY006,HYY,6,61.8186773167,24.1419871787,Tomst,17707,1630,3,6,64,801,1619,-7,100,100,97,99,99,99,99,99,98,98,96,96,94,92,86,1907,1785,1677,1703,1728,1,3,1,3,754,727,738,738,3071,2955,2983,2992,8844,8577,8600,8624,16547,16227,16233,16274,23691,23404,23383,23434,27142,26897,26862,26915,25522,25259,25236,25291,19577,19270,19277,19328,12056,11761,11790,11829,5113,4929,4980,5003,1393,1336,1352,1355,401,398,402,401,144112,72240,141739,71426,141838,71375,142186,71535,0.06,8.69,11.14,-0.24,-0.28,-0.05,0.52,0.46,2.21,5.64,1.05,32,5,37,86,14,94,1,196,222,4,0,10,0,0,67,139,139,88,119,150,119,101,0,0,0,1002,2798,119,1002,40,0,99,100,99,44,0,0,0,0,0,12,10,0,0,67,79,0,2,24
HYY050,HYY,50,61.8178060927,24.1363857621,Tomst,16810,5,100,100,0,1,12,293,0,0,0,0,0,0,0,0,0,4,1,2,3,6,10,5,4,4,4,4,100,100,100,100,730,731,732,732,2920,2927,2932,2933,8472,8486,8498,8500,16125,16142,16156,16158,23352,23366,23378,23380,26884,26895,26905,26906,25232,25245,25256,25257,19194,19210,19223,19225,11658,11674,11687,11689,4886,4896,4905,4906,1327,1330,1333,1333,401,401,402,402,141181,71310,141303,71350,141407,71384,141421,71388,0.008,17.58,7.4,0.02,0.03,0.04,0.03,0.02,-0.91,-2.61,0.98,0,0,0,0,0,0,3,0,0,5,3,99,100,100,69,10,10,0,44,0,0,0,105,90,90,1286,3049,44,1286,0,90,2,0,0,47,90,0,0,0,0,100,99,100,100,69,0,4,0,36
HYY053,HYY,53,61.8213289077,24.1365048901,Tomst,16911,0,100,100,0,2,12,210,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,6,5,10,9,11,100,98,100,100,742,729,731,731,2995,2913,2922,2925,8637,8461,8480,8486,16315,16107,16129,16137,23516,23336,23355,23362,27020,26871,26887,26893,25380,25219,25236,25242,19374,19177,19198,19205,11839,11643,11664,11671,5000,4875,4889,4893,1359,1325,1329,1330,405,401,401,401,142583,71774,141057,71267,141220,71321,141277,71340,0.016,17.44,7.27,0.03,0.04,0.05,0.04,0.02,-0.13,-1.02,0.99,0,0,0,0,0,0,3,0,0,5,5,100,100,100,87,31,31,0,150,0,0,0,238,110,110,1163,3176,150,1163,0,69,0,0,0,18,69,0,0,0,0,100,100,100,100,87,0,4,0,36
HYY030,HYY,30,61.8268572693,24.1332863205,Tomst,17039,9,100,100,0,3,15,201,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,3,4,13,10,8,100,99,100,100,724,732,730,730,2881,2930,2916,2914,8390,8496,8467,8463,16024,16148,16115,16110,23266,23373,23344,23339,26815,26902,26879,26874,25156,25252,25227,25221,19097,19217,19185,19180,11563,11682,11651,11645,4824,4900,4880,4877,1311,1332,1326,1326,399,402,401,401,140450,71068,141366,71371,141122,71291,141080,71275,0.016,15.7,6.68,0.05,0.03,0.04,-0.01,-0.01,0.01,0.15,1.01,0,0,0,0,0,0,3,0,0,6,5,100,100,100,100,188,154,0,567,0,0,0,536,420,400,566,3608,702,566,0,0,0,0,0,1,0,0,0,0,0,100,100,100,100,100,0,3,0,36
HYY022,HYY,22,61.8151291768,24.2604819635,Tomst,15215,1844,4,6,68,985,2238,14,100,99,91,94,94,91,89,86,80,79,76,76,77,78,74,2581,2233,2037,2116,2120,2,9,2,9,722,718,730,726,2905,2881,2951,2928,8443,8392,8544,8493,16080,16020,16194,16131,23295,23245,23390,23331,26831,26790,26902,26848,25185,25137,25260,25204,19154,19093,19251,19190,11630,11568,11731,11674,4870,4830,4935,4899,1322,1312,1340,1329,400,398,401,399,140836,71170,140383,71019,141629,71413,141152,71243,0.035,19.31,8.29,0.04,-0.02,-0.13,-0.37,-0.87,-3.05,-9.07,0.91,29,17,46,63,37,79,1,171,187,3,4,27,57,41,24,4,4,0,7,145,35,15,0,0,0,307,1437,7,307,0,96,81,100,99,65,96,0,0,0,4,100,27,57,41,20,92,0,2,24
HYY016,HYY,16,61.8160392854,24.2521033132,Tomst,16208,532,34,41,31,351,1391,106,88,55,72,81,91,87,88,90,90,90,80,80,80,80,80,1031,660,1099,1154,1183,48,31,55,35,719,720,762,737,2858,2852,3136,2926,8315,8283,8890,8367,15873,15810,16493,15810,23041,22937,23482,22810,26558,26434,26840,26223,24930,24817,25268,24627,18950,18873,19471,18785,11489,11449,12080,11466,4806,4794,5202,4849,1306,1306,1415,1344,397,397,408,400,139242,70438,138672,70124,143446,71579,138343,69634,0.127,3.66,6.06,0.71,1.44,2.32,4.6,6.61,4.92,0.67,1.1,29,4,33,88,12,66,1,189,144,4,0,65,0,0,31,204,204,193,41,187,145,111,0,0,0,540,1203,41,540,34,0,93,81,84,75,0,0,0,0,0,0,65,0,0,31,46,0,2,24
HYY046,HYY,46,61.8171296007,24.251253108,Tomst,15381,1410,2,3,66,667,1623,32,100,100,100,100,99,97,97,97,96,94,84,83,80,77,72,1828,1853,1828,1792,1777,0,0,0,0,748,732,726,723,3043,2941,2907,2894,8743,8524,8449,8419,16432,16177,16086,16048,23599,23388,23307,23268,27072,26906,26837,26800,25442,25260,25188,25150,19471,19240,19154,19115,11946,11711,11628,11594,5072,4920,4868,4848,1378,1337,1322,1316,406,402,398,397,143352,71985,141538,71406,140872,71180,140573,71066,0.045,18.42,8.5,-0.05,-0.05,-0.08,-0.09,-0.58,-2.56,-7.28,0.92,28,22,50,56,44,68,1,190,252,3,4,78,100,100,31,6,6,0,11,318,97,74,0,0,0,540,1075,11,540,0,94,96,100,100,75,94,0,0,0,0,100,78,100,100,31,86,0,1,24
HYY009,HYY,9,61.8612715409,24.2426026793,Tomst,16061,404,32,57,18,116,722,186,75,77,79,77,80,65,66,70,74,80,60,62,66,71,75,512,486,530,527,517,21,21,35,36,727,728,729,730,2900,2903,2913,2917,8432,8439,8461,8469,16071,16080,16105,16115,23303,23311,23332,23341,26841,26848,26866,26872,25186,25195,25214,25221,19139,19151,19174,19184,11607,11619,11642,11651,4853,4860,4875,4881,1319,1321,1325,1327,400,400,401,401,140780,71167,140856,71194,141038,71254,141110,71277,0.012,13.74,8.26,0.02,0.01,0.02,0.01,-0.26,-0.55,0.42,1.01,17,5,22,77,23,44,1,72,35,4,4,83,100,100,26,99,99,0,182,184,148,5,0,0,0,687,3389,182,687,0,1,86,86,78,84,1,0,0,0,0,100,83,100,100,26,0,4,0,24
HYY008,HYY,8,61.8599373322,24.239687503,Tomst,16571,1936,0,1,66,1032,2254,1,100,100,100,99,99,98,98,98,98,97,94,93,93,92,91,2057,2158,2222,2218,2165,0,0,0,0,672,679,715,752,2552,2598,2826,3058,7676,7762,8254,8754,15134,15237,15823,16413,22461,22513,23028,23533,26111,26138,26567,26980,24420,24461,24922,25373,18261,18344,18900,19456,10753,10876,11420,11973,4347,4408,4754,5103,1182,1202,1291,1386,384,386,396,406,133954,68793,134605,68944,138896,70390,143188,71809,0.11,4.36,7.71,-0.06,0.08,0.3,0.45,1.09,1.96,2.43,1.04,30.6118452325457,0.122369046509143,30.7342142790549,99.6940773837271,0.305922616272857,87.1625059418369,1,232.061184523255,211.118452325457,4,0,30,0,0,23,282,282,127,288,400,356,114,0,0,0,881,3264,288,881,55,0,99,100,99,93,0,0,0,0,0,0,30,0,0,23,84,0,2,24
