term,estimate,std.error,statistic,p.value,area,month,resp
allwet_prop_100m,0.009554431797121881,0.006603350654693617,1.4469066231293737,0.1515583106126898,MAL,1,T2_absmax
pgaps2m_metsakeskus,-0.002446439385315516,0.004420243677285265,-0.5534625608735716,0.5813827728840157,MAL,1,T2_absmax
canopy_portion_decid,0.007788556510261552,0.003714533839050103,2.0967789897031266,0.03895015328923923,MAL,1,T2_absmax
forest_prop_100m,0.006223476645415122,0.004912205684468032,1.2669413793264428,0.2085965827047002,MAL,1,T2_absmax
(Intercept),-20.76195425421537,3.7131878582014575,-5.591409604649456,2.6133226278617704e-7,MAL,1,T2_absmin
altitude,-0.009309233521457997,0.0018109066413645341,-5.140647954354735,1.6949034891143737e-6,MAL,1,T2_absmin
pisr,NA,NA,NA,NA,MAL,1,T2_absmin
moist_med,0.04193664655167862,0.014076182058358148,2.979262869563235,0.0037549780071822235,MAL,1,T2_absmin
snow_days,0.08979838259413837,0.0154609109186172,5.808091325719236,1.0394417154794884e-7,MAL,1,T2_absmin
tpi100,-0.03348520518602738,0.026201783843216395,-1.2779742549741189,0.20469722971512894,MAL,1,T2_absmin
allwet_prop_100m,0.008351220813860487,0.012613048203418476,0.6621096406812337,0.509671337928048,MAL,1,T2_absmin
pgaps2m_metsakeskus,-0.002926075471853763,0.008443099494167572,-0.34656413487429266,0.7297653205694836,MAL,1,T2_absmin
canopy_portion_decid,0.014920466152411842,0.007095124402013429,2.102918188182545,0.03839528415528136,MAL,1,T2_absmin
forest_prop_100m,0.013746074253035008,0.009382795238847764,1.4650297595882598,0.1465591899358733,MAL,1,T2_absmin
(Intercept),-9.58594363255045,2.4528133831060104,-3.908142257611021,1.848894010508506e-4,MAL,1,T2_meanmax
altitude,-0.00613366333627948,0.0011962271275027681,-5.127507306312351,1.787933802409909e-6,MAL,1,T2_meanmax
pisr,NA,NA,NA,NA,MAL,1,T2_meanmax
moist_med,0.027442056750826484,0.009298276589889777,2.951305705475017,0.00407723149377171,MAL,1,T2_meanmax
snow_days,0.04214203835495065,0.01021298427776358,4.126319713103371,8.488455852057675e-5,MAL,1,T2_meanmax
tpi100,-0.022403205356426564,0.017308062108934423,-1.2943797644949533,0.19899915138686497,MAL,1,T2_meanmax
allwet_prop_100m,0.005802665982908815,0.008331777065028731,0.6964499815128942,0.4880251960247105,MAL,1,T2_meanmax
pgaps2m_metsakeskus,-0.002518904708524463,0.005577242042426777,-0.45163984086809217,0.6526654148642766,MAL,1,T2_meanmax
canopy_portion_decid,0.009208968438345523,0.004686812720671235,1.9648680216577195,0.052657794481283174,MAL,1,T2_meanmax
forest_prop_100m,0.008709918652432197,0.006197975058535409,1.4052845599043706,0.16353885513494065,MAL,1,T2_meanmax
(Intercept),-12.182335804269549,2.8214377243295177,-4.317775898160057,4.2022831257307235e-5,MAL,1,T2_meanmin
altitude,-0.007171789144296818,0.001376003721950002,-5.212041966088091,1.2664326167223853e-6,MAL,1,T2_meanmin
pisr,NA,NA,NA,NA,MAL,1,T2_meanmin
moist_med,0.031058693304108945,0.01069568052859535,2.903853870828717,0.004683215418720822,MAL,1,T2_meanmin
snow_days,0.05440747426385241,0.011747856285249658,4.631268287829261,1.2798604870263972e-5,MAL,1,T2_meanmin
tpi100,-0.022545491388730837,0.019909227381720997,-1.132414179438738,0.260607810288084,MAL,1,T2_meanmin
allwet_prop_100m,0.0037315691407483623,0.009583929329433024,0.3893569132744344,0.6979746136584807,MAL,1,T2_meanmin
pgaps2m_metsakeskus,-0.0021503329113797993,0.006415425325302629,-0.33518166019310086,0.7383042765913064,MAL,1,T2_meanmin
canopy_portion_decid,0.009724357148924086,0.005391176641503902,1.8037541330145355,0.07477138106571155,MAL,1,T2_meanmin
forest_prop_100m,0.008854257398550908,0.007129446033297944,1.2419278240128708,0.21763946192949296,MAL,1,T2_meanmin
(Intercept),-14.928912051647645,3.4545837013209297,-4.321479327867863,4.187151737863516e-5,MAL,1,T3_mean
altitude,-0.007957597007461329,0.00168495461443065,-4.722736707154702,9.095594275973334e-6,MAL,1,T3_mean
pisr,NA,NA,NA,NA,MAL,1,T3_mean
moist_med,0.034495114310628634,0.013094840279169889,2.63425239065347,0.010018000265669492,MAL,1,T3_mean
snow_days,0.06423495647110752,0.014381700724298365,4.466436738082056,2.4322946139391577e-5,MAL,1,T3_mean
tpi100,-0.017919261231145258,0.02437927734283286,-0.7350201968317674,0.46435033635206235,MAL,1,T3_mean
allwet_prop_100m,-0.0015786087355812814,0.011732310855484209,-0.13455224252291004,0.8932839979020524,MAL,1,T3_mean
pgaps2m_metsakeskus,-0.001494584597405135,0.007922395457950529,-0.18865311701970686,0.850814395872402,MAL,1,T3_mean
canopy_portion_decid,0.007720286100788038,0.0066009225634107984,1.1695768321206979,0.2454405063401039,MAL,1,T3_mean
forest_prop_100m,0.010528366649463333,0.008767527855055121,1.2008364071969226,0.23315035421314767,MAL,1,T3_mean
(Intercept),0.348399981810227,1.9296948274400907,0.18054667342007136,0.8571531900599645,MAL,1,T3_absmax
altitude,-0.0025012076441718197,9.411982701981952e-4,-2.6574715693486364,0.009403418160539268,MAL,1,T3_absmax
pisr,NA,NA,NA,NA,MAL,1,T3_absmax
moist_med,0.01530257815856182,0.007314642729080832,2.09204724350013,0.03941748626287516,MAL,1,T3_absmax
snow_days,-0.004819313284031013,0.008033469701966783,-0.5999043330992001,0.5501659406198757,MAL,1,T3_absmax
tpi100,-0.01674133995278393,0.01361801289318986,-1.22935262905765,0.22233185011298273,MAL,1,T3_absmax
allwet_prop_100m,0.006625690408487333,0.006553547845168819,1.0110081691662167,0.3148818551620415,MAL,1,T3_absmax
pgaps2m_metsakeskus,-8.791528950390459e-4,0.004425368396862524,-0.1986620810286311,0.8430014934996816,MAL,1,T3_absmax
canopy_portion_decid,0.004299271362132297,0.003687207266703615,1.1659966612009502,0.2468770918689814,MAL,1,T3_absmax
forest_prop_100m,0.0042259971646137874,0.004897450637791057,0.8628973474493004,0.3906220823900176,MAL,1,T3_absmax
(Intercept),-36.195389786650445,6.761709011025675,-5.352994298871789,7.232247786234438e-7,MAL,1,T3_absmin
altitude,-0.01573872755555246,0.003297987191686399,-4.7722221587842455,7.49783793150274e-6,MAL,1,T3_absmin
pisr,NA,NA,NA,NA,MAL,1,T3_absmin
moist_med,0.0635272712263115,0.025630729248143157,2.478558866245048,0.015168244654667217,MAL,1,T3_absmin
snow_days,0.1605596244812387,0.028149520691647792,5.703813796335017,1.6638005760534907e-7,MAL,1,T3_absmin
tpi100,-0.013934350516905914,0.04771792885733091,-0.2920149899750978,0.7709866997767711,MAL,1,T3_absmin
allwet_prop_100m,-0.008024663180916264,0.022963829766622337,-0.34944794759713904,0.7276173155171853,MAL,1,T3_absmin
pgaps2m_metsakeskus,4.993602915247694e-4,0.015506624643788427,0.0322030295435571,0.9743856379351183,MAL,1,T3_absmin
canopy_portion_decid,0.015365776545295253,0.012920085728717754,1.1892936988135774,0.23763578806280686,MAL,1,T3_absmin
forest_prop_100m,0.015692577454712572,0.01716081508729303,0.9144424303209446,0.3630711820734023,MAL,1,T3_absmin
(Intercept),-11.501585280838952,2.870695772636531,-4.006549697976376,1.3158004806272758e-4,MAL,1,T3_meanmax
altitude,-0.006342139313252663,0.0014001664185704812,-4.5295610786950276,1.9141445603900663e-5,MAL,1,T3_meanmax
pisr,NA,NA,NA,NA,MAL,1,T3_meanmax
moist_med,0.030031973362246465,0.01088157239275742,2.7598928057709022,0.007080812144057795,MAL,1,T3_meanmax
snow_days,0.047106872239095314,0.011950929849168429,3.9416909674499605,1.6553100751692018e-4,MAL,1,T3_meanmax
tpi100,-0.020286727795212015,0.020258732877493604,-1.0013818691370135,0.3194844633809267,MAL,1,T3_meanmax
allwet_prop_100m,0.002595091996307163,0.009749335401315654,0.2661814256546103,0.7907441019372488,MAL,1,T3_meanmax
pgaps2m_metsakeskus,-0.0020421918251530523,0.006583365498308024,-0.31020483758313455,0.7571644990880041,MAL,1,T3_meanmax
canopy_portion_decid,0.007525574310748835,0.00548524573048812,1.3719666684976664,0.1736840124864349,MAL,1,T3_meanmax
forest_prop_100m,0.010694253201187106,0.007285655038653696,1.4678506111597729,0.14583556375559723,MAL,1,T3_meanmax
(Intercept),-19.19007259279641,4.244475941303295,-4.521187741001535,1.9761530629800458e-5,MAL,1,T3_meanmin
altitude,-0.00993833256273486,0.002070220304809592,-4.800615924617229,6.708095077413586e-6,MAL,1,T3_meanmin
pisr,NA,NA,NA,NA,MAL,1,T3_meanmin
moist_med,0.04029310792252453,0.01608898186455679,2.5043914065990838,0.014176048992165161,MAL,1,T3_meanmin
snow_days,0.0855619595033749,0.01767008357503905,4.842193255058547,5.695867912257306e-6,MAL,1,T3_meanmin
tpi100,-0.01574443965898036,0.029953610939705406,-0.5256274340570442,0.6005156856319269,MAL,1,T3_meanmin
allwet_prop_100m,-0.007387072681618206,0.014414909426844433,-0.512460568629137,0.6096578138186244,MAL,1,T3_meanmin
pgaps2m_metsakeskus,-5.883337071172991e-4,0.00973385502452981,-0.06044200428655124,0.9519454914677056,MAL,1,T3_meanmin
canopy_portion_decid,0.00785315760021299,0.008110226711279327,0.9683030918594646,0.3356401917253953,MAL,1,T3_meanmin
forest_prop_100m,0.01013137528258507,0.010772227354415695,0.9405088612831839,0.3496217871377285,MAL,1,T3_meanmin
(Intercept),-12.752612522560034,7.30186941267741,-1.7464859752790312,0.09209581344142473,MAL,1,T4_mean
altitude,0.002580195599215676,0.0026303408268866222,0.9809358440707093,0.3353329658212978,MAL,1,T4_mean
pisr,NA,NA,NA,NA,MAL,1,T4_mean
moist_med,0.0010480511070165195,0.01329915973537987,0.07880581389126262,0.9377682440158672,MAL,1,T4_mean
snow_days,0.010666805260318345,0.032208436455795963,0.33118047425114405,0.7430648719467536,MAL,1,T4_mean
tpi100,0.005723560029981948,0.026654054287525993,0.21473506312548313,0.8315875401161218,MAL,1,T4_mean
allwet_prop_100m,-0.029411865611588144,0.01798060779019239,-1.635754806221344,0.1134969701397393,MAL,1,T4_mean
pgaps2m_metsakeskus,0.017155206640003483,0.007209500953134072,2.3795276193903367,0.024661807298738212,MAL,1,T4_mean
canopy_portion_decid,-0.0031170831156823947,0.006434617716361174,-0.4844239787169718,0.6319915951586381,MAL,1,T4_mean
forest_prop_100m,-0.016190788575298688,0.007925716262733775,-2.0428170828454673,0.050944913990949886,MAL,1,T4_mean
(Intercept),9.309186503075425,4.067306846249317,2.2887839189364154,0.030140331738233075,MAL,1,T4_absmax
altitude,-0.0046977985548643155,0.0014651594884168455,-3.2063393726101763,0.0034443884346551765,MAL,1,T4_absmax
pisr,NA,NA,NA,NA,MAL,1,T4_absmax
moist_med,0.013444432158177514,0.0074079335556399275,1.8148694311575975,0.08066928541248666,MAL,1,T4_absmax
snow_days,-0.022501372544320938,0.017940829491719167,-1.254199119093504,0.22051963887079712,MAL,1,T4_absmax
tpi100,0.005610236100381843,0.014846912668108664,0.3778722368612495,0.708479953151071,MAL,1,T4_absmax
allwet_prop_100m,6.684976923018104e-4,0.010015606282659802,0.06674560415370884,0.9472760284285919,MAL,1,T4_absmax
pgaps2m_metsakeskus,-0.00832616389591637,0.004015855519658095,-2.073322572278509,0.04780925522910191,MAL,1,T4_absmax
canopy_portion_decid,-0.003665158191933262,0.0035842279848656592,-1.022579536628063,0.31558203351575914,MAL,1,T4_absmax
forest_prop_100m,0.006596076056213551,0.004414803688611351,1.4940813955621899,0.14675028447911204,MAL,1,T4_absmax
(Intercept),-85.83420502832867,48.06328966714154,-1.785857889103442,0.08535964590549597,MAL,1,T4_absmin
altitude,0.0487037010044705,0.017313762536819217,2.81300502423421,0.009039275623859774,MAL,1,T4_absmin
pisr,NA,NA,NA,NA,MAL,1,T4_absmin
moist_med,0.053980332175667035,0.08753941361665206,0.6166403217190239,0.5426369806624336,MAL,1,T4_absmin
snow_days,0.13387411295148915,0.2120064498021493,0.6314624535075439,0.5330483497334948,MAL,1,T4_absmin
tpi100,0.16585702675133568,0.17544569200332183,0.9453468184798485,0.35286566798179664,MAL,1,T4_absmin
allwet_prop_100m,-0.2111549175710123,0.11835423393232057,-1.7840926391510308,0.0856524069400418,MAL,1,T4_absmin
pgaps2m_metsakeskus,0.08527500047710555,0.0474552902937987,1.7969545639519355,0.08353879873964531,MAL,1,T4_absmin
canopy_portion_decid,-0.026318624428672718,0.042354755709796625,-0.62138534357277,0.5395575051009253,MAL,1,T4_absmin
forest_prop_100m,-0.07177552102957893,0.052169653416969046,-1.3758098114225301,0.18018698213542703,MAL,1,T4_absmin
(Intercept),-1.3839318965422445,2.824818983958726,-0.489918789275053,0.6281486874485329,MAL,1,T4_meanmax
altitude,-0.0030277171886661748,0.0010175800582205349,-2.9754093195977247,0.006102204597718408,MAL,1,T4_meanmax
pisr,NA,NA,NA,NA,MAL,1,T4_meanmax
moist_med,-0.004335382629852106,0.00514494532399826,-0.8426489217737646,0.4068276995955048,MAL,1,T4_meanmax
snow_days,-0.010935935898880419,0.012460234167704675,-0.8776669644961375,0.3878677336236448,MAL,1,T4_meanmax
tpi100,-0.015121118021216289,0.010311452354947266,-1.466439207660347,0.15407988495666022,MAL,1,T4_meanmax
allwet_prop_100m,-0.001944365038584826,0.00695602171968007,-0.2795225657625252,0.7819739896941277,MAL,1,T4_meanmax
pgaps2m_metsakeskus,0.004627027853249581,0.002789085096745675,1.658976937866984,0.10869396730528423,MAL,1,T4_meanmax
canopy_portion_decid,-0.0010764931364076065,0.0024893118806173335,-0.4324460686463454,0.6688517081276599,MAL,1,T4_meanmax
forest_prop_100m,-0.0072128847723236435,0.0030661618956879426,-2.3524148488269296,0.026194990265662948,MAL,1,T4_meanmax
(Intercept),-26.731182745912196,14.235382524221952,-1.8777986963418964,0.07125036479041141,MAL,1,T4_meanmin
altitude,0.010609504591728184,0.005127989248177968,2.0689404907582167,0.048248894471286184,MAL,1,T4_meanmin
pisr,NA,NA,NA,NA,MAL,1,T4_meanmin
moist_med,0.005439492269091605,0.025927418772399614,0.2097969071600016,0.8354012374177586,MAL,1,T4_meanmin
snow_days,0.03563879153151098,0.06279205879241148,0.5675684508025397,0.5750175392652741,MAL,1,T4_meanmin
tpi100,0.035327665380194925,0.051963495532465716,0.6798554450233806,0.502383887290067,MAL,1,T4_meanmin
allwet_prop_100m,-0.06996073977218417,0.03505415058053462,-1.9957904731268254,0.05613530090808573,MAL,1,T4_meanmin
pgaps2m_metsakeskus,0.03283414603470845,0.014055305302834012,2.336067792713689,0.027160929777099038,MAL,1,T4_meanmin
canopy_portion_decid,-0.006055685249860114,0.012544629246656124,-0.48273130522963104,0.6331775266566233,MAL,1,T4_meanmin
forest_prop_100m,-0.02758712855181686,0.015451605116708298,-1.785389177593339,0.0854372967824325,MAL,1,T4_meanmin
(Intercept),-15.32854982180346,2.4521798743578667,-6.250989163597727,1.5167655763811298e-8,MAL,2,T1_mean
altitude,-0.007794263273962501,0.0011844924305683656,-6.580255874005468,3.518855405235694e-9,MAL,2,T1_mean
pisr,0.0014718161283381807,3.3713453754909194e-4,4.365664043316421,3.514768728684069e-5,MAL,2,T1_mean
moist_med,0.015929874940228548,0.009045320371606339,1.7611178251058006,0.08177292181958007,MAL,2,T1_mean
snow_days,0.06672141435792174,0.010207477157616218,6.536523504060761,4.278049622115961e-9,MAL,2,T1_mean
tpi100,-0.04660188111897284,0.017038238660623536,-2.7351348955260724,0.007571976901575603,MAL,2,T1_mean
allwet_prop_100m,0.014785778775728559,0.00797119596630711,1.8549009255606728,0.06703699493939679,MAL,2,T1_mean
pgaps2m_metsakeskus,-0.0034589777980783645,0.005400013926455215,-0.6405497921278466,0.5235183482078158,MAL,2,T1_mean
canopy_portion_decid,0.010482204186754324,0.004551371841191119,2.3030867510950443,0.023687403624561884,MAL,2,T1_mean
forest_prop_100m,0.007839240300200855,0.006083081699375402,1.2886955473581378,0.20095992977728888,MAL,2,T1_mean
(Intercept),-11.574706541551812,2.195936875826416,-5.270965057770981,9.9431924504298e-7,MAL,2,T1_absmax
altitude,-0.006466808092952777,0.0010607177045295084,-6.096634444148542,2.983343960053458e-8,MAL,2,T1_absmax
pisr,0.001235488328405597,3.019053254862064e-4,4.092303858555303,9.599427005059929e-5,MAL,2,T1_absmax
moist_med,0.014530909635339075,0.008100120535764374,1.7939127660114325,0.07634162566597802,MAL,2,T1_absmax
snow_days,0.05001657958453802,0.009140836581343731,5.471772647880051,4.3209465840337695e-7,MAL,2,T1_absmax
tpi100,-0.04586482090933409,0.015257810801416864,-3.0059896210716555,0.003469083049884956,MAL,2,T1_absmax
allwet_prop_100m,0.013026972743422217,0.007138237838868269,1.8249563880443045,0.07147954085162707,MAL,2,T1_absmax
pgaps2m_metsakeskus,-0.0025776577866841303,0.004835734048337049,-0.5330437449451042,0.5953781084321916,MAL,2,T1_absmax
canopy_portion_decid,0.00880094351768429,0.004075771670007175,2.15933183461889,0.03360874826983147,MAL,2,T1_absmax
forest_prop_100m,0.006660791146536085,0.00544742396836661,1.222741461875474,0.22476766776199303,MAL,2,T1_absmax
(Intercept),-20.425755161120605,2.8460873870017096,-7.176784259825096,2.3677761761872013e-10,MAL,2,T1_absmin
altitude,-0.009350824723193416,0.0013747641442993272,-6.801766515345967,1.3008355163745713e-9,MAL,2,T1_absmin
pisr,0.0018429401943859801,3.912903637594634e-4,4.709904370450801,9.43286120868961e-6,MAL,2,T1_absmin
moist_med,0.018529703835079996,0.010498321305960371,1.765015881592407,0.08111109122752727,MAL,2,T1_absmin
snow_days,0.08890868659383892,0.011847161904877408,7.504640124588467,5.254572822647657e-11,MAL,2,T1_absmin
tpi100,-0.05672719738131061,0.019775187234755305,-2.868604818143586,0.00518592603975127,MAL,2,T1_absmin
allwet_prop_100m,0.01602510409389314,0.009251654226615967,1.7321339191201852,0.08683493155456469,MAL,2,T1_absmin
pgaps2m_metsakeskus,-0.003058524094675636,0.006267448683690997,-0.4880014578554832,0.6267906918324536,MAL,2,T1_absmin
canopy_portion_decid,0.011612727759698224,0.005282484423847925,2.1983458592461225,0.030610255773954112,MAL,2,T1_absmin
forest_prop_100m,0.008410508031573144,0.007060241493592257,1.1912493417125127,0.23683306749935343,MAL,2,T1_absmin
(Intercept),-14.573375467736263,2.3954949320550236,-6.083659486281692,3.157063266101964e-8,MAL,2,T1_meanmax
altitude,-0.007564211255421656,0.0011571115333564494,-6.537149650111985,4.2661116119499995e-9,MAL,2,T1_meanmax
pisr,0.00142568275792448,3.2934128713989414e-4,4.328891680437544,4.0319761330589004e-5,MAL,2,T1_meanmax
moist_med,0.015866331502307502,0.0088362274462721,1.7956001697309547,0.07607046346094282,MAL,2,T1_meanmax
snow_days,0.06329884838992061,0.009971519649038843,6.347964063433602,9.887867887936517e-9,MAL,2,T1_meanmax
tpi100,-0.04616671318002698,0.01664438028770445,-2.7737117502735313,0.006795733438436105,MAL,2,T1_meanmax
allwet_prop_100m,0.014732102184082593,0.007786932655055076,1.8919005514345744,0.06186946746606287,MAL,2,T1_meanmax
pgaps2m_metsakeskus,-0.0034793966412194057,0.005275186428661719,-0.6595779482436427,0.5112871736362639,MAL,2,T1_meanmax
canopy_portion_decid,0.010343830218048399,0.004446161675772784,2.32646290718849,0.022345692729617554,MAL,2,T1_meanmax
forest_prop_100m,0.007907001547587016,0.005942464308800467,1.3305930228099438,0.18684034425561621,MAL,2,T1_meanmax
(Intercept),-16.00585160339638,2.5032298879213712,-6.394079776942619,8.061554940926508e-9,MAL,2,T1_meanmin
altitude,-0.007992206669636443,0.0012091514514169963,-6.609764773693511,3.083608235676416e-9,MAL,2,T1_meanmin
pisr,0.0015198090759275934,3.441530776221825e-4,4.416084512241578,2.9086706478862542e-5,MAL,2,T1_meanmin
moist_med,0.016105984592097368,0.009233627816947258,1.7442748301525315,0.08468403671441944,MAL,2,T1_meanmin
snow_days,0.06970461069950895,0.010419978635503082,6.689515702269343,2.1563678114243525e-9,MAL,2,T1_meanmin
tpi100,-0.046991471507082785,0.017392944416028542,-2.701754825581895,0.008308025133030987,MAL,2,T1_meanmin
allwet_prop_100m,0.014796661504582434,0.008137142056336042,1.8184101250955687,0.07248276340915291,MAL,2,T1_meanmin
pgaps2m_metsakeskus,-0.003424456641020408,0.0055124325899763155,-0.6212242209088168,0.5360952610264098,MAL,2,T1_meanmin
canopy_portion_decid,0.010600388626871567,0.00464612328934343,2.28155560382677,0.024985628271986873,MAL,2,T1_meanmin
forest_prop_100m,0.007857318859945443,0.006209720616246188,1.2653256636681407,0.2091721940161204,MAL,2,T1_meanmin
