term,estimate,std.error,statistic,p.value,area,month,resp
forest_prop_100m,0.016558110827989036,0.029560889509955245,0.5601357436288494,0.5768430578538131,MAL,12,T3_absmin
(Intercept),-7.740350799174614,2.839509883762258,-2.7259460667623743,0.007768424357386023,MAL,12,T3_meanmax
altitude,-0.004459305109904682,0.001394299261519037,-3.1982410325932724,0.0019359956452273512,MAL,12,T3_meanmax
pisr,NA,NA,NA,NA,MAL,12,T3_meanmax
moist_med,0.03984358006384531,0.01084760246509034,3.673030993905756,4.156969832912003e-4,MAL,12,T3_meanmax
snow_days,0.023888172125753847,0.011862414519571316,2.0137698009407545,0.04715980231824818,MAL,12,T3_meanmax
tpi100,-0.02355468142941798,0.02002326003163405,-1.176365956003406,0.24269463303450328,MAL,12,T3_meanmax
allwet_prop_100m,-0.007795923956178312,0.009641340390970764,-0.8085933739544443,0.4209803232431989,MAL,12,T3_meanmax
pgaps2m_metsakeskus,0.001585781965975348,0.0065707396459643635,0.24133994822779323,0.8098661396660347,MAL,12,T3_meanmax
canopy_portion_decid,0.0029520683767429814,0.005477614812424121,0.5389331812903694,0.5913253769015353,MAL,12,T3_meanmax
forest_prop_100m,0.008096935352409643,0.007267870579301179,1.114072583442753,0.2683519777899562,MAL,12,T3_meanmax
(Intercept),-27.400895806731377,5.588132357543068,-4.903408518902498,4.402703941771566e-6,MAL,12,T3_meanmin
altitude,-0.010248534857350697,0.002743969606849691,-3.7349301653223783,3.3684797776929607e-4,MAL,12,T3_meanmin
pisr,NA,NA,NA,NA,MAL,12,T3_meanmin
moist_med,0.07363800509323708,0.021347993427872355,3.449411081281947,8.725157361966279e-4,MAL,12,T3_meanmin
snow_days,0.11060217165992718,0.023345135297636207,4.737696751370986,8.463133414113236e-6,MAL,12,T3_meanmin
tpi100,0.0015739200012371397,0.039405612893313464,0.03994151811566443,0.9682323294104396,MAL,12,T3_meanmin
allwet_prop_100m,-0.03511490174810863,0.018974079476520533,-1.8506774882840324,0.06764921723388762,MAL,12,T3_meanmin
pgaps2m_metsakeskus,0.009076442881691415,0.012931162183508293,0.7019046511741243,0.4846339185462857,MAL,12,T3_meanmin
canopy_portion_decid,0.0042714688459285334,0.010779901401472728,0.39624377689994217,0.692906631939852,MAL,12,T3_meanmin
forest_prop_100m,0.008122859289556772,0.014303110190557324,0.5679086003909379,0.5715767757770035,MAL,12,T3_meanmin
(Intercept),-13.071409360450922,7.367359451205121,-1.7742326062715397,0.08617533335902647,MAL,12,T4_mean
altitude,0.007177401903081952,0.0027890266896796584,2.5734432480122065,0.015254629842784417,MAL,12,T4_mean
pisr,NA,NA,NA,NA,MAL,12,T4_mean
moist_med,0.007819399761329547,0.014185719959032606,0.551216278335639,0.5855677918706295,MAL,12,T4_mean
snow_days,0.003652435640271529,0.03222213347893325,0.11335176308730402,0.9105068389553403,MAL,12,T4_mean
tpi100,0.02307736532312782,0.022548105118344177,1.0234724914579656,0.314267068231539,MAL,12,T4_mean
allwet_prop_100m,-0.03641634541407397,0.01914334228576041,-1.9022981917406303,0.06677107034532281,MAL,12,T4_mean
pgaps2m_metsakeskus,0.008393271962961591,0.007722958606703629,1.086794891749921,0.28578275428434907,MAL,12,T4_mean
canopy_portion_decid,-0.005427812445547286,0.007023516250200865,-0.7728055652170032,0.44568385585382697,MAL,12,T4_mean
forest_prop_100m,-0.0041484671235702065,0.008685421117643734,-0.4776356917389912,0.6363713096455139,MAL,12,T4_mean
(Intercept),10.717793715703017,4.045964211033924,2.6490085321254346,0.012751730719056645,MAL,12,T4_absmax
altitude,-0.00491884116128184,0.0015316616821534992,-3.211441024212347,0.0031444444748214262,MAL,12,T4_absmax
pisr,NA,NA,NA,NA,MAL,12,T4_absmax
moist_med,-0.00418391138959303,0.007790432330895315,-0.5370576640529261,0.5951889725473252,MAL,12,T4_absmax
snow_days,-0.021334941986825992,0.017695566467521365,-1.2056659517503652,0.2373699338973714,MAL,12,T4_absmax
tpi100,0.010869345516934935,0.012382839053757389,0.8777749165395793,0.387041766626827,MAL,12,T4_absmax
allwet_prop_100m,0.008109129104268815,0.010513030927938434,0.7713407446294829,0.4465382574238246,MAL,12,T4_absmax
pgaps2m_metsakeskus,4.3625544182315524e-4,0.004241250115861807,0.10286010725743526,0.9187585071441925,MAL,12,T4_absmax
canopy_portion_decid,-0.001094691069383858,0.003857134373873881,-0.28380941996698295,0.7785060120991488,MAL,12,T4_absmax
forest_prop_100m,-0.0050271195543875645,0.004769809757822609,-1.0539455050891622,0.3003227286642393,MAL,12,T4_absmax
(Intercept),-59.271678094609904,28.6254229107359,-2.070595717640217,0.04709738122955474,MAL,12,T4_absmin
altitude,0.04908258724476241,0.01083659200154142,4.529337935559519,8.767825302485114e-5,MAL,12,T4_absmin
pisr,NA,NA,NA,NA,MAL,12,T4_absmin
moist_med,0.019891801908993367,0.055117744126649326,0.3608965175223076,0.7207058223433959,MAL,12,T4_absmin
snow_days,0.03554283623329232,0.12519712171363762,0.2838949949231993,0.7784410569886155,MAL,12,T4_absmin
tpi100,0.08841961728787968,0.08760927834771941,1.0092494648448542,0.3209263499304992,MAL,12,T4_absmin
allwet_prop_100m,-0.13792396578846539,0.07438028135918197,-1.8543082019605615,0.07354941787355014,MAL,12,T4_absmin
pgaps2m_metsakeskus,0.03823826891586086,0.030007081601378483,1.274308159114822,0.21233731855804044,MAL,12,T4_absmin
canopy_portion_decid,-0.013553494017994548,0.027289441259654927,-0.49665707293290073,0.6230508590842774,MAL,12,T4_absmin
forest_prop_100m,-0.036598538524159716,0.0337466706079774,-1.084508126721934,0.2867784730677038,MAL,12,T4_absmin
(Intercept),-4.690400382341469,3.048028488344647,-1.5388308870068264,0.13432774676166145,MAL,12,T4_meanmax
altitude,4.47024178518411e-4,0.001153877839299208,0.38741031614742255,0.7011874477290524,MAL,12,T4_meanmax
pisr,NA,NA,NA,NA,MAL,12,T4_meanmax
moist_med,6.614254916345992e-4,0.005868924795808338,0.11269960250760035,0.9110194763414883,MAL,12,T4_meanmax
snow_days,-0.0018875709762032388,0.013330960902547918,-0.1415930171877161,0.8883480587496453,MAL,12,T4_meanmax
tpi100,0.0019459990486992553,0.009328615932762815,0.20860533467400638,0.8361662518675383,MAL,12,T4_meanmax
allwet_prop_100m,-0.008021202167828338,0.00791999535730348,-1.0127786451833625,0.3192650015720425,MAL,12,T4_meanmax
pgaps2m_metsakeskus,7.275818420956087e-4,0.003195147189905144,0.22771465564852705,0.8214129403543072,MAL,12,T4_meanmax
canopy_portion_decid,-0.002418803352152106,0.0029057734675158268,-0.8324129114648307,0.41175364963342787,MAL,12,T4_meanmax
forest_prop_100m,9.478310389415887e-4,0.003593337772533672,0.26377454582380394,0.7937571392494849,MAL,12,T4_meanmax
(Intercept),-25.44988232062314,14.927625770063047,-1.7048848030248853,0.09855241433735938,MAL,12,T4_meanmin
altitude,0.019692606698923375,0.00565108122686283,3.4847502466099978,0.0015377858707467504,MAL,12,T4_meanmin
pisr,NA,NA,NA,NA,MAL,12,T4_meanmin
moist_med,0.019997530432315506,0.02874287867041891,0.6957386092610206,0.4919475022745041,MAL,12,T4_meanmin
snow_days,0.008365555227666443,0.06528797098502576,0.12813317830914275,0.8988986853856342,MAL,12,T4_meanmin
tpi100,0.05558703468603044,0.04568660960008231,1.2167029939978362,0.2332031205852061,MAL,12,T4_meanmin
allwet_prop_100m,-0.07759313518249669,0.038787933658281135,-2.000445186538849,0.05457444577030382,MAL,12,T4_meanmin
pgaps2m_metsakeskus,0.02184819850735522,0.015648135085861926,1.3962174014649864,0.17289563564131916,MAL,12,T4_meanmin
canopy_portion_decid,-0.010604543379598682,0.014230936181049916,-0.745175387246822,0.46196423114356955,MAL,12,T4_meanmin
forest_prop_100m,-0.00904277131998132,0.01759826121669418,-0.5138445900213771,0.6111249259864583,MAL,12,T4_meanmin
(Intercept),-13.647100002014428,2.3033956845000954,-5.924774494390116,5.7999633547153335e-8,AIL,1,T1_mean
altitude,-0.002289836058712977,0.0015074297340474452,-1.5190333632100865,0.1322986572985846,AIL,1,T1_mean
pisr,NA,NA,NA,NA,AIL,1,T1_mean
moist_med,0.0198254715782845,0.012987603900527497,1.526491855628526,0.13043351167948458,AIL,1,T1_mean
snow_days,0.04626587620022871,0.009678537434684732,4.780254920999412,6.87615206955549e-6,AIL,1,T1_mean
tpi100,-0.1754245480634036,0.03735050448919238,-4.6967116097230726,9.554087229219255e-6,AIL,1,T1_mean
allwet_prop_100m,0.022348580523788582,0.009193379889148067,2.430942786359673,0.017064916812618618,AIL,1,T1_mean
pgaps2m_metsakeskus,-0.010075689135502433,0.01115662112872542,-0.9031129603890674,0.3689038173288468,AIL,1,T1_mean
canopy_portion_decid,0.016215899730621475,0.0064515969705045365,2.5134706654425965,0.013754411070172173,AIL,1,T1_mean
forest_prop_100m,0.025450852753151884,0.013618946682390581,1.868782758806161,0.06494233194188805,AIL,1,T1_mean
(Intercept),-5.734330664955141,1.829555131010343,-3.13427596018298,0.0023336570011806288,AIL,1,T1_absmax
altitude,-0.0014863693962658565,0.001197330455693118,-1.2414028133990944,0.21771886000549776,AIL,1,T1_absmax
pisr,NA,NA,NA,NA,AIL,1,T1_absmax
moist_med,0.017025242134150576,0.010315873002469821,1.6503927617250038,0.10238749604882544,AIL,1,T1_absmax
snow_days,0.014292244045471482,0.007687527567868203,1.8591470299513742,0.06631068421339366,AIL,1,T1_absmax
tpi100,-0.13711272777637484,0.029666985830468565,-4.621727618703934,1.2801475893830102e-5,AIL,1,T1_absmax
allwet_prop_100m,0.018452095740366867,0.007302173682403394,2.5269319168389943,0.01327285101691015,AIL,1,T1_absmax
pgaps2m_metsakeskus,-0.009546698892237615,0.008861548872454333,-1.0773171857024944,0.2842500336732397,AIL,1,T1_absmax
canopy_portion_decid,0.01409619056884562,0.005124413673267378,2.7507909133841935,0.007201873290242826,AIL,1,T1_absmax
forest_prop_100m,0.019447700597638062,0.010817339786382215,1.7978265434650096,0.0755955254056388,AIL,1,T1_absmax
(Intercept),-23.864556412656725,3.172822906772968,-7.521553239455466,4.1181412822665054e-11,AIL,1,T1_absmin
altitude,-0.003734673157014466,0.0020764159726097725,-1.798615116758368,0.07546960366003595,AIL,1,T1_absmin
pisr,NA,NA,NA,NA,AIL,1,T1_absmin
moist_med,0.022858034062832353,0.01788983431590947,1.277710774688654,0.20467416886043266,AIL,1,T1_absmin
snow_days,0.08803632477466852,0.01333174559780075,6.603510705244127,2.8315054683764977e-9,AIL,1,T1_absmin
tpi100,-0.24299194014569772,0.05144862301352951,-4.723001820316898,8.61748186010431e-6,AIL,1,T1_absmin
allwet_prop_100m,0.028343762335847567,0.012663463120660244,2.2382315221185554,0.02770091955898046,AIL,1,T1_absmin
pgaps2m_metsakeskus,-0.011625483785597078,0.015367738733560099,-0.7564862981571467,0.4513555389495686,AIL,1,T1_absmin
canopy_portion_decid,0.01994489773040215,0.008886781715806862,2.2443330294617554,0.027290617717231583,AIL,1,T1_absmin
forest_prop_100m,0.03445277404009756,0.018759480314554166,1.836552690287911,0.06961419701354005,AIL,1,T1_absmin
(Intercept),-12.35761589345895,2.23426534345204,-5.5309526819074595,3.157462580292903e-7,AIL,1,T1_meanmax
altitude,-0.0021787560734136627,0.0014621882098395471,-1.490065409331093,0.13974256375689328,AIL,1,T1_meanmax
pisr,NA,NA,NA,NA,AIL,1,T1_meanmax
moist_med,0.01966321047849143,0.012597815253669205,1.5608428987529706,0.12210982427485569,AIL,1,T1_meanmax
snow_days,0.041029567829791364,0.009388061682642444,4.370398194725413,3.349587934128777e-5,AIL,1,T1_meanmax
tpi100,-0.17261715133921457,0.036229527693486016,-4.764543242175656,7.316613305304764e-6,AIL,1,T1_meanmax
allwet_prop_100m,0.021845334498229355,0.008917464860133385,2.4497247638049675,0.016254532924538222,AIL,1,T1_meanmax
pgaps2m_metsakeskus,-0.010008147134115405,0.0108217845963994,-0.9248148533140544,0.3575630014748742,AIL,1,T1_meanmax
canopy_portion_decid,0.015865236659859738,0.006257969318131655,2.5352052484329493,0.012984455932432597,AIL,1,T1_meanmax
forest_prop_100m,0.02456003363990019,0.013210209948530949,1.8591705760612387,0.06630731125909765,AIL,1,T1_meanmax
(Intercept),-15.204192680217195,2.382334184196073,-6.382057051894214,7.67657074234488e-9,AIL,1,T1_meanmin
altitude,-0.0024405730788189025,0.0015590900902787007,-1.565382971796472,0.12104201411106393,AIL,1,T1_meanmin
pisr,NA,NA,NA,NA,AIL,1,T1_meanmin
moist_med,0.019820104546936865,0.013432695455335965,1.475512090096823,0.14360406354856123,AIL,1,T1_meanmin
snow_days,0.05269725481379997,0.010010225658938384,5.264342344445078,9.661690574205756e-7,AIL,1,T1_meanmin
tpi100,-0.17763789732845262,0.038630524594771676,-4.598381699235181,1.4015193524394515e-5,AIL,1,T1_meanmin
allwet_prop_100m,0.023098085612080006,0.009508441526394306,2.429218873351901,0.017141074988699847,AIL,1,T1_meanmin
pgaps2m_metsakeskus,-0.010233474361465624,0.011538964006027962,-0.8868624909584302,0.37754318726625213,AIL,1,T1_meanmin
canopy_portion_decid,0.016665246410283954,0.006672696362555047,2.497528061340206,0.014344993155140904,AIL,1,T1_meanmin
forest_prop_100m,0.026555693644778847,0.014085674663944796,1.8852979554294016,0.06265214885414225,AIL,1,T1_meanmin
(Intercept),-17.798345648099694,2.433779324258995,-7.31304825819354,1.0886895226423237e-10,AIL,1,T2_mean
altitude,-0.002650472368902302,0.001592757746393944,-1.664077525225075,0.09961416888510403,AIL,1,T2_mean
pisr,NA,NA,NA,NA,AIL,1,T2_mean
moist_med,0.026359561244841366,0.013722766807922266,1.9208634536895122,0.05795017669188948,AIL,1,T2_mean
snow_days,0.06088394432000629,0.01022639073959827,5.953610210125614,5.113904420744313e-8,AIL,1,T2_mean
tpi100,-0.20005526957176423,0.039464728612690694,-5.069216908473364,2.1549524571044975e-6,AIL,1,T2_mean
allwet_prop_100m,0.024279515545610374,0.009713770866564324,2.4994943651782706,0.014270943325849416,AIL,1,T2_mean
pgaps2m_metsakeskus,-0.009894703466644169,0.011788141314320435,-0.8393777443627958,0.4035063908973092,AIL,1,T2_mean
canopy_portion_decid,0.015186457546897077,0.0068167894126595335,2.227802067450425,0.02841479293461606,AIL,1,T2_mean
forest_prop_100m,0.028196822454798456,0.014389846727954334,1.959494287039354,0.053184350889553554,AIL,1,T2_mean
(Intercept),-0.40108906216515855,1.5122964003551964,-0.26521855244180564,0.7914544279551896,AIL,1,T2_absmax
altitude,-0.0018366422222474337,9.897042770066233e-4,-1.855748494694181,0.06679903042089978,AIL,1,T2_absmax
pisr,NA,NA,NA,NA,AIL,1,T2_absmax
moist_med,0.022774162044548553,0.008527022413115938,2.670822350545041,0.008995872382338902,AIL,1,T2_absmax
snow_days,-0.006404699619568487,0.006354452003913239,-1.0079074663911702,0.3162313206436846,AIL,1,T2_absmax
tpi100,-0.110264227407717,0.024522505564524906,-4.496450296140579,2.0753353297400276e-5,AIL,1,T2_absmax
allwet_prop_100m,0.015034767257511532,0.006035921403783416,2.49088188061685,0.014597842121594333,AIL,1,T2_absmax
pgaps2m_metsakeskus,-0.00825814280933894,0.007324889113335265,-1.1274085766437947,0.2626001134376097,AIL,1,T2_absmax
canopy_portion_decid,0.010225205077477312,0.004235801491116364,2.413995343956125,0.017826883207344463,AIL,1,T2_absmax
forest_prop_100m,0.01254076400072805,0.008941531054782077,1.4025298267035649,0.16423571219549932,AIL,1,T2_absmax
(Intercept),-37.431802723418265,4.242329355902357,-8.823407987251004,8.715718854356927e-14,AIL,1,T2_absmin
altitude,-0.005367931547349029,0.002776341666237629,-1.9334549535552674,0.056358597794286945,AIL,1,T2_absmin
pisr,NA,NA,NA,NA,AIL,1,T2_absmin
moist_med,0.029600196576125663,0.02392020340265488,1.2374558893943337,0.2191727474640639,AIL,1,T2_absmin
snow_days,0.14150056127207733,0.017825657900489664,7.938027424401001,5.8210790460579495e-12,AIL,1,T2_absmin
tpi100,-0.2975363876740341,0.06879110815328829,-4.325215796946157,3.9692000863077403e-5,AIL,1,T2_absmin
allwet_prop_100m,0.034974692197800444,0.0169321083850861,2.065584001848604,0.04177575503748563,AIL,1,T2_absmin
pgaps2m_metsakeskus,-0.013897030957119557,0.020547950856018186,-0.6763219872627506,0.5005900830496309,AIL,1,T2_absmin
canopy_portion_decid,0.02084392184908119,0.011882369757223087,1.7541889601954634,0.08284024709397836,AIL,1,T2_absmin
forest_prop_100m,0.04591298587303998,0.02508299277278262,1.830442893674946,0.07053075396786894,AIL,1,T2_absmin
(Intercept),-13.648279848688688,2.2238070630642053,-6.137348907365458,2.2806600851292155e-8,AIL,1,T2_meanmax
altitude,-0.002268067916356355,0.001455343913425469,-1.5584412010340312,0.12267771628296298,AIL,1,T2_meanmax
pisr,NA,NA,NA,NA,AIL,1,T2_meanmax
moist_med,0.02706756270907094,0.012538846660443187,2.1586963651499214,0.03356482625961417,AIL,1,T2_meanmax
snow_days,0.04364367012039782,0.009344117492368399,4.6707107606515885,1.0577293781302898e-5,AIL,1,T2_meanmax
tpi100,-0.18967131304763918,0.036059942393312186,-5.259889518925475,9.841752077490255e-7,AIL,1,T2_meanmax
allwet_prop_100m,0.022344435054973442,0.008875723467093718,2.5174776048188376,0.01360945283596365,AIL,1,T2_meanmax
pgaps2m_metsakeskus,-0.009625954847015908,0.010771129351740308,-0.8936811111140011,0.37390281589286123,AIL,1,T2_meanmax
canopy_portion_decid,0.014322771087518718,0.006228676647957411,2.299488622870739,0.023817217937607677,AIL,1,T2_meanmax
forest_prop_100m,0.02538236795743073,0.01314837482226504,1.9304566762463324,0.05673418774323066,AIL,1,T2_meanmax
(Intercept),-22.633146633799115,2.702186927827111,-8.375862676531758,7.326355292590519e-13,AIL,1,T2_meanmin
altitude,-0.0031501427850180387,0.0017684138897069018,-1.7813379567721817,0.07826866045902704,AIL,1,T2_meanmin
pisr,NA,NA,NA,NA,AIL,1,T2_meanmin
moist_med,0.025450038809452107,0.015236172282496236,1.6703695874251738,0.0983596414273771,AIL,1,T2_meanmin
snow_days,0.08118577288441661,0.011354200892395281,7.150285049015869,2.3158097685148053e-10,AIL,1,T2_meanmin
tpi100,-0.2112526081863319,0.04381706784362055,-4.821240182941378,5.8450674313866336e-6,AIL,1,T2_meanmin
allwet_prop_100m,0.026531619602902776,0.010785047105094345,2.460037433714174,0.015824353671485096,AIL,1,T2_meanmin
pgaps2m_metsakeskus,-0.0099059160320901,0.013088188006788081,-0.7568592403281859,0.4511331880283169,AIL,1,T2_meanmin
canopy_portion_decid,0.01616432630843722,0.00756857413366645,2.1357161894649663,0.03544870049990428,AIL,1,T2_meanmin
forest_prop_100m,0.031125786286210433,0.015976820632064834,1.9481839974933584,0.054543944397440966,AIL,1,T2_meanmin
(Intercept),-22.372417079926088,3.0292135787810155,-7.3855528829792725,7.76899011092581e-11,AIL,1,T3_mean
altitude,-0.001983457445269898,0.001982432566910797,-1.000516980186972,0.31977290395057767,AIL,1,T3_mean
pisr,NA,NA,NA,NA,AIL,1,T3_mean
moist_med,0.028075265152714024,0.01708009889748734,1.6437413694861092,0.10375784168990956,AIL,1,T3_mean
snow_days,0.07147762232842184,0.012728319852804756,5.615636875488429,2.202249515251367e-7,AIL,1,T3_mean
tpi100,-0.24875472413824942,0.04911993893812392,-5.064231135376699,2.199158323152123e-6,AIL,1,T3_mean
allwet_prop_100m,0.02121744454927668,0.012090285391475683,1.7549167668313395,0.08271488239339883,AIL,1,T3_mean
pgaps2m_metsakeskus,-0.0147049436844747,0.014672159214271037,-1.0022344679964879,0.31894752511897084,AIL,1,T3_mean
canopy_portion_decid,0.015359399001653375,0.008484545351623452,1.8102795571379051,0.07362723967731212,AIL,1,T3_mean
forest_prop_100m,0.03925277845452247,0.017910382700029107,2.1916214249547377,0.031017682500407807,AIL,1,T3_mean
(Intercept),6.914765411758498,1.7401125890577192,3.9737459835876954,1.4348032491017093e-4,AIL,1,T3_absmax
altitude,-0.0029047248362019944,0.0011387958547405105,-2.5506984628635427,0.012459506994172479,AIL,1,T3_absmax
pisr,NA,NA,NA,NA,AIL,1,T3_absmax
moist_med,0.021495803809928722,0.009811554827979055,2.190866196724535,0.031074162951898947,AIL,1,T3_absmax
snow_days,-0.03234358273473375,0.007311702868548379,-4.42353625635707,2.7399978540752395e-5,AIL,1,T3_absmax
tpi100,-0.014903122411622645,0.028216638377268705,-0.5281678920203544,0.5986973149983421,AIL,1,T3_absmax
allwet_prop_100m,0.007162588709981101,0.006945188006014929,1.031302349738825,0.3051935044120959,AIL,1,T3_absmax
pgaps2m_metsakeskus,-0.008371061447085878,0.008428329100414982,-0.9932053373038928,0.32330256993149253,AIL,1,T3_absmax
canopy_portion_decid,0.006371036316351593,0.004873893436306436,1.3071759568834012,0.19452011703154426,AIL,1,T3_absmax
forest_prop_100m,0.0016389330477630613,0.010288506109134688,0.15929747529701405,0.8737954555675992,AIL,1,T3_absmax
(Intercept),-52.58240137010642,6.884611040422819,-7.63767205748737,2.390995236517979e-11,AIL,1,T3_absmin
altitude,-0.002923413981278464,0.004505551286528968,-0.6488471211101523,0.518107999143611,AIL,1,T3_absmin
pisr,NA,NA,NA,NA,AIL,1,T3_absmin
moist_med,0.038482687853403794,0.03881860238077839,0.9913465579188155,0.3242039900040339,AIL,1,T3_absmin
snow_days,0.18304443663567593,0.028928145574969838,6.327555154245894,9.795704590575677e-9,AIL,1,T3_absmin
tpi100,-0.5161971806565702,0.11163678793965601,-4.623898539033519,1.2693941439674797e-5,AIL,1,T3_absmin
allwet_prop_100m,0.0358510324081218,0.02747805993973906,1.304714833825428,0.19535359153608453,AIL,1,T3_absmin
pgaps2m_metsakeskus,-0.02714832001269822,0.033345984588534695,-0.8141406033646579,0.4177374022517407,AIL,1,T3_absmin
canopy_portion_decid,0.022101428095820032,0.019283154878851693,1.1461520811648518,0.25480454759905863,AIL,1,T3_absmin
forest_prop_100m,0.08098010798819512,0.04070562054077342,1.9894085119542677,0.049726467999960035,AIL,1,T3_absmin
(Intercept),-14.847578153597237,2.306382957804148,-6.437603132366734,5.983622799882865e-9,AIL,1,T3_meanmax
altitude,-0.0019394169093868846,0.0015093847193035858,-1.2849056205376925,0.20215927453183904,AIL,1,T3_meanmax
pisr,NA,NA,NA,NA,AIL,1,T3_meanmax
moist_med,0.02800598652305184,0.013004447520873203,2.153569882772793,0.033977368893152775,AIL,1,T3_meanmax
snow_days,0.04317400149871322,0.009691089527534199,4.455020395389786,2.4309878257215113e-5,AIL,1,T3_meanmax
tpi100,-0.1910540822306948,0.037398944349397154,-5.108542114071048,1.8354053455095984e-6,AIL,1,T3_meanmax
allwet_prop_100m,0.016770053639691525,0.009205302781294505,1.8217818618382502,0.07184726235198569,AIL,1,T3_meanmax
pgaps2m_metsakeskus,-0.013940387072298476,0.011171090147958865,-1.2478985387872468,0.2153414701758048,AIL,1,T3_meanmax
canopy_portion_decid,0.013086902099799352,0.0064599640450493856,2.025847513784313,0.04577507165474882,AIL,1,T3_meanmax
forest_prop_100m,0.031393135345532105,0.01363660909103682,2.3021218204580225,0.023661609567147676,AIL,1,T3_meanmax
(Intercept),-31.086273946840233,3.9510437576358868,-7.86786374784185,8.103384622549215e-12,AIL,1,T3_meanmin
altitude,-0.0020359936880902374,0.0025857132931442015,-0.7874011761042886,0.4331390052865577,AIL,1,T3_meanmin
pisr,NA,NA,NA,NA,AIL,1,T3_meanmin
moist_med,0.028347106319703042,0.022277801275365085,1.272437345558398,0.20653209099234385,AIL,1,T3_meanmin
snow_days,0.10436046815704955,0.016601717703858435,6.286124726286301,1.1784444802526867e-8,AIL,1,T3_meanmin
tpi100,-0.31158425601727746,0.0640677928675561,-4.863352428284815,4.9427764198590545e-6,AIL,1,T3_meanmin
allwet_prop_100m,0.02635661051885384,0.015769520828323086,1.6713640703346961,0.09816253817478496,AIL,1,T3_meanmin
pgaps2m_metsakeskus,-0.015461934804069736,0.019137093363325426,-0.8079562821019198,0.4212700379568324,AIL,1,T3_meanmin
canopy_portion_decid,0.017923888339573438,0.011066505901970874,1.6196519929909683,0.10884530050829529,AIL,1,T3_meanmin
forest_prop_100m,0.048298428836482644,0.02336075153614496,2.0675032120329186,0.04159045393208563,AIL,1,T3_meanmin
(Intercept),-6.339090587302495,2.4371604114803245,-2.6010149177879307,0.015133880032138556,AIL,1,T4_mean
altitude,-0.0022973019390219868,0.0013236342457587879,-1.7356017694336952,0.09447361457459415,AIL,1,T4_mean
pisr,NA,NA,NA,NA,AIL,1,T4_mean
moist_med,-0.010263526867141945,0.008910207114148517,-1.151884208263183,0.25985082997759584,AIL,1,T4_mean
snow_days,-0.004348214138462706,0.011606626259516908,-0.3746320456297425,0.7109724985338005,AIL,1,T4_mean
tpi100,0.06153436041582391,0.03687466102200723,1.6687437581893834,0.107167985131757,AIL,1,T4_mean
allwet_prop_100m,-0.015185393559547245,0.004739127891288591,-3.2042590763293934,0.003564905468934701,AIL,1,T4_mean
pgaps2m_metsakeskus,0.007776224537599744,0.005839783983473902,1.3315945520597692,0.19455080331018515,AIL,1,T4_mean
canopy_portion_decid,0.008005226127889164,0.0042631271558318095,1.8777826312166863,0.07167190111465745,AIL,1,T4_mean
forest_prop_100m,-0.02222776549784616,0.006887208618152629,-3.227398316243884,0.0033659025412239437,AIL,1,T4_mean
(Intercept),5.807775817501363,1.4667679433434193,3.9595737307040184,5.194393145895344e-4,AIL,1,T4_absmax
altitude,-0.007142342565357337,7.966091485998229e-4,-8.965930880797977,1.955660161325814e-9,AIL,1,T4_absmax
pisr,NA,NA,NA,NA,AIL,1,T4_absmax
moist_med,-0.0014567493988599464,0.005362472696512136,-0.2716562827084316,0.7880317607701424,AIL,1,T4_absmax
snow_days,2.4752616359687045e-4,0.006985271567531687,0.035435438866457156,0.9720031853560368,AIL,1,T4_absmax
tpi100,0.015080707521950993,0.022192454158519365,0.6795421278886241,0.5028000372628534,AIL,1,T4_absmax
allwet_prop_100m,-0.0022271053694423847,0.0028521720759958767,-0.7808453733159697,0.44194540584317843,AIL,1,T4_absmax
pgaps2m_metsakeskus,0.003345782065556406,0.003514585212635687,0.951970677372568,0.34987855184191097,AIL,1,T4_absmax
canopy_portion_decid,0.002059365241940955,0.0025656982696402974,0.8026529332420961,0.42945177084040576,AIL,1,T4_absmax
forest_prop_100m,-0.014180983598792449,0.0041449618058127385,-3.4212579664559444,0.0020706623836369473,AIL,1,T4_absmax
(Intercept),-32.964470949517,12.216229990292215,-2.6984160396220966,0.012075246502575009,AIL,1,T4_absmin
altitude,0.014321215354448842,0.0066346967942888975,2.158533509289595,0.04029742085322362,AIL,1,T4_absmin
pisr,NA,NA,NA,NA,AIL,1,T4_absmin
moist_med,-0.08449056389602187,0.04466227945228336,-1.8917656002374568,0.06971072831246591,AIL,1,T4_absmin
snow_days,0.01655432231375915,0.058178039955729136,0.28454589268315406,0.7782461518800002,AIL,1,T4_absmin
tpi100,0.1384838928029449,0.18483368502826214,0.7492351449995163,0.4604409960131046,AIL,1,T4_absmin
allwet_prop_100m,-0.08872042729345869,0.023754807439295783,-3.7348409377840377,9.298832562187952e-4,AIL,1,T4_absmin
pgaps2m_metsakeskus,0.025816766942011515,0.029271829584828272,0.8819662900535765,0.3858764372728116,AIL,1,T4_absmin
canopy_portion_decid,0.02754947877347992,0.021368860895729407,1.2892347845731786,0.208668721902166,AIL,1,T4_absmin
forest_prop_100m,-0.09262167068704553,0.03452202984840515,-2.6829729043677446,0.012518104591660478,AIL,1,T4_absmin
(Intercept),-2.3522030405417227,1.1683622193842704,-2.013248119047652,0.05454937814699681,AIL,1,T4_meanmax
altitude,-0.005117825239033389,6.345434784444212e-4,-8.06536575173651,1.5180771349148286e-8,AIL,1,T4_meanmax
pisr,NA,NA,NA,NA,AIL,1,T4_meanmax
