term,estimate,std.error,statistic,p.value,area,month,resp
canopy_cover2m_10m,0.01023714388573821,0.0048200541669688466,2.1238649050651586,0.03645562522023047,MAL,1,T2_absmin
moist_med,0.0438973788362895,0.013848997069306127,3.1697153675900718,0.002092575459873905,MAL,1,T2_absmin
(Intercept),-8.050548689500328,2.068810695688371,-3.891389727575634,1.9207594458210567e-4,MAL,1,T2_meanmax
altitude,-0.006575038969667497,0.001060440083177018,-6.200292759557953,1.7259805610497982e-8,MAL,1,T2_meanmax
snow_days,0.03993990977371217,0.009552253497645226,4.181202873600242,6.771939257578445e-5,MAL,1,T2_meanmax
tpi100,-0.02737370588784402,0.017323685555251118,-1.5801317681817748,0.11762434189600715,MAL,1,T2_meanmax
canopy_cover2m_10m,0.00559293993563905,0.0031748686161192294,1.7616287827606318,0.0815660925752301,MAL,1,T2_meanmax
moist_med,0.028727218945661628,0.009122043993069382,3.1492085510097945,0.002229082924701137,MAL,1,T2_meanmax
(Intercept),-10.93144196941193,2.366164956721076,-4.61989851483568,1.2892764295600154e-5,MAL,1,T2_meanmin
altitude,-0.007493501797765298,0.0012128592377955326,-6.178377147364049,1.9020573446746595e-8,MAL,1,T2_meanmin
snow_days,0.05319265549338066,0.010925217822466766,4.8687958773686475,4.836539835628525e-6,MAL,1,T2_meanmin
tpi100,-0.027573691858862714,0.019813653210281352,-1.3916510784873666,0.16749655416204665,MAL,1,T2_meanmin
canopy_cover2m_10m,0.0065550043242942205,0.0036311987739193544,1.8051901678791988,0.0744264432153086,MAL,1,T2_meanmin
moist_med,0.03184868016443036,0.010433173453256374,3.05263593163879,0.0029907662432497174,MAL,1,T2_meanmin
(Intercept),-14.849787423759262,2.845429006179529,-5.2188219742996225,1.1664965078491394e-6,MAL,1,T3_mean
altitude,-0.008381169027203785,0.0014431495416135326,-5.807554092996563,9.651815173068263e-8,MAL,1,T3_mean
snow_days,0.06730631887593672,0.013081628570758603,5.145102424509032,1.5801359069542565e-6,MAL,1,T3_mean
canopy_cover2m_10m,0.008519360852845369,0.004408734600499901,1.9323823329894636,0.056492720926277856,MAL,1,T3_mean
moist_med,0.03582542449995536,0.012585449781794515,2.84657482418933,0.005485628399027926,MAL,1,T3_mean
(Intercept),-36.57197415021283,5.537725691809288,-6.604150545828864,2.823314699111871e-9,MAL,1,T3_absmin
altitude,-0.01578976461240136,0.0028086331714339127,-5.621867879720331,2.144438239107676e-7,MAL,1,T3_absmin
snow_days,0.16678002613913676,0.025459243744851902,6.550863325343717,3.5926139913445704e-9,MAL,1,T3_absmin
canopy_cover2m_10m,0.017745692881519583,0.008580204535954063,2.06821327011016,0.04152207688534101,MAL,1,T3_absmin
moist_med,0.063289870536236,0.024493588997743482,2.5839361696673646,0.011397291361538848,MAL,1,T3_absmin
(Intercept),-10.832531782896844,2.3857129315883303,-4.540584761673273,1.7519646284216894e-5,MAL,1,T3_meanmax
altitude,-0.007033686068345387,0.0012099899579873573,-5.813011936103092,9.426474889772302e-8,MAL,1,T3_meanmax
snow_days,0.04843741828069461,0.010968121284950826,4.416200096834704,2.8172780211012253e-5,MAL,1,T3_meanmax
canopy_cover2m_10m,0.007322805851461145,0.0036964461687538953,1.9810394950049353,0.050674000420746795,MAL,1,T3_meanmax
moist_med,0.032436692045880684,0.01055210663456219,3.073954156190774,0.0028043331679364998,MAL,1,T3_meanmax
(Intercept),-19.955220338983132,3.4781830729153786,-5.737254169964338,1.3074108351599829e-7,MAL,1,T3_meanmin
altitude,-0.010002043204952295,0.0017640708295391134,-5.669864858864799,1.7463918593389812e-7,MAL,1,T3_meanmin
snow_days,0.09114297749900807,0.01599066396039543,5.699761918876208,1.5361643566642195e-7,MAL,1,T3_meanmin
canopy_cover2m_10m,0.010134026899219856,0.005389129733032458,1.880457031328034,0.0633163024190623,MAL,1,T3_meanmin
moist_med,0.04015055662757844,0.015384147100840486,2.6098656210447233,0.010626161535220419,MAL,1,T3_meanmin
(Intercept),-8.517483465202206,0.15196717954863032,-56.048177576899526,2.627842007060466e-34,MAL,1,T4_mean
wetland_prop_100m,-0.04100891995519153,0.012923436843291572,-3.1732209049699387,0.0032547819658742803,MAL,1,T4_mean
water_prop_500m,-0.03610530146313943,0.012473860295084191,-2.8944769789804465,0.006684470883842016,MAL,1,T4_mean
(Intercept),-43.57589262962506,6.282017889729716,-6.936607535114789,7.436965987827192e-8,MAL,1,T4_absmin
altitude,0.03478064303107504,0.009925380694423221,3.5042124933925463,0.0013769345691743088,MAL,1,T4_absmin
wetland_prop_100m,-0.2526095897755262,0.08808314262220916,-2.8678539645091363,0.007256018310354616,MAL,1,T4_absmin
water_prop_500m,-0.25408834563172533,0.08860025546835736,-2.8678060157791565,0.007256889700716821,MAL,1,T4_absmin
(Intercept),-3.266319748946749,0.6989119491801511,-4.6734352628800515,5.4647882846321026e-5,MAL,1,T4_meanmax
altitude,-0.003865625189389916,8.770777812198434e-4,-4.407391536031832,1.1640014943999487e-4,MAL,1,T4_meanmax
water_prop_500m,-0.009817451019682856,0.0061313232165978145,-1.6011961321997346,0.11947633693838138,MAL,1,T4_meanmax
canopy_cover2m_10m,-0.002847833163713208,0.0020364255167125314,-1.3984470044897879,0.1719036626522979,MAL,1,T4_meanmax
moist_med,-0.009900331603234728,0.004778677579062486,-2.0717722506771516,0.04669494558462349,MAL,1,T4_meanmax
(Intercept),-14.975325862670926,2.0154083209335156,-7.4304178002671515,1.8679589324691757e-8,MAL,1,T4_meanmin
altitude,0.005930426090480883,0.003184278553659785,1.8624080747159728,0.07174924936032702,MAL,1,T4_meanmin
wetland_prop_100m,-0.09484902019405843,0.028258992841297355,-3.3564189894074072,0.002047972777908123,MAL,1,T4_meanmin
water_prop_500m,-0.060539449535587445,0.028424893918193767,-2.1298038863335313,0.040975653046417634,MAL,1,T4_meanmin
(Intercept),-6.829941545681077,1.9948496924182006,-3.4237875523351695,9.315434835326712e-4,MAL,2,T1_absmax
altitude,-0.006349321881710065,0.0010255033945079327,-6.191419663468457,1.7422546144984725e-8,MAL,2,T1_absmax
snow_days,0.03685196756258141,0.009221423305832794,3.9963426838101626,1.3140841178155695e-4,MAL,2,T1_absmax
tpi100,-0.03680169346274827,0.016584380342175867,-2.21905749286017,0.028997125473893687,MAL,2,T1_absmax
canopy_cover2m_10m,0.004723966423821611,0.003063633974852145,1.5419486996809388,0.12659496220799568,MAL,2,T1_absmax
moist_med,0.02150515986555828,0.008819978869604263,2.4382325834895315,0.016723643229781048,MAL,2,T1_absmax
(Intercept),-7.017957979413015,1.9785839523048059,-3.5469599211284213,6.212223972642092e-4,MAL,2,T2_absmax
altitude,-0.00626774609551148,0.0010171415756882653,-6.1621176887497775,1.9845701892242297e-8,MAL,2,T2_absmax
snow_days,0.035843540362827504,0.009146233041855335,3.9189402018075583,1.731180020251495e-4,MAL,2,T2_absmax
tpi100,-0.03585354968105318,0.016449153501971923,-2.179659255824627,0.031893257737341814,MAL,2,T2_absmax
canopy_cover2m_10m,0.004407291836616642,0.0030386535092928055,1.4504094735178819,0.15042064706914982,MAL,2,T2_absmax
moist_med,0.025601271368025244,0.008748061930376272,2.926507787871145,0.004339235204845506,MAL,2,T2_absmax
(Intercept),-6.756455327666704,1.911696411805036,-3.5342721187027895,6.510586600714911e-4,MAL,2,T3_absmax
altitude,-0.005497746383065872,9.825916827101704e-4,-5.595148503498489,2.4033444542820746e-7,MAL,2,T3_absmax
snow_days,0.030100998563201104,0.008836430015159684,3.4064660175614083,9.895684662130728e-4,MAL,2,T3_absmax
tpi100,-0.030400420847794162,0.015895610753844474,-1.9125041068611717,0.059027654532181575,MAL,2,T3_absmax
canopy_cover2m_10m,0.00459333085293303,0.002947573587243255,1.5583430631935418,0.12270096595354721,MAL,2,T3_absmax
moist_med,0.025868126553477415,0.008453233481784315,3.0601457547836657,0.002923817079419658,MAL,2,T3_absmax
(Intercept),17.85621490803489,6.0493135734885906,2.95177538593645,0.006326950514171387,MAL,2,T4_absmax
snow_days,-0.08546587608906114,0.025523363571489266,-3.348534994209397,0.002331755682710702,MAL,2,T4_absmax
(Intercept),-9.390541068436512,2.2444319451516463,-4.183927736691538,6.648295940920005e-5,MAL,2,T1_mean
altitude,-0.007395963820179334,0.0011538075210593523,-6.410049930502129,6.549463471724035e-9,MAL,2,T1_mean
snow_days,0.049157025170570856,0.010375146120551989,4.737959793471859,8.022261086437614e-6,MAL,2,T1_mean
tpi100,-0.035076968060823964,0.018659307100678126,-1.879864448961729,0.06336157757728213,MAL,2,T1_mean
canopy_cover2m_10m,0.005473267289181343,0.0034469353693885015,1.587864784987924,0.11582408483758434,MAL,2,T1_mean
moist_med,0.024644760666462144,0.009923475641167412,2.4834807438054938,0.014862787136984117,MAL,2,T1_mean
(Intercept),-13.464157159936894,2.6319147065785327,-5.115727012840848,1.7533129903792127e-6,MAL,2,T1_absmin
altitude,-0.008704081137482484,0.0013530029234331948,-6.433157672265926,5.902091665552918e-9,MAL,2,T1_absmin
snow_days,0.06797447600963967,0.012166329977867521,5.587097845718141,2.4337524538851883e-7,MAL,2,T1_absmin
tpi100,-0.041389660927502556,0.021880683385800712,-1.891607323122368,0.061759112292650235,MAL,2,T1_absmin
canopy_cover2m_10m,0.007030536108723558,0.004042020481358969,1.7393618219271914,0.0853900778847605,MAL,2,T1_absmin
moist_med,0.02891820409773042,0.011636682295839309,2.4850901109562917,0.014800157955219379,MAL,2,T1_absmin
(Intercept),-8.744879460455213,2.1922785360165458,-3.988945435895657,1.349353308140327e-4,MAL,2,T1_meanmax
altitude,-0.00720714473124066,0.0011269967300977673,-6.395000569891128,7.008322265815289e-9,MAL,2,T1_meanmax
snow_days,0.04610763803449539,0.010134060957943043,4.549769162218862,1.6723648990994696e-5,MAL,2,T1_meanmax
tpi100,-0.035113945025864096,0.018225724572367874,-1.9266144885729564,0.05718302157940218,MAL,2,T1_meanmax
canopy_cover2m_10m,0.005400820586208573,0.0033668396324826443,1.6041217211840022,0.11219091502012934,MAL,2,T1_meanmax
moist_med,0.024430922091000194,0.009692885853727438,2.5205003401133816,0.01348068452940024,MAL,2,T1_meanmax
(Intercept),-9.960765213951335,2.2935352545208136,-4.3429745386810845,3.67824539887635e-5,MAL,2,T1_meanmin
altitude,-0.007551740574047268,0.0011790503303953338,-6.40493486950229,6.7019898019396156e-9,MAL,2,T1_meanmin
snow_days,0.05177111208120747,0.010602131844404426,4.883085104108674,4.504343472433943e-6,MAL,2,T1_meanmin
tpi100,-0.03495519818144777,0.01906753232272512,-1.8332313584064244,0.07007400774816024,MAL,2,T1_meanmin
canopy_cover2m_10m,0.005633749144532641,0.0035223468489765683,1.5994305461909717,0.11322981534865874,MAL,2,T1_meanmin
moist_med,0.02500045250524757,0.010140579793279592,2.465386892553814,0.015583429947483865,MAL,2,T1_meanmin
(Intercept),-11.700494611278483,2.456274343098724,-4.763512937450493,7.251822670320578e-6,MAL,2,T2_mean
altitude,-0.007865079651899459,0.001262710512107304,-6.22872746879539,1.4755935791392368e-8,MAL,2,T2_mean
snow_days,0.05754579770031318,0.011354412093831723,5.068144191417439,2.130292471796101e-6,MAL,2,T2_mean
tpi100,-0.033588842681718196,0.02042047984141432,-1.6448605979178519,0.10348707082253762,MAL,2,T2_mean
canopy_cover2m_10m,0.005845315414194208,0.003772276957845762,1.5495456668516454,0.12476004720029853,MAL,2,T2_mean
moist_med,0.030735436305372125,0.01086011035639478,2.830121913749626,0.005737973299132453,MAL,2,T2_mean
(Intercept),-19.905716930329863,3.4156581938819417,-5.827783636543195,8.625472388308793e-8,MAL,2,T2_absmin
altitude,-0.010253151211452325,0.0017559062648267157,-5.839236078165125,8.206420541336295e-8,MAL,2,T2_absmin
snow_days,0.09493264109041352,0.015789274847890944,6.012476317308149,3.8454489115185206e-8,MAL,2,T2_absmin
tpi100,-0.04521528620332205,0.0283964124322266,-1.5922886847497677,0.11482622216620188,MAL,2,T2_absmin
canopy_cover2m_10m,0.00843807718347643,0.005245671655879869,1.6085789841646296,0.11121091059772391,MAL,2,T2_absmin
moist_med,0.03863464598115959,0.01510190627911918,2.5582628621247783,0.012190891317897568,MAL,2,T2_absmin
(Intercept),-10.207329735832467,2.3088409166466417,-4.420975764175898,2.738872730357469e-5,MAL,2,T2_meanmax
altitude,-0.007441963362053851,0.0011869185966235534,-6.2699863185429265,1.2274506779141404e-8,MAL,2,T2_meanmax
snow_days,0.050578700175600566,0.010672884036900301,4.738990885755937,7.989688142675412e-6,MAL,2,T2_meanmax
tpi100,-0.03351482996649418,0.019194777459563408,-1.746038996133091,0.08421645939130333,MAL,2,T2_meanmax
canopy_cover2m_10m,0.005485485624868484,0.003545852853802151,1.5470144563349553,0.12536906026379,MAL,2,T2_meanmax
moist_med,0.029929759899781326,0.010208251867545728,2.93191824497734,0.00427091386388555,MAL,2,T2_meanmax
(Intercept),-13.15432228541661,2.6181793876726935,-5.02422498143243,2.5477788702693503e-6,MAL,2,T2_meanmin
altitude,-0.008304782607269301,0.0013459419322135948,-6.1702384096250675,1.914267209859101e-8,MAL,2,T2_meanmin
snow_days,0.06440012022174235,0.01210283687843615,5.321076444191795,7.490849879538972e-7,MAL,2,T2_meanmin
tpi100,-0.033859967483624014,0.02176649345273394,-1.5556004717595473,0.12331276733117823,MAL,2,T2_meanmin
canopy_cover2m_10m,0.006164908198391926,0.004020926165423643,1.5332060189029595,0.12873296970867845,MAL,2,T2_meanmin
moist_med,0.03146622581013138,0.011575953298072102,2.7182405629929303,0.007873222891463442,MAL,2,T2_meanmin
(Intercept),-17.602660071018455,2.974127770428756,-5.91859577992536,5.805142367846023e-8,MAL,2,T3_mean
altitude,-0.008980802446923954,0.0015098975531028388,-5.947954832080103,5.104969561522287e-8,MAL,2,T3_mean
snow_days,0.080672084452201,0.013688116328622005,5.893585539123069,6.475587932361978e-8,MAL,2,T3_mean
canopy_cover2m_10m,0.007208374963575415,0.004603353214618283,1.5658965600737946,0.12088232937046234,MAL,2,T3_mean
moist_med,0.033896088781246066,0.013170272296836627,2.5736816990023494,0.011697022754647722,MAL,2,T3_mean
(Intercept),-37.18522966473841,4.909320882744696,-7.5744141710999635,3.045248542811073e-11,MAL,2,T3_absmin
altitude,-0.013568308327895724,0.0024923514255018957,-5.443978802131972,4.4697008915772044e-7,MAL,2,T3_absmin
snow_days,0.16866091064425684,0.022594643043145075,7.4646415224261045,5.0988843467386295e-11,MAL,2,T3_absmin
canopy_cover2m_10m,0.012942067819766694,0.007598643976185831,1.7032075539171416,0.09198030008652064,MAL,2,T3_absmin
moist_med,0.04537553252304073,0.021739850406283286,2.087205370554262,0.039696768815416124,MAL,2,T3_absmin
(Intercept),-12.919680259770923,2.5326893860423194,-5.101170451841205,1.8611229862941314e-6,MAL,2,T3_meanmax
altitude,-0.0077962793958625135,0.0012857892471121169,-6.063419346034321,3.072140370735599e-8,MAL,2,T3_meanmax
snow_days,0.058822503962153244,0.01165644169195049,5.0463516668876665,2.3283407201721088e-6,MAL,2,T3_meanmax
canopy_cover2m_10m,0.006239069356592261,0.003920095142780888,1.591560696704496,0.11498995413565886,MAL,2,T3_meanmax
moist_med,0.03270637256805247,0.011215459264776854,2.916186648795537,0.004472368248906881,MAL,2,T3_meanmax
(Intercept),-22.275164753962166,3.482410090574317,-6.39647949971583,6.961856459047733e-9,MAL,2,T3_meanmin
altitude,-0.010207019267488245,0.001767941016838285,-5.77339355231549,1.0921193984976063e-7,MAL,2,T3_meanmin
snow_days,0.10255462767924585,0.01602743328571808,6.39869315635408,6.892875069289742e-9,MAL,2,T3_meanmin
canopy_cover2m_10m,0.008135966252733306,0.005390072290926964,1.509435460898821,0.1346903738046202,MAL,2,T3_meanmin
moist_med,0.03518371631732565,0.015421089032601773,2.281532532685833,0.024875716897740298,MAL,2,T3_meanmin
(Intercept),-8.923599127293175,0.2140939219089698,-41.68076817747018,4.7872075751143256e-26,MAL,2,T4_mean
wetland_prop_100m,-0.05727418012823107,0.016603729698177427,-3.449476784394894,0.0018596285822145614,MAL,2,T4_mean
water_prop_500m,-0.03403901817698266,0.01927248334276178,-1.7661978257600512,0.0886688744712419,MAL,2,T4_mean
(Intercept),-28.12856224531517,5.469910152435003,-5.142417601282421,2.3085946992321884e-5,MAL,2,T4_absmin
altitude,0.01674485075423757,0.008542291783613591,1.9602293129764883,0.06076764393692772,MAL,2,T4_absmin
wetland_prop_100m,-0.24367674658468322,0.07573926604567333,-3.2173106409261734,0.0034513078737449503,MAL,2,T4_absmin
water_prop_500m,-0.13171818046823686,0.08992787844761269,-1.4647090840130186,0.15498850833650385,MAL,2,T4_absmin
(Intercept),12.089964908034878,4.826451808065657,2.5049384908041357,0.018341703819855705,MAL,2,T4_meanmax
snow_days,-0.07484087608906108,0.02036384504804077,-3.6751839307607383,9.96641214021918e-4,MAL,2,T4_meanmax
(Intercept),-19.10272005475425,2.558252301565286,-7.467097769467893,4.94318719276318e-8,MAL,2,T4_meanmin
altitude,0.010702586978452949,0.004153416634412878,2.5768151670066812,0.01575671921508345,MAL,2,T4_meanmin
wetland_prop_100m,-0.12703522017553912,0.04094675907475295,-3.1024487174582465,0.004462980732592762,MAL,2,T4_meanmin
(Intercept),-6.554481780417412,1.7474208769332051,-3.7509462470889066,3.1132869549134793e-4,MAL,3,T1_absmax
altitude,-0.007297888186556991,5.996501158032913e-4,-12.170243937634766,1.0218922020749358e-20,MAL,3,T1_absmax
pisr,2.3764070004946093e-4,4.473606460002601e-5,5.312060910456633,7.778373692963849e-7,MAL,3,T1_absmax
snow_days,0.034983464867793766,0.007596014580419589,4.605502595791667,1.3476453081379778e-5,MAL,3,T1_absmax
tpi100,-0.04446524846318952,0.013833332089789754,-3.2143555995455992,0.0018156769972655677,MAL,3,T1_absmax
moist_med,0.0126958831364979,0.006471598276943763,1.961784800785499,0.0528776870490192,MAL,3,T1_absmax
(Intercept),-5.954821958361442,1.6337064782445698,-3.644976645229407,4.4709830848580525e-4,MAL,3,T2_absmax
altitude,-0.0072350968405732905,5.606275464599424e-4,-12.905353806210535,3.4932049351230876e-22,MAL,3,T2_absmax
pisr,2.4335334429705275e-4,4.1824839975872486e-5,5.818392716802649,8.984747906402087e-8,MAL,3,T2_absmax
snow_days,0.03142148757801253,0.007101699649286065,4.424502461346888,2.7024091042466823e-5,MAL,3,T2_absmax
tpi100,-0.044015008367821525,0.012933120205397365,-3.4032783789833476,9.956595479467044e-4,MAL,3,T2_absmax
moist_med,0.01468095299559368,0.006050455370657428,2.426421169353817,0.017242435926053044,MAL,3,T2_absmax
(Intercept),-3.871808517955097,1.4702143883771714,-2.6334992696057173,0.009982541537694421,MAL,3,T3_absmax
altitude,-0.005634462300498105,7.068518519204211e-4,-7.971206816803311,5.3060982908426635e-12,MAL,3,T3_absmax
pisr,2.3170736569358923e-4,3.820094804800387e-5,6.065487312053679,3.221962105767065e-8,MAL,3,T3_absmax
snow_days,0.016192077909961022,0.006594254021256983,2.4554828882485973,0.01603566553573966,MAL,3,T3_absmax
tpi100,-0.041175048306498194,0.011635093018320422,-3.5388671359708646,6.443469956629028e-4,MAL,3,T3_absmax
canopy_cover2m_10m,0.00367927614091978,0.0021085387277511754,1.7449412204270238,0.08448607263091222,MAL,3,T3_absmax
moist_med,0.01862495524389854,0.006031102614391039,3.0881509459740974,0.0026944710534097596,MAL,3,T3_absmax
(Intercept),4.207866178416194,0.8679599542121063,4.847995760629186,9.755948431431849e-5,MAL,3,T4_absmax
altitude,-0.008175220166305704,0.0011549592007653903,-7.078362734274937,7.316023522805591e-7,MAL,3,T4_absmax
pisr,3.241500235024623e-4,8.785461769675817e-5,3.689618508401106,0.0014518953491721568,MAL,3,T4_absmax
water_prop_500m,0.02826662814316744,0.01418885005909395,1.992171883235226,0.060181214729227696,MAL,3,T4_absmax
moist_med,-0.0128365989945613,0.008099705539589176,-1.584822921255528,0.1286917990260283,MAL,3,T4_absmax
(Intercept),-12.329747051751562,2.07943921480388,-5.929361610560196,5.538045284813855e-8,MAL,3,T1_mean
altitude,-0.00906647948695647,7.135865105099781e-4,-12.705508517077963,8.69726417463047e-22,MAL,3,T1_mean
pisr,2.926197367061801e-4,5.323613118813026e-5,5.496637906915065,3.5767786723659933e-7,MAL,3,T1_mean
snow_days,0.0615294832820998,0.009039293740422852,6.806890565680576,1.0789116317313128e-9,MAL,3,T1_mean
tpi100,-0.05388410910759324,0.016461731457276897,-3.2732953545888277,0.0015089777142192572,MAL,3,T1_mean
moist_med,0.013856168822843382,0.007701232952619969,1.799214347636309,0.07533634439789706,MAL,3,T1_mean
(Intercept),-19.62145171422623,2.511339594363472,-7.813141543368017,9.879553741673164e-12,MAL,3,T1_absmin
altitude,-0.010955619690773043,8.617987220253467e-4,-12.712503988200185,8.423330794938061e-22,MAL,3,T1_absmin
pisr,3.6263749719270196e-4,6.429329751583474e-5,5.640362389304862,1.9376142460720773e-7,MAL,3,T1_absmin
snow_days,0.09453207146526388,0.010916758765438015,8.659353338881896,1.7592828083356059e-13,MAL,3,T1_absmin
tpi100,-0.06546713656851283,0.0198808398466878,-3.292976407101827,0.001417873285807765,MAL,3,T1_absmin
moist_med,0.013831099139960147,0.009300782202068507,1.4870898855027583,0.14048621470273084,MAL,3,T1_absmin
(Intercept),-11.45618476059485,2.0315083703376904,-5.639250582408641,1.9468749228016566e-7,MAL,3,T1_meanmax
