r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs,area,month,resp
0.3408391890390028,0.2090070268468034,2.297941961105317,2.585402403869322,0.06826435460118054,4,-53.484517009779566,118.96903401955913,126.28228896876834,105.61074513217099,20,25,MAL,3,T4_absmax
0.681085924900258,0.6355267713145806,3.8139575700480157,14.949485916577103,1.958203356286562e-5,3,-66.76073054894658,143.52146109789317,149.61584022223417,305.47171926865786,21,25,MAL,3,T4_absmin
0.7708562740223442,0.6765029750903684,0.7212541010847396,8.169892126168198,2.067190866614998e-4,7,-22.48358794255122,62.96717588510244,73.93705830891625,8.843527131636451,17,25,MAL,3,T4_meanmax
0.5056334380045491,0.43500964343377035,1.2608523991065512,7.159533710664704,0.0017177895126452105,3,-39.08874597738073,88.17749195476146,94.27187107910247,33.38472421898767,21,25,MAL,3,T4_meanmin
0.7271376260864141,0.7087424098675207,0.6181666001001325,39.52862621639547,4.511512484406098e-23,6,-86.4081930175123,188.8163860350246,209.3311715667673,34.009565147662784,89,96,MAL,4,T1_mean
0.7147165917088634,0.6988675134704669,0.4867453702729451,45.095151967725684,4.449378698184411e-23,5,-63.99889212976546,141.99778425953093,159.94822159980578,21.32289499339318,90,96,MAL,4,T1_absmax
0.7149885851064104,0.695774332416955,0.823686628758235,37.21136578467018,3.0339663550691254e-22,6,-113.96327961838601,243.92655923677202,264.4413447685147,60.382909953164464,89,96,MAL,4,T1_absmin
0.7290057061491261,0.7107364279119885,0.6023834431679631,39.903366552665,3.339777114769728e-23,6,-83.92526732944512,183.85053465889024,204.36532019063293,32.29505732165726,89,96,MAL,4,T1_meanmax
0.7244464446360405,0.7058698004542006,0.6326477387910315,38.99770257451774,6.932250587855754e-23,6,-88.6311471165373,193.2622942330746,213.7770797648173,35.62164136436907,89,96,MAL,4,T1_meanmin
0.7428503763023298,0.7255144466148464,0.61978043239799685,42.85033394192127,3.358274885019626e-24,6,-86.65849126823369,189.31698253646738,209.83176806821007,34.18737281012687,89,96,MAL,4,T2_mean
0.6424010471620073,0.6139556759135306,0.6104937575545707,22.58367597140815,3.248652455174936e-17,7,-84.666780872675,187.33356174535,210.41269546856054,32.7978312651527,88,96,MAL,4,T2_absmax
0.6943806567036965,0.6774018042983463,1.012716567162735,40.89679562117465,9.457298013873802e-22,5,-134.33334367262893,282.66668734525786,300.6171246855327,92.3035360865287,90,96,MAL,4,T2_absmin
0.7480455193668677,0.7310598240432857,0.5740094141402984,44.03973491319633,1.3726246262116235e-24,6,-79.29342148618045,174.5868429723609,195.1016285041036,29.32432586943029,89,96,MAL,4,T2_meanmax
0.7273803185966895,0.7090014636706237,0.6954154354020956,39.577020522920606,4.339166952921655e-23,6,-97.71232887540788,211.42465775081575,231.93944328255844,43.040633873798264,89,96,MAL,4,T2_meanmin
0.7512420204829384,0.7342812491522297,0.6406703597139471,44.29291603753651,1.538435213746049e-24,6,-88.86568668442592,193.73137336885185,214.16238850165618,36.12034886380786,88,95,MAL,4,T3_mean
0.6783479883801027,0.6677440759091171,0.8283808558568292,63.97148130335808,2.4491397537776214e-22,3,-114.86902020957028,239.73804041914056,252.50742487714325,62.445550653858454,91,95,MAL,4,T3_absmax
0.7363064153937234,0.7245867005223334,1.3936090446946519,62.826307932727936,3.038539419565828e-25,4,-163.76116528385788,339.52233056771576,354.845591917319,174.79315525092662,90,95,MAL,4,T3_absmin
0.704087542999641,0.6943321872743544,0.6184594417611459,72.17446117055447,5.606668609426783e-24,3,-87.10608673892561,184.21217347785122,196.9815579358539,34.80677938041924,91,95,MAL,4,T3_meanmax
0.7261143180649737,0.7107274820012082,0.8513007472134104,47.19061898468531,1.3666759715449946e-23,5,-116.40620407146405,246.8124081429281,264.68954638413186,64.49945363634387,89,95,MAL,4,T3_meanmin
0.7408418277600891,0.6726423087495863,0.40697492310251054,10.862860009995055,4.765694857256155e-5,5,-9.567910022932114,33.13582004586423,41.66795081994164,3.146943172651593,19,25,MAL,4,T4_mean
0.3392890942913671,0.24490182204727673,2.7055028271097488,3.594648793472363,0.030660278489340886,3,-58.1762405670369,126.3524811340738,132.4468602584148,153.7146564974757,21,25,MAL,4,T4_absmax
0.34127807634378754,0.3126379927065609,3.6706747831292907,11.916099152035692,0.0021671769425452387,1,-66.94058096283715,139.8811619256743,143.53778940027888,309.8986273605291,23,25,MAL,4,T4_absmin
0.7660999380958315,0.6881332507944421,0.8953133014224083,9.825990619998787,7.188540170525257e-5,6,-28.602623380269044,73.20524676053809,82.9562533594837,14.428546338670058,18,25,MAL,4,T4_meanmax
0.0864967478374965,0.046779215134779006,1.376628326897483,2.177797611068077,0.15357470452695987,1,-42.42212492352243,90.84424984704486,94.50087732164947,43.58742765958096,23,25,MAL,4,T4_meanmin
0.7294089989391053,0.7111669089799438,0.4075005285595742,39.984946931630795,3.12896659143987e-23,6,-46.403479018893435,108.80695803778687,129.32174356952956,14.779044589093578,89,96,MAL,5,T1_mean
0.6344636876273466,0.6266026916623433,1.3633449307329066,80.7103438866961,4.745363335427254e-21,2,-164.44851571659413,336.89703143318826,347.1544241990596,172.8599742144256,93,96,MAL,5,T1_absmax
0.710002880236273,0.6938919291382881,0.517235870760845,44.06958198297062,9.212814726572632e-23,5,-69.83164740792448,153.66329481584896,171.6137321561238,24.077965140155655,90,96,MAL,5,T1_absmin
0.7325118549523962,0.7176514024497516,0.45121900361052303,49.29270187580319,2.541571973467061e-24,5,-56.72321384465163,127.44642768930326,145.39686502957812,18.323873029734585,90,96,MAL,5,T1_meanmax
0.725813874333873,0.7073294164237971,0.38225677638377914,39.26617041542927,5.575943737590763e-23,6,-40.264311900425476,96.52862380085095,117.04340933259364,13.004701635127349,89,96,MAL,5,T1_meanmin
0.6985710730951862,0.6782500218431763,0.4827151615932346,34.376719217520375,3.506064015133504e-21,6,-62.66439316793609,141.32878633587217,161.84357186761486,20.73823952364645,89,96,MAL,5,T2_mean
0.4793836517694702,0.4681876012698889,3.730121959769396,42.81721056790501,6.577756202901463e-14,2,-261.0724909591379,530.1449819182758,540.4023746841472,1293.984314632111,93,96,MAL,5,T2_absmax
0.7003850343062458,0.6837397584343705,0.8016679598983465,42.07710582253879,3.9212258547742444e-22,5,-111.89841606748908,237.79683213497816,255.747269475253,57.84043661348191,90,96,MAL,5,T2_absmin
0.61673016191491,0.6084877998055533,1.0842645146822065,74.82444398005696,4.295027119464424e-20,2,-142.46074315507028,292.92148631014055,303.17887907601187,109.3335470153108,93,96,MAL,5,T2_meanmax
0.7249043719636056,0.6996082222591096,0.40908559355232066,28.656707856008772,2.5421958061314862e-21,8,-45.6852122066651,111.3704244133302,137.01390632800855,14.559538988128741,87,96,MAL,5,T2_meanmin
0.6612894574863096,0.6422607753226192,0.5250621823459158,34.7522467293162,1.5212866006460647e-19,5,-70.49757068583494,154.9951413716699,172.87227961287368,24.536436284357166,89,95,MAL,5,T3_mean
0.473787403021987,0.4564397349897449,4.030502545316388,27.3113021382131,1.0983484741595524e-12,3,-265.1754864422053,540.3509728844106,553.1203573424133,1478.2905198699711,91,95,MAL,5,T3_absmax
0.700056175527718,0.6867253388845055,1.3179349039270987,52.514046512163624,9.521683713509494e-23,4,-158.45724190204854,328.9144838040971,344.2377451537003,156.3257169890398,90,95,MAL,5,T3_absmin
0.606104171451059,0.6018687324344036,1.2628921691010966,143.1030334913661,1.6127566249194715e-20,1,-155.96190820589703,317.92381641179406,325.5854470865957,148.32538666224914,93,95,MAL,5,T3_meanmax
0.6861374029392688,0.6685046727673176,0.5587295651848179,38.9127149481777,5.407461489415639e-21,5,-76.4017137862605,166.803427572521,184.6805658137248,27.78390670403379,89,95,MAL,5,T3_meanmin
0.8273746528512491,0.7823419535950532,0.3237292434898497,18.372752833318412,1.0064650415400054e-7,6,-4.7471750862541064,25.494350172508213,36.70392922580545,2.410414331081739,23,30,MAL,5,T4_mean
0.5662634454878614,0.428256359961272,1.95200319812631,4.103147627001808,0.00504030483208013,7,-57.981515862800755,133.96303172560152,146.5738081605609,83.82696268089752,22,30,MAL,5,T4_absmax
0.3963921259297094,0.3748347018557704,1.678035157350944,18.38773151050607,1.9323892730301658e-4,1,-57.061969716723446,120.12393943344689,124.32753157843337,78.8424557005626,28,30,MAL,5,T4_absmin
0.5519666797703618,0.4586264047225206,1.0770082712468496,5.913488893057719,0.0010666420857267296,5,-41.44661506761805,96.8932301352361,106.70161180687118,27.83872359201906,24,30,MAL,5,T4_meanmax
0.41329788794765715,0.34560149040315613,0.6797817345876053,6.105168117342883,0.002752955437251464,3,-28.84213801500216,67.68427603000433,74.6902629383151,12.014683373652266,26,30,MAL,5,T4_meanmin
0.48378382009527976,0.46109299900056677,1.88223686181012,21.32068372827648,1.9760404555807776e-12,4,-194.3668877191506,400.7337754383012,416.1198645871082,322.3962199600696,91,96,MAL,6,T1_mean
0.4040081543774541,0.38457363767237107,2.864023269176207,20.788176032789508,2.2817212298350756e-10,3,-235.189065578211,480.378131156422,493.19987211376116,754.6418943472147,92,96,MAL,6,T1_absmax
0.5640247745108778,0.5546489632100365,0.7704508352152737,60.157436664735904,1.7178063745258644e-17,2,-109.65933588999728,227.31867177999456,237.5760645458659,55.204287522003895,93,96,MAL,6,T1_absmin
0.4612377889954328,0.43755593356666056,2.4954605287164773,19.476421109937757,1.3204494801994674e-11,4,-221.44007842057306,454.8801568411461,470.2662459899531,566.6864157847547,91,96,MAL,6,T1_meanmax
0.48737526783438634,0.4648423125743594,1.5089702680217056,21.62944284094775,1.448472593305427e-12,4,-173.14768005317006,358.2953601063401,373.68144925514713,207.20620554938833,91,96,MAL,6,T1_meanmin
0.5896027721025304,0.56193554325551,1.721526465979175,21.310510545259277,2.3250451324753957e-15,6,-184.7322239812714,385.4644479625428,405.9792334942855,263.7651502029405,89,96,MAL,6,T2_mean
0.552538500219956,0.5223725564145598,3.597440969087631,18.316632285216784,9.621384382631185e-14,6,-255.4853158186441,526.9706316372882,547.4854171690308,1151.8007558202435,89,96,MAL,6,T2_absmax
0,0,0.6840585074879683,NA,NA,NA,-99.2631413295789,202.5262826591578,207.6549790420935,44.453923958333334,95,96,MAL,6,T2_absmin
0.6181489322850445,0.5924061636750475,3.256910715147932,24.012527232404647,1.0296548914056899e-16,6,-245.93872656353778,507.87745312707557,528.3922386588183,944.0645991736418,89,96,MAL,6,T2_meanmax
0.2629329812519631,0.23889818716235334,1.0121547117516176,10.939681042061748,3.273520120747844e-6,3,-135.3350555904898,280.6701111809796,293.49185213831873,94.250058767932,92,96,MAL,6,T2_meanmin
0.5928676371666687,0.5651086124280325,1.512566914434736,21.357653690963048,2.5262253591153663e-15,6,-170.47528132595315,356.9505626519063,377.3815777847106,201.3315630165504,88,95,MAL,6,T3_mean
0.7491964080364689,0.7320961631298646,1.9694105159379878,43.81202796382858,2.194204727086068e-24,6,-195.54826240203613,407.09652480407226,427.52753993687656,341.3148446652675,88,95,MAL,6,T3_absmax
0.20885784643971078,0.1644116580374475,0.9037969521144105,4.6991171559960945,7.447852297668228e-4,5,-122.09093320609439,258.1818664121888,276.05900465339255,72.69955482796553,89,95,MAL,6,T3_absmin
0.6462704817714181,0.6221525600740148,2.742283688207313,26.796275810158203,6.1357448767522225e-18,6,-226.99865542177997,469.99731084355994,490.42832597636425,661.7705447414955,88,95,MAL,6,T3_meanmax
0.38925355618904744,0.35494195822214003,0.846406029009215,11.344664173451536,1.7593504863441593e-8,5,-115.85840686131525,245.7168137226305,263.5939519638343,63.75988176894019,89,95,MAL,6,T3_meanmin
0.6358075074872572,0.6016644613141876,0.432391440082319,18.621874107669715,3.585843241066018e-7,3,-18.778428924087184,47.55685784817437,55.47445254045492,5.9827954386067725,32,36,MAL,6,T4_mean
0.30202301808399845,0.25972138281636203,2.620735036814235,7.139748054020644,0.00265080730929925,2,-84.19995617540036,176.39991235080072,182.73398810462515,226.65232039512844,33,36,MAL,6,T4_absmax
0.4458680482442911,0.37436715124355446,0.8588747386810691,6.235838527168373,8.399112282489941e-4,4,-42.913457147916525,97.82691429583305,107.32802792656972,22.86764031907872,31,36,MAL,6,T4_absmin
0.4155665473868739,0.3801463381375936,1.4833879352249386,11.732470140483908,1.416213079277027e-4,2,-63.711412625031095,135.4228252500622,141.75690100388664,72.61451229023993,33,36,MAL,6,T4_meanmax
0.49411795735920516,0.4466915158616307,0.7011589675613895,10.418617584548809,6.148078854851845e-5,3,-36.18094932991447,82.36189865982894,90.27949335210948,15.731964729336118,32,36,MAL,6,T4_meanmin
0.33477404976783925,0.3125998514267673,0.9291498575453654,15.097458975450582,4.872368983570352e-8,3,-124.42880905758496,258.8576181151699,271.5740920265199,77.69875119989155,90,94,MAL,7,T1_mean
0.3117237833486667,0.28878124279362216,1.8273145076374975,13.587151893695882,2.1824218010156435e-7,3,-188.00407810693295,386.0081562138659,398.7246301252159,300.5170478840223,90,94,MAL,7,T1_absmax
0.6811938319073748,0.6592071996251248,0.9805172242058291,30.98218149840565,1.214583138264023e-19,6,-127.8935926575263,271.7871853150526,292.13354357321265,83.64302034589446,87,94,MAL,7,T1_absmin
0.3107648827299477,0.2877903788209458,1.1465450253021177,13.526511125586719,2.320181358018647e-7,3,-144.19121274351136,298.3824254870227,311.09889939837274,118.31089455405304,90,94,MAL,7,T1_meanmax
0.4141714895068479,0.39464387249040944,0.8726840660412626,21.209525420239306,1.7678605859465314e-10,3,-118.53534363822078,247.07068727644156,259.7871611877916,68.54197312100797,90,94,MAL,7,T1_meanmin
0.7558496170083132,0.7419774361565128,0.39870340075781446,54.48671878511561,1.733890002130629e-25,5,-43.84367310357554,101.68734620715108,119.49040968304111,13.988867356274485,88,94,MAL,7,T2_mean
0.36653813183476475,0.3454227362292568,2.7330331298110067,17.358809594794195,5.624417689939031e-9,3,-225.84515258732466,461.6903051746493,474.40677908599935,672.2523079780092,90,94,MAL,7,T2_absmax
0.3806387691956259,0.3528023093841933,0.9956529254251958,13.674108409406863,9.892204178793093e-9,4,-130.40176097787432,272.80352195574864,288.06329064936864,88.2279025637898,89,94,MAL,7,T2_absmin
0.5459087037012111,0.5145920625771567,1.3066342661502155,17.431904703276015,3.815359963619989e-13,6,-154.8837783715569,325.7675567431138,346.1139150012738,148.53450017657835,87,94,MAL,7,T2_meanmax
0.3388686132204412,0.2932733451666787,0.7394593924589243,7.432100471936507,1.9316312598375494e-6,6,-101.3704733445657,218.7409466891314,239.08730494729141,47.57161679932777,87,94,MAL,7,T2_meanmin
0.9089470521758727,0.9013593065238621,0.23888225841857735,119.7914497746796,5.888034736423431e-41,7,5.366529918217482,7.266940163565035,29.963037357006396,4.793437604521438,84,92,MAL,7,T3_mean
0.6273044975771634,0.6101690721784123,1.7679243533649254,36.608632874844396,6.390045400629399e-18,4,-180.3940122289287,372.7880244578574,387.9187559201516,271.9234171722087,87,92,MAL,7,T3_absmax
0.3496973357974639,0.3037936183243438,0.8719156133797102,7.618061347694465,1.4711971837234803e-6,6,-114.29226603603877,244.58453207207754,264.75884068846983,64.62013113270189,85,92,MAL,7,T3_absmin
0.7972685404254173,0.7854818276594532,0.8960434975130062,67.64129713312846,2.5060614881233717e-28,5,-117.34154461966173,248.68308923932346,266.33560927866677,69.0488796514393,86,92,MAL,7,T3_meanmax
0.26637216405044034,0.21458666974811857,0.6338726757538553,5.143760190747031,1.493858334522679e-4,6,-84.95856852192912,185.91713704385825,206.09144566025057,34.15253837072493,85,92,MAL,7,T3_meanmin
0.8889955585554637,0.871651114579755,0.20438117597601305,51.25535069331244,2.4266298943137234e-14,5,9.680694339713197,-5.361388679426394,6.1017144386583055,1.3366932829868163,32,38,MAL,7,T4_mean
0.3042485588065794,0.24285872576010115,1.7377504589849533,4.9560088976986245,0.005831855414234114,3,-72.8048518054113,155.6097036108226,163.79763440945453,102.67240636188212,34,38,MAL,7,T4_absmax
0.5424463382499296,0.4869852883408302,0.5807328277616223,9.780672005650779,2.4838912420113034e-5,4,-30.58752077490145,73.1750415498029,83.00055850816122,11.129270368920333,33,38,MAL,7,T4_absmin
0.5684223545192629,0.5161099126428099,0.9317231564302177,10.865911323002544,9.87703836699414e-6,4,-48.55182796142814,109.10365592285628,118.92917288121458,28.647565327533506,33,38,MAL,7,T4_meanmax
0.2198360600436663,0.17525526347473297,0.477855757448706,4.931182862642289,0.012979344961980069,2,-24.29617891706251,56.59235783412502,63.14270247303056,7.992114372440679,35,38,MAL,7,T4_meanmin
0.5874574037157575,0.5732317969473353,0.679432058536804,41.29577130022944,1.0868852913660712e-16,3,-91.90679693166658,193.81359386333315,206.3678913959174,40.16162922857764,87,91,MAL,8,T1_mean
0.30548684216455335,0.27318390459081154,2.186025293321252,9.456936895202881,2.200822771559904e-6,4,-197.72183234036652,407.44366468073304,422.50882171983415,410.96876614146294,86,91,MAL,8,T1_absmax
