id_code,area,year,month,T1_absmax,T2_absmax,T3_absmax,T4_absmax,T1_mean,T1_absmin,T1_meanmax,T1_meanmin,T2_mean,T2_absmin,T2_meanmax,T2_meanmin,T3_mean,T3_absmin,T3_meanmax,T3_meanmin,T4_mean,T4_absmin,T4_meanmax,T4_meanmin,pisr,moist_med,hydro_year,snow_days,altitude,canopy_cover2m_10m,tpi100,water_prop_500m,wetland_prop_100m
AIL165,AIL,2020,5,-0.53,-0.39,-0.38,NA,-1.21,-1.47,-1.18,-1.23,-1.23,-1.64,-1.2,-1.26,-1.6,-2.12,-1.57,-1.64,NA,NA,NA,NA,22142,25.83,2020,252,879.8,0,0.22,0,0
AIL165,AIL,2020,6,12.03,15.053,16.19,NA,3.67,-0.34,4.72,2.74,4.5,-0.14,6.82,2.3,4.78,-0.25,7.36,2.25,NA,NA,NA,NA,26824,26.31,2020,252,879.8,0,0.22,0,0
AIL165,AIL,2020,7,13.41,17.36,16.75,NA,8.92,1.16,10.6,7.37,9.46,-0.57,14.71,5.56,9.07,-0.75,13.89,5.17,NA,NA,NA,NA,24636,22.56,2020,252,879.8,0,0.22,0,0
AIL165,AIL,2020,8,13.78,17.448,16.38,NA,9.3,2.47,10.96,7.83,8.87,-4.39,14.7,4.3,8.29,-4.12,13.19,3.76,NA,NA,NA,NA,17200,21.84,2020,252,879.8,0,0.22,0,0
AIL165,AIL,2020,9,7.97,9.61,9.06,NA,3.46,-0.09,4.44,2.61,3.22,-6.01,7.52,0.28,3.05,-6.75,6.52,0.08,NA,NA,NA,NA,8838,22.57,2020,252,879.8,0,0.22,0,0
AIL165,AIL,2020,10,4.59,5.61,5.5,NA,1.16,-1.09,1.42,0.91,-0.21,-8.39,1.12,-1.49,-2.23,-17.12,-0.2,-4.38,NA,NA,NA,NA,2429,21.77,2020,252,879.8,0,0.22,0,0
AIL166,AIL,2019,11,-1.58,-1.96,-2.62,NA,-2.38,-4.08,-2.24,-2.51,-3.68,-8.39,-3.29,-4.15,-6.73,-15.5,-5.68,-7.91,NA,NA,NA,NA,181,28.33,2020,262,883.18,0,-0.59,0,0
AIL166,AIL,2019,12,-1.52,-1.83,-2.75,NA,-1.77,-2.45,-1.71,-1.82,-2.37,-4.33,-2.23,-2.5,-3.88,-8.5,-3.55,-4.2,NA,NA,NA,NA,0,28.33,2020,262,883.18,0,-0.59,0,0
AIL166,AIL,2020,1,-1.33,-1.52,-2.25,NA,-1.37,-1.58,-1.36,-1.38,-1.66,-1.96,-1.64,-1.69,-2.56,-3.12,-2.5,-2.61,NA,NA,NA,NA,0,28.62,2020,262,883.18,0,-0.59,0,0
AIL166,AIL,2020,2,-1.52,-1.71,-2.5,NA,-1.59,-1.7,-1.56,-1.61,-1.87,-2.08,-1.85,-1.89,-2.78,-3.19,-2.75,-2.8,NA,NA,NA,NA,778,28.62,2020,262,883.18,0,-0.59,0,0
AIL166,AIL,2020,3,-1.52,-1.71,-2.38,NA,-1.62,-1.7,-1.61,-1.64,-1.83,-1.96,-1.81,-1.84,-2.58,-2.75,-2.56,-2.6,NA,NA,NA,NA,3744,28.62,2020,262,883.18,0,-0.59,0,0
AIL166,AIL,2020,4,-1.45,-1.46,-1.94,NA,-1.55,-1.58,-1.54,-1.55,-1.65,-1.77,-1.63,-1.66,-2.17,-2.38,-2.16,-2.18,NA,NA,NA,NA,10816,28.62,2020,262,883.18,0,-0.59,0,0
AIL166,AIL,2020,5,-0.39,-0.21,-0.25,NA,-1.19,-1.45,-1.16,-1.21,-1.15,-1.46,-1.13,-1.18,-1.44,-1.88,-1.41,-1.47,NA,NA,NA,NA,19469,28.6,2020,262,883.18,0,-0.59,0,0
AIL166,AIL,2020,6,4.8,9.92,10.88,NA,0.13,-0.45,0.46,-0.17,1.06,-0.21,1.98,0.2,1.18,-0.5,2.4,0.15,NA,NA,NA,NA,24593,29.08,2020,262,883.18,0,-0.59,0,0
AIL166,AIL,2020,7,11.67,15.48,16.12,NA,7.31,-0.2,8.78,5.73,8.71,-1.08,12.69,4.99,8.73,-0.88,13.2,5.02,NA,NA,NA,NA,22200,25.33,2020,262,883.18,0,-0.59,0,0
AIL166,AIL,2020,8,12.05,14.86,15.5,NA,8.35,1.92,9.73,6.83,8.08,-3.39,12.53,3.6,7.98,-3,12.61,3.64,NA,NA,NA,NA,14387,24.62,2020,262,883.18,0,-0.59,0,0
AIL166,AIL,2020,9,7.36,8.73299999999998,8.75299999999998,NA,2.96,-0.33,3.75,2.2,2.68,-5.52,5.65,0.08,2.79,-5.88,5.95,0.08,NA,NA,NA,NA,6464,25.35,2020,262,883.18,0,-0.59,0,0
AIL166,AIL,2020,10,4.23,5.29,5.38,NA,0.45,-3.64,0.81,0.06,-0.5,-8.21,0.54,-1.65,-1.72,-11.38,-0.32,-3.23,NA,NA,NA,NA,1545,24.55,2020,262,883.18,0,-0.59,0,0
AIL167,AIL,2019,11,-0.98,-1.66,-2.49700000000002,NA,-1.48,-2.61,-1.35,-1.61,-3.88,-8.6,-3.2,-4.63,-7.71,-18.56,-6,-9.57,NA,NA,NA,NA,181,26.23,2020,247,869.6,0,2.19,0,0
AIL167,AIL,2019,12,-1.48,-2.41,-3.31,NA,-2.36,-3.11,-2.24,-2.48,-3.84,-7.22,-3.35,-4.37,-6.25,-10.88,-5.15,-7.36,NA,NA,NA,NA,0,26.23,2020,247,869.6,0,2.19,0,0
AIL167,AIL,2020,1,-2.73,-3.22,-3.88,NA,-3.17,-3.98,-3.09,-3.25,-4.31,-6.6,-4.03,-4.62,-6.11,-10.81,-5.56,-6.73,NA,NA,NA,NA,0,26.51,2020,247,869.6,0,2.19,0,0
AIL167,AIL,2020,2,-3.54,-4.03,-4.75,NA,-3.84,-4.36,-3.8,-3.88,-4.68,-5.91,-4.56,-4.81,-6.1,-8.25,-5.9,-6.31,NA,NA,NA,NA,825,26.51,2020,247,869.6,0,2.19,0,0
AIL167,AIL,2020,3,-3.73,-4.03,-4.38,NA,-4.05,-4.29,-4.02,-4.09,-4.75,-5.35,-4.66,-4.86,-5.97,-7.25,-5.79,-6.18,NA,NA,NA,NA,4395,26.51,2020,247,869.6,0,2.19,0,0
AIL167,AIL,2020,4,-3.36,-3.35,-3.19,NA,-3.85,-4.36,-3.81,-3.88,-4.27,-5.22,-4.18,-4.38,-5.01,-6.75,-4.85,-5.23,NA,NA,NA,NA,11767,26.51,2020,247,869.6,0,2.19,0,0
AIL167,AIL,2020,5,-0.23,-0.1,-0.12,NA,-2.41,-3.42,-2.33,-2.47,-2.49,-3.85,-2.39,-2.6,-2.7,-4.88,-2.55,-2.91,NA,NA,NA,NA,20338,26.49,2020,247,869.6,0,2.19,0,0
AIL167,AIL,2020,6,11.213,20.473,19.25,NA,5.04,-0.23,6.7,3.54,8.46,-0.91,13.87,2.92,8.25,-0.75,13.12,2.95,NA,NA,NA,NA,25280,26.97,2020,247,869.6,0,2.19,0,0
AIL167,AIL,2020,7,11.71,17.03,16.38,NA,7.96,2.14,9.3,6.72,9.09,-0.6,14.75,4.8,8.95,-0.5,13.75,4.99,NA,NA,NA,NA,22968,23.22,2020,247,869.6,0,2.19,0,0
AIL167,AIL,2020,8,11.46,16.4,15.62,NA,7.93,2.14,9.3,6.69,8.16,-3.35,13.93,3.22,8.03,-2.88,13.11,3.44,NA,NA,NA,NA,15319,22.51,2020,247,869.6,0,2.19,0,0
AIL167,AIL,2020,9,7.14,9.15,9,NA,3.1,-0.11,3.8,2.46,2.87,-5.66,6.43,0.07,2.97,-5.88,6.47,0.17,NA,NA,NA,NA,7271,23.24,2020,247,869.6,0,2.19,0,0
AIL167,AIL,2020,10,4.27,5.65,5.62,NA,1.04,-1.23,1.29,0.77,-0.81,-8.97,0.61,-2.36,-2.04,-12.75,-0.29,-3.89,NA,NA,NA,NA,1834,22.44,2020,247,869.6,0,2.19,0,0
AIL168,AIL,2019,11,-4.12,-4.2,-4.41,NA,-4.7,-5.94,-4.6,-4.8,-5.13,-7.51,-4.97,-5.37,-5.82,-8.47,-5.54,-6.13,NA,NA,NA,NA,174,41.05,2020,247,848.47,0,4.9,0,0
AIL168,AIL,2019,12,-4.25,-4.45,-4.59,NA,-4.52,-5.25,-4.48,-4.56,-4.73,-5.7,-4.67,-4.81,-5.07,-6.72,-4.94,-5.19,NA,NA,NA,NA,0,41.05,2020,247,848.47,0,4.9,0,0
AIL168,AIL,2020,1,-4.06,-4.2,-4.34,NA,-4.21,-4.69,-4.18,-4.23,-4.39,-5.2,-4.34,-4.46,-4.7,-6.22,-4.61,-4.8,NA,NA,NA,NA,0,41.34,2020,247,848.47,0,4.9,0,0
AIL168,AIL,2020,2,-4.62,-4.7,-4.91,NA,-4.76,-5,-4.74,-4.79,-4.99,-5.45,-4.91,-5.1,-5.37,-6.09,-5.23,-5.51,NA,NA,NA,NA,778,41.34,2020,247,848.47,0,4.9,0,0
AIL168,AIL,2020,3,-4.56,-4.57,-4.66,NA,-4.86,-5.12,-4.83,-4.88,-5.04,-5.57,-4.97,-5.12,-5.3,-6.09,-5.16,-5.46,NA,NA,NA,NA,3253,41.34,2020,247,848.47,0,4.9,0,0
AIL168,AIL,2020,4,-4,-4.07,-4.09,NA,-4.43,-4.69,-4.4,-4.44,-4.5,-4.95,-4.44,-4.55,-4.58,-5.34,-4.5,-4.67,NA,NA,NA,NA,9252,41.34,2020,247,848.47,0,4.9,0,0
AIL168,AIL,2020,5,-0.5,-0.13,-0.09,NA,-2.95,-4,-2.89,-3.02,-2.87,-4.13,-2.78,-2.97,-2.85,-4.28,-2.77,-2.94,NA,NA,NA,NA,17314,41.32,2020,247,848.47,0,4.9,0,0
AIL168,AIL,2020,6,14.12,18.3035,18.16,19.61,6.64,-0.38,8.09,5.16,7.61,-0.2,12.19,3.78,7.86,-0.09,11.84,3.96,9.7,-0.1,14.07,5.12,22366,41.8,2020,247,848.47,0,4.9,0,0
AIL168,AIL,2020,7,11.895,15.05,15.53,16.045,8.65,3,9.62,7.53,8.89,0.55,12.45,5.86,9.01,0.22,12.65,5.7,9.47,0.3,12.81,6.3,20015,38.05,2020,247,848.47,0,4.9,0,0
AIL168,AIL,2020,8,12.25,14.635,15.34,17.19,8.75,3.19,9.68,7.74,8.29,-2.13,12.26,4.53,8.38,-2.41,12.53,4.22,8.84,-0.8,12.59,5.18,12528,37.33,2020,247,848.47,0,4.9,0,0
AIL168,AIL,2020,9,7.25,8.68,8.91,9.2033,3.45,0.62,3.88,3.03,2.94,-2.45,4.91,1.01,2.97,-3.97,5.3,0.79,3.56,-4.23,6.1,1.3,5530,38.07,2020,247,848.47,0,4.9,0,0
AIL168,AIL,2020,10,4.12,5.43,5.72,5.9347,0.96,-2.06,1.19,0.73,-0.42,-8.57,0.67,-1.59,-1.58,-11.09,-0.2,-3.12,-1.55,-10.58,-0.23,-3.04,1521,37.26,2020,247,848.47,0,4.9,0,0
AIL169,AIL,2019,11,-0.38,-0.98,-2.23,NA,-0.7,-1.19,-0.67,-0.74,-1.79,-2.73,-1.6,-1.95,-4.51,-6.98,-3.99,-5.02,NA,NA,NA,NA,178,33.77,2020,247,789.46,0,-2,0,0
AIL169,AIL,2019,12,-0.38,-0.23,-1.79,NA,-1.07,-1.75,-1,-1.14,-1.76,-3.48,-1.55,-1.95,-3.96,-8.17,-3.44,-4.47,NA,NA,NA,NA,0,33.77,2020,247,789.46,0,-2,0,0
AIL169,AIL,2020,1,-1,-1.35,-2.48,NA,-1.35,-2.12,-1.29,-1.4,-2.07,-3.54,-1.91,-2.23,-4.34,-7.67,-3.92,-4.77,NA,NA,NA,NA,0,34.05,2020,247,789.46,0,-2,0,0
AIL169,AIL,2020,2,-1.12,-1.48,-2.61,NA,-1.47,-2,-1.43,-1.53,-2.03,-2.98,-1.93,-2.13,-3.88,-5.92,-3.63,-4.13,NA,NA,NA,NA,765,34.05,2020,247,789.46,0,-2,0,0
AIL169,AIL,2020,3,-1,-1.17,-2.04,NA,-1.4,-1.94,-1.36,-1.43,-1.82,-2.73,-1.75,-1.89,-3.37,-5.29,-3.22,-3.54,NA,NA,NA,NA,2892,34.05,2020,247,789.46,0,-2,0,0
AIL169,AIL,2020,4,-0.75,-0.79,-1.42,NA,-1.04,-1.31,-1.02,-1.06,-1.24,-1.73,-1.21,-1.27,-2.3,-3.54,-2.23,-2.39,NA,NA,NA,NA,9490,34.05,2020,247,789.46,0,-2,0,0
AIL169,AIL,2020,5,-0.19,0.02,-0.11,NA,-0.6,-0.88,-0.57,-0.62,-0.53,-0.98,-0.49,-0.56,-1.08,-2.04,-1,-1.16,NA,NA,NA,NA,18038,34.03,2020,247,789.46,0,-2,0,0
AIL169,AIL,2020,6,11.38,19.27,18.71,NA,5.38,-0.19,6.41,4.49,8.22,0.02,12.59,3.54,8,-0.17,12.05,3.44,NA,NA,NA,NA,23242,34.51,2020,247,789.46,0,-2,0,0
AIL169,AIL,2020,7,12.75,16.52,16.83,NA,9.34,3.38,10.32,8.45,9.74,0.65,14.07,6.08,9.58,0.14,14.01,5.85,NA,NA,NA,NA,20803,30.77,2020,247,789.46,0,-2,0,0
AIL169,AIL,2020,8,12.62,15.65,15.83,NA,9.48,4.12,10.35,8.69,8.87,-1.48,13.42,4.96,8.69,-1.42,13.1,4.72,NA,NA,NA,NA,12971,30.05,2020,247,789.46,0,-2,0,0
AIL169,AIL,2020,9,8.00299999999998,9.46,9.33,NA,3.92,0,4.49,3.42,3.57,-4.48,6.62,1.05,3.58,-5.04,6.7,0.95,NA,NA,NA,NA,5276,30.78,2020,247,789.46,0,-2,0,0
AIL169,AIL,2020,10,4.62,6.08,6.08,NA,1.25,-2,1.49,1.04,-0.68,-8.6,0.87,-2.29,-1.62,-11.48,0.26,-3.53,NA,NA,NA,NA,1347,29.98,2020,247,789.46,0,-2,0,0
AIL170,AIL,2019,11,-3.02,-3.52,-3.75,NA,-4.94,-7.7,-4.66,-5.22,-6.91,-12.21,-6.1,-7.76,-9.09,-17.38,-7.47,-10.94,NA,NA,NA,NA,179,18.04,2020,239,875.96,0,5.62,0,0
AIL170,AIL,2019,12,-4.02,-4.08,-3.56,NA,-5.16,-9.14,-4.79,-5.5,-6.41,-13.77,-5.41,-7.46,-8.21,-18.19,-6.18,-10.45,NA,NA,NA,NA,0,18.04,2020,239,875.96,0,5.62,0,0
AIL170,AIL,2020,1,-3.89,-4.21,-4,NA,-5.44,-8.39,-5.22,-5.68,-6.76,-12.02,-6.19,-7.46,-9.58,-19.25,-7.64,-11.69,NA,NA,NA,NA,0,18.32,2020,239,875.96,0,5.62,0,0
AIL170,AIL,2020,2,-5.52,-5.83,-5.62,NA,-6.75,-8.27,-6.54,-6.96,-7.75,-10.71,-7.22,-8.29,-9.75,-16.25,-8.1,-11.48,NA,NA,NA,NA,787,18.32,2020,239,875.96,0,5.62,0,0
AIL170,AIL,2020,3,-5.02,-5.08,-4.75,NA,-6.85,-8.64,-6.59,-7.07,-7.51,-10.46,-7.05,-8.03,-8.69,-15,-7.42,-10.06,NA,NA,NA,NA,3876,18.32,2020,239,875.96,0,5.62,0,0
AIL170,AIL,2020,4,-3.64,-3.46,-2.5,NA,-5.43,-8.02,-5.17,-5.62,-5.8,-9.46,-5.2,-6.4,-6.43,-13.44,-4.76,-8.36,NA,NA,NA,NA,10771,18.32,2020,239,875.96,0,5.62,0,0
AIL170,AIL,2020,5,2.86,5.42,5.88,NA,-2.01,-4.58,-1.35,-2.45,-1.68,-5.71,-0.24,-2.92,-1.55,-9.75,0.77,-4.14,NA,NA,NA,NA,19236,18.31,2020,239,875.96,0,5.62,0,0
AIL170,AIL,2020,6,14.98,20.11,19.5,NA,8.5,2.61,11.33,5.68,9.72,-0.33,15.7,3.49,9.27,-0.5,14.25,3.38,NA,NA,NA,NA,24263,18.78,2020,239,875.96,0,5.62,0,0
AIL170,AIL,2020,7,12.92,16.04,15.88,NA,8.68,1.61,10.54,6.7,9.18,-0.21,13.95,5.17,8.88,-0.38,13.18,5.09,NA,NA,NA,NA,21935,15.04,2020,239,875.96,0,5.62,0,0
AIL170,AIL,2020,8,12.98,16.04,15.38,NA,8.33,1.36,10.38,6.27,8.32,-2.46,13.96,3.79,8.04,-2.25,12.79,3.68,NA,NA,NA,NA,14297,14.32,2020,239,875.96,0,5.62,0,0
AIL170,AIL,2020,9,7.73,8.98,8.69,NA,2.91,-0.45,3.97,1.95,2.85,-5.58,6.26,0.24,2.81,-5.88,5.95,0.22,NA,NA,NA,NA,6563,15.05,2020,239,875.96,0,5.62,0,0
AIL170,AIL,2020,10,4.48,5.48,5.38,NA,0.4,-3.14,0.83,-0.05,-1.46,-9.83,0.11,-3.13,-2.16,-10.94,-0.44,-3.9,NA,NA,NA,NA,1661,14.25,2020,239,875.96,0,5.62,0,0
AIL171,AIL,2019,11,-3.94,-4.33,-3.49,NA,-5.89,-8.5,-5.6,-6.18,-7.39,-13.21,-6.53,-8.38,-8.99,-17.62,-7.14,-11.35,NA,NA,NA,NA,185,23.5,2020,251,832.25,0,5.27,0,0
AIL171,AIL,2019,12,-3.12,-3.52,-4.12,NA,-3.61,-5.88,-3.57,-3.67,-4.1,-6.89,-4.03,-4.17,-4.86,-8.74,-4.74,-4.99,NA,NA,NA,NA,0,23.5,2020,251,832.25,0,5.27,0,0
AIL171,AIL,2020,1,-2.5,-2.77,-3.24,NA,-2.65,-3.06,-2.65,-2.67,-2.96,-3.46,-2.94,-2.99,-3.45,-4.05,-3.43,-3.48,NA,NA,NA,NA,0,23.79,2020,251,832.25,0,5.27,0,0
AIL171,AIL,2020,2,-2.62,-3.02,-3.74,NA,-2.85,-3,-2.84,-2.86,-3.27,-3.46,-3.26,-3.29,-3.97,-4.12,-3.95,-3.99,NA,NA,NA,NA,1173,23.79,2020,251,832.25,0,5.27,0,0
AIL171,AIL,2020,3,-3.06,-3.33,-3.74,NA,-3.15,-3.25,-3.13,-3.16,-3.52,-3.71,-3.51,-3.54,-4.12,-4.49,-4.09,-4.15,NA,NA,NA,NA,6642,23.79,2020,251,832.25,0,5.27,0,0
AIL171,AIL,2020,4,-2.62,-2.71,-2.87,NA,-2.97,-3.25,-2.95,-2.99,-3.2,-3.58,-3.18,-3.22,-3.58,-4.24,-3.54,-3.62,NA,NA,NA,NA,14974,23.79,2020,251,832.25,0,5.27,0,0
AIL171,AIL,2020,5,-0.31,-0.21,-0.3,NA,-1.84,-2.62,-1.78,-1.87,-1.85,-2.83,-1.8,-1.89,-2.03,-3.12,-1.96,-2.09,NA,NA,NA,NA,23003,23.77,2020,251,832.25,0,5.27,0,0
AIL171,AIL,2020,6,13,21.67,20.26,NA,4.54,-0.31,5.71,3.12,7.13,-1.96,12.57,1.62,7.52,-2.18,12.99,1.74,NA,NA,NA,NA,27178,24.25,2020,251,832.25,0,5.27,0,0
AIL171,AIL,2020,7,12.38,17.42,17.26,NA,8.95,2.75,10.15,7.5,9.69,-0.08,15.09,5.23,9.48,-0.62,14.84,5.19,NA,NA,NA,NA,25261,20.5,2020,251,832.25,0,5.27,0,0
AIL171,AIL,2020,8,12.88,18.17,17.968,NA,9.46,4.5,10.6,8.09,9.22,-1.96,15.75,4.17,8.9,-2.74,15.8,3.84,NA,NA,NA,NA,18479,19.78,2020,251,832.25,0,5.27,0,0
AIL171,AIL,2020,9,7.94,9.67,10.1335,NA,4.16,0.19,4.82,3.51,3.55,-4.21,7.44,0.93,3.48,-5.37,8.05,0.37,NA,NA,NA,NA,10184,20.52,2020,251,832.25,0,5.27,0,0
AIL171,AIL,2020,10,4.62,5.67,5.7,NA,0.67,-3.38,1,0.37,-0.97,-9.46,0.48,-2.34,-1.89,-11.87,0.1,-3.7,NA,NA,NA,NA,2988,19.71,2020,251,832.25,0,5.27,0,0
AIL172,AIL,2019,11,-0.83,-1.9,-2.62,NA,-1.56,-2.46,-1.49,-1.62,-3.37,-6.84,-3.06,-3.71,-5.65,-12.25,-4.85,-6.44,NA,NA,NA,NA,189,39.25,2020,248,750.06,0,-1.71,0,0
AIL172,AIL,2019,12,-1.27,-1.84,-2.5,NA,-1.41,-1.77,-1.39,-1.45,-2.18,-3.28,-2.1,-2.25,-3.15,-5.25,-3.01,-3.3,NA,NA,NA,NA,0,39.25,2020,248,750.06,0,-1.71,0,0
AIL172,AIL,2020,1,-1.08,-1.53,-2,NA,-1.19,-1.4,-1.17,-1.2,-1.7,-2.15,-1.67,-1.72,-2.34,-3.12,-2.3,-2.39,NA,NA,NA,NA,0,39.53,2020,248,750.06,0,-1.71,0,0
AIL172,AIL,2020,2,-1.27,-1.84,-2.5,NA,-1.41,-1.58,-1.4,-1.43,-2.07,-2.34,-2.05,-2.1,-2.91,-3.38,-2.87,-2.95,NA,NA,NA,NA,1271,39.53,2020,248,750.06,0,-1.71,0,0
AIL172,AIL,2020,3,-1.4,-1.72,-2.19,NA,-1.58,-1.77,-1.57,-1.6,-2.16,-2.53,-2.14,-2.19,-2.9,-3.5,-2.86,-2.94,NA,NA,NA,NA,7277,39.53,2020,248,750.06,0,-1.71,0,0
AIL172,AIL,2020,4,-1.02,-1.15,-1.38,NA,-1.28,-1.46,-1.27,-1.29,-1.59,-1.97,-1.56,-1.61,-2,-2.56,-1.97,-2.02,NA,NA,NA,NA,15940,39.53,2020,248,750.06,0,-1.71,0,0
AIL172,AIL,2020,5,-0.27,-0.15,-0.12,NA,-0.78,-1.02,-0.77,-0.8,-0.79,-1.22,-0.76,-0.81,-0.89,-1.5,-0.85,-0.94,NA,NA,NA,NA,23919,39.51,2020,248,750.06,0,-1.71,0,0
AIL172,AIL,2020,6,9.35,23.53,22.5,NA,3.78,-0.27,4.58,3,8.29,-2.84,16.07,1.19,8.41,-2.75,14.98,1.56,NA,NA,NA,NA,27899,39.99,2020,248,750.06,0,-1.71,0,0
AIL172,AIL,2020,7,9.85,18.925,19.38,NA,7.47,3.23,8.27,6.71,9.95,-1.09,16.99,4.87,10.12,-1.62,17.37,4.77,NA,NA,NA,NA,26009,36.24,2020,248,750.06,0,-1.71,0,0
AIL172,AIL,2020,8,10.1,19.03,19.398,NA,8.05,5.1,8.84,7.35,9.24,-2.72,16.7,3.59,9.19,-4.12,17.02,3.14,NA,NA,NA,NA,19354,35.53,2020,248,750.06,0,-1.71,0,0
AIL172,AIL,2020,9,6.98,10.78,11.383,NA,4.22,1.23,4.7,3.81,3.93,-4.53,9.21,0.54,4.07,-6.56,10.2,0.06,NA,NA,NA,NA,10913,36.26,2020,248,750.06,0,-1.71,0,0
AIL172,AIL,2020,10,4.1,6.16,6.31,NA,1.81,-0.15,1.95,1.68,0.71,-3.34,1.93,-0.35,-0.9,-11.62,1.73,-2.94,NA,NA,NA,NA,3261,35.46,2020,248,750.06,0,-1.71,0,0
AIL173,AIL,2019,11,-1.18,-1.75,-2.54,NA,-1.5,-2.43,-1.44,-1.57,-3.02,-5.62,-2.75,-3.29,-5.32,-10.85,-4.71,-5.98,NA,NA,NA,NA,184,30.27,2020,244,871.65,0,0.62,0,0
AIL173,AIL,2019,12,-1.31,-1.81,-2.67,NA,-1.6,-2.06,-1.54,-1.65,-2.46,-3.81,-2.34,-2.61,-3.8,-6.54,-3.51,-4.1,NA,NA,NA,NA,0,30.27,2020,244,871.65,0,0.62,0,0
AIL173,AIL,2020,1,-1.5,-2,-2.67,NA,-1.71,-2.43,-1.67,-1.74,-2.46,-3.62,-2.38,-2.54,-3.64,-5.79,-3.48,-3.81,NA,NA,NA,NA,0,30.56,2020,244,871.65,0,0.62,0,0
AIL173,AIL,2020,2,-2.06,-2.56,-3.29900000000001,NA,-2.35,-2.68,-2.3,-2.38,-3.17,-3.75,-3.09,-3.26,-4.45,-5.54,-4.26,-4.63,NA,NA,NA,NA,957,30.56,2020,244,871.65,0,0.62,0,0
AIL173,AIL,2020,3,-2.18,-2.5,-3.04,NA,-2.57,-2.81,-2.52,-2.62,-3.31,-4.38,-3.2,-3.45,-4.52,-6.92,-4.28,-4.84,NA,NA,NA,NA,5347,30.56,2020,244,871.65,0,0.62,0,0
AIL173,AIL,2020,4,-1.68,-1.62,-1.54,NA,-2.22,-2.81,-2.17,-2.25,-2.63,-3.75,-2.52,-2.78,-3.41,-5.29,-3.16,-3.69,NA,NA,NA,NA,13229,30.56,2020,244,871.65,0,0.62,0,0
AIL173,AIL,2020,5,-0.25,0,0.96,NA,-1.18,-1.81,-1.13,-1.21,-1.18,-2.38,-1.08,-1.3,-1.31,-3.42,-0.87,-1.73,NA,NA,NA,NA,21758,30.54,2020,244,871.65,0,0.62,0,0
AIL173,AIL,2020,6,9.07,21.003,21.653,NA,4.79,-0.31,5.72,4.01,9.45,-0.62,17.1,2.6,9.82,-1.04,16.6,2.76,NA,NA,NA,NA,26495,31.02,2020,244,871.65,0,0.62,0,0
AIL173,AIL,2020,7,9.82,16.25,17.58,NA,6.99,2.69,7.73,6.39,8.85,-0.12,14.06,4.91,9.25,-1.1,15.26,4.56,NA,NA,NA,NA,24271,27.27,2020,244,871.65,0,0.62,0,0
AIL173,AIL,2020,8,10.32,16.25,17.21,NA,8,4.07,8.69,7.46,8.31,-3.5,14.2,3.67,8.27,-4.48,14.76,2.73,NA,NA,NA,NA,16778,26.56,2020,244,871.65,0,0.62,0,0
AIL173,AIL,2020,9,6.75,9.12,9.46,NA,3.53,0.38,3.94,3.2,3.09,-4.94,6.9,0.45,3.03,-7.54,7.76,-0.3,NA,NA,NA,NA,8481,27.29,2020,244,871.65,0,0.62,0,0
AIL173,AIL,2020,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2295,26.49,2020,244,871.65,0,0.62,0,0
AIL174,AIL,2019,11,-2.4,-3,-3.35,-2.99,-3.79,-6.15,-3.55,-4.07,-6.7,-12.5,-5.73,-7.85,-9.48,-19.47,-7.49,-11.8,-8.54,-15,-6.9,-10.22,186,26.57,2020,239,888.92,0,1.03,0,0
AIL174,AIL,2019,12,-2.52,-3,-3.35,-2.2,-3.12,-4.9,-2.98,-3.27,-4.37,-10.25,-3.83,-4.92,-6.42,-14.6,-5.16,-7.79,-8.02,-15,-6,-10.02,0,26.57,2020,239,888.92,0,1.03,0,0
AIL174,AIL,2020,1,-2.52,-2.88,-3.22,-2.755,-2.97,-4.4,-2.89,-3.05,-4.11,-7.25,-3.83,-4.4,-5.77,-11.28,-5.16,-6.41,-9.55,-19.4,-7.35,-11.69,0,26.85,2020,239,888.92,0,1.03,0,0
AIL174,AIL,2020,2,-3.46,-3.94,-4.53,-3.635,-3.99,-4.65,-3.92,-4.08,-4.94,-6.88,-4.71,-5.25,-6.31,-9.78,-5.76,-6.91,-9.55,-15.7,-7.24,-11.89,1022,26.85,2020,239,888.92,0,1.03,0,0
AIL174,AIL,2020,3,-3.84,-3.81,-3.85,-2.9,-4.55,-5.15,-4.45,-4.63,-5.27,-7.19,-4.99,-5.59,-6.3,-11.03,-5.68,-7.04,-8.88,-16.6,-6.19,-11.28,5748,26.85,2020,239,888.92,0,1.03,0,0
AIL174,AIL,2020,4,-3.21,-2.75,-2.22,0.720000000000005,-4.06,-5.15,-3.98,-4.15,-4.38,-6.81,-4.08,-4.66,-4.96,-9.53,-4.31,-5.7,-6.06,-15,-2.23,-9.18,13827,26.85,2020,239,888.92,0,1.03,0,0
AIL174,AIL,2020,5,0.04,4,4.6675,7.545,-2.08,-3.59,-1.9,-2.22,-1.53,-4.12,-0.49,-2.31,-1.43,-5.85,0,-2.65,-0.49,-10.8,4.17,-4.51,22312,26.83,2020,239,888.92,0,1.03,0,0
AIL174,AIL,2020,6,13.23,20.38,19.53,18.7,7.29,0.6,9.53,5.16,9.6,-0.69,15.93,2.94,9.11,-0.85,14.61,2.88,8.78,-0.2,13.1,3.78,26949,27.31,2020,239,888.92,0,1.03,0,0
